,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CG.Fvb5,context,group
69,Fvb5,3400001,3450000,50000,*,8497,38197,0.0662175903610342,CG,AK_FK
70,Fvb5,3450001,3500000,50000,*,10770,40131,0.0344289233581937,CG,AK_FK
71,Fvb5,3500001,3550000,50000,*,6911,38156,0.0243344288407323,CG,AK_FK
72,Fvb5,3550001,3600000,50000,*,12971,41798,0.0199810253254157,CG,AK_FK
73,Fvb5,3600001,3650000,50000,*,11194,43850,0.0273774203876782,CG,AK_FK
74,Fvb5,3650001,3700000,50000,*,11002,36393,0.0765138958915749,CG,AK_FK
75,Fvb5,3700001,3750000,50000,*,13667,40289,0.0695804819624329,CG,AK_FK
76,Fvb5,3750001,3800000,50000,*,12727,44468,0.0407540219572044,CG,AK_FK
77,Fvb5,3800001,3850000,50000,*,22104,32354,0.0949190596286592,CG,AK_FK
78,Fvb5,3850001,3900000,50000,*,10682,41218,0.0464192687112743,CG,AK_FK
79,Fvb5,3900001,3950000,50000,*,10730,41069,0.0449176191413682,CG,AK_FK
80,Fvb5,3950001,4000000,50000,*,6417,47491,0.0280861180581504,CG,AK_FK
81,Fvb5,4000001,4050000,50000,*,8097,24432,-0.0803429718195866,CG,AK_FK
82,Fvb5,4050001,4100000,50000,*,1308,1409,0.406144113068601,CG,AK_FK
83,Fvb5,4100001,4150000,50000,*,4375,12755,0.0717468096240239,CG,AK_FK
84,Fvb5,4150001,4200000,50000,*,18027,38631,0.0598046865887314,CG,AK_FK
85,Fvb5,4200001,4250000,50000,*,18211,30184,0.0379760351427045,CG,AK_FK
86,Fvb5,4250001,4300000,50000,*,7222,23934,0.0336136718260406,CG,AK_FK
87,Fvb5,4300001,4350000,50000,*,18034,34889,0.0825890836975993,CG,AK_FK
88,Fvb5,4350001,4400000,50000,*,13482,39683,0.104954161015703,CG,AK_FK
89,Fvb5,4400001,4450000,50000,*,9457,32772,0.028561187628122,CG,AK_FK
90,Fvb5,4450001,4500000,50000,*,47200,55829,0.0192365543323593,CG,AK_FK
91,Fvb5,4500001,4550000,50000,*,13917,46325,0.0391123209516864,CG,AK_FK
92,Fvb5,4550001,4600000,50000,*,11426,38430,0.0357723129260738,CG,AK_FK
93,Fvb5,4600001,4650000,50000,*,11615,29395,0.0566821782428676,CG,AK_FK
94,Fvb5,4650001,4700000,50000,*,7131,15778,0.0341772159877421,CG,AK_FK
95,Fvb5,4700001,4750000,50000,*,18303,32459,0.0581942350650868,CG,AK_FK
96,Fvb5,4750001,4800000,50000,*,11675,49769,0.0599480290507917,CG,AK_FK
97,Fvb5,4800001,4850000,50000,*,7793,35232,0.0307066225249462,CG,AK_FK
98,Fvb5,4850001,4900000,50000,*,10048,44555,0.0115999835931734,CG,AK_FK
99,Fvb5,4900001,4950000,50000,*,8648,44983,-0.166289740276578,CG,AK_FK
100,Fvb5,4950001,5000000,50000,*,4418,35040,0.00425706371833207,CG,AK_FK
101,Fvb5,5000001,5050000,50000,*,9025,30654,0.0732293465146376,CG,AK_FK
102,Fvb5,5050001,5100000,50000,*,18711,34669,0.104526158214587,CG,AK_FK
103,Fvb5,5100001,5150000,50000,*,25341,44864,0.083125068493125,CG,AK_FK
104,Fvb5,5150001,5200000,50000,*,13984,37888,-0.00488939446383418,CG,AK_FK
105,Fvb5,5200001,5250000,50000,*,8963,30522,0.0210708809018433,CG,AK_FK
106,Fvb5,5250001,5300000,50000,*,8039,42103,0.0506157306092435,CG,AK_FK
107,Fvb5,5300001,5350000,50000,*,14332,36932,0.0493322226331583,CG,AK_FK
108,Fvb5,5350001,5400000,50000,*,13775,33642,0.0242394563233441,CG,AK_FK
109,Fvb5,5400001,5450000,50000,*,9267,44320,0.0249325036533243,CG,AK_FK
110,Fvb5,5450001,5500000,50000,*,13253,40221,0.0581257011805414,CG,AK_FK
111,Fvb5,5500001,5550000,50000,*,13217,40769,0.0603282821930968,CG,AK_FK
112,Fvb5,5550001,5600000,50000,*,11576,43034,0.0427540315287971,CG,AK_FK
113,Fvb5,5600001,5650000,50000,*,9248,31590,0.0282489061191267,CG,AK_FK
114,Fvb5,5650001,5700000,50000,*,11333,38805,0.00962640298658923,CG,AK_FK
115,Fvb5,5700001,5750000,50000,*,7678,39862,0.0231350388365532,CG,AK_FK
116,Fvb5,5750001,5800000,50000,*,10794,47677,0.0433909068540005,CG,AK_FK
117,Fvb5,5800001,5850000,50000,*,9712,39865,0.0313901732911352,CG,AK_FK
118,Fvb5,5850001,5900000,50000,*,13189,31807,0.0027321797585505,CG,AK_FK
119,Fvb5,5900001,5950000,50000,*,8290,45537,0.0153314954783478,CG,AK_FK
120,Fvb5,5950001,6000000,50000,*,15194,40914,0.0462379443423081,CG,AK_FK
121,Fvb5,6000001,6050000,50000,*,13289,46661,0.0532552442729503,CG,AK_FK
122,Fvb5,6050001,6100000,50000,*,5404,43709,0.0272380571062698,CG,AK_FK
123,Fvb5,6100001,6150000,50000,*,7659,45293,0.0200041189690114,CG,AK_FK
124,Fvb5,6150001,6200000,50000,*,8262,43522,0.0157881398639514,CG,AK_FK
125,Fvb5,6200001,6250000,50000,*,9665,39712,-0.00434365042255888,CG,AK_FK
126,Fvb5,6250001,6300000,50000,*,5360,9283,0.0802650680185393,CG,AK_FK
127,Fvb5,6300001,6350000,50000,*,2744,3363,-0.0222726513473342,CG,AK_FK
128,Fvb5,6350001,6400000,50000,*,5375,16678,0.0299109338013843,CG,AK_FK
129,Fvb5,6400001,6450000,50000,*,7319,23822,0.00749341806431891,CG,AK_FK
130,Fvb5,6450001,6500000,50000,*,7789,41594,0.0119619384013305,CG,AK_FK
131,Fvb5,6500001,6550000,50000,*,14132,41052,0.045676094656702,CG,AK_FK
132,Fvb5,6550001,6600000,50000,*,18130,40084,0.0387504166444538,CG,AK_FK
133,Fvb5,6600001,6650000,50000,*,9190,32217,0.0423050890549311,CG,AK_FK
134,Fvb5,6650001,6700000,50000,*,2972,34787,0.0321433012241878,CG,AK_FK
135,Fvb5,6700001,6750000,50000,*,12977,35714,0.0253594901316808,CG,AK_FK
136,Fvb5,6750001,6800000,50000,*,10977,32610,0.0343349476180212,CG,AK_FK
137,Fvb5,6800001,6850000,50000,*,12835,41905,-0.00346090787821152,CG,AK_FK
138,Fvb5,6850001,6900000,50000,*,9136,44975,0.0231936506542336,CG,AK_FK
139,Fvb5,6900001,6950000,50000,*,19175,45447,0.0527402669102091,CG,AK_FK
140,Fvb5,6950001,7000000,50000,*,13286,27784,0.0768158879779351,CG,AK_FK
141,Fvb5,7000001,7050000,50000,*,15861,36380,0.0331762342643506,CG,AK_FK
142,Fvb5,7050001,7100000,50000,*,7320,57458,0.0309119921801029,CG,AK_FK
143,Fvb5,7100001,7150000,50000,*,14158,37543,0.0335581671488378,CG,AK_FK
144,Fvb5,7150001,7200000,50000,*,13242,34337,0.0410707665538355,CG,AK_FK
145,Fvb5,7200001,7250000,50000,*,14184,38717,0.0549475928982245,CG,AK_FK
146,Fvb5,7250001,7300000,50000,*,13691,39347,0.0454486570251295,CG,AK_FK
147,Fvb5,7300001,7350000,50000,*,12456,40374,0.0497033417647983,CG,AK_FK
148,Fvb5,7350001,7400000,50000,*,13386,66206,0.0600182232685501,CG,AK_FK
149,Fvb5,7400001,7450000,50000,*,8320,33136,0.120336307482772,CG,AK_FK
150,Fvb5,7450001,7500000,50000,*,5419,24543,0.0642817712867358,CG,AK_FK
151,Fvb5,7500001,7550000,50000,*,9753,51845,0.0326890907390975,CG,AK_FK
152,Fvb5,7550001,7600000,50000,*,10473,36400,0.03599347764602,CG,AK_FK
153,Fvb5,7600001,7650000,50000,*,7250,28922,0.0312328864497421,CG,AK_FK
154,Fvb5,7650001,7700000,50000,*,11234,34867,0.0384640839950044,CG,AK_FK
155,Fvb5,7700001,7750000,50000,*,15060,27834,0.0461652097490851,CG,AK_FK
156,Fvb5,7750001,7800000,50000,*,11669,38289,0.0530085629409955,CG,AK_FK
157,Fvb5,7800001,7850000,50000,*,10186,31015,-0.00406116316397087,CG,AK_FK
158,Fvb5,7850001,7900000,50000,*,15044,31171,0.0717149434840319,CG,AK_FK
159,Fvb5,7900001,7950000,50000,*,20034,38159,0.0254522265063031,CG,AK_FK
160,Fvb5,7950001,8000000,50000,*,17931,36407,0.076465545875167,CG,AK_FK
161,Fvb5,8000001,8050000,50000,*,13498,34256,0.0331209100795244,CG,AK_FK
162,Fvb5,8050001,8100000,50000,*,10537,25449,0.11035123425923,CG,AK_FK
163,Fvb5,8100001,8150000,50000,*,13755,26696,0.0432062560131224,CG,AK_FK
164,Fvb5,8150001,8200000,50000,*,9893,31252,-0.0182711434777746,CG,AK_FK
165,Fvb5,8200001,8250000,50000,*,12453,43330,0.0787552154934766,CG,AK_FK
166,Fvb5,8250001,8300000,50000,*,12710,28152,0.0408313046935863,CG,AK_FK
167,Fvb5,8300001,8350000,50000,*,8658,35230,0.0661200196560789,CG,AK_FK
168,Fvb5,8350001,8400000,50000,*,11161,33589,-0.0533756974052455,CG,AK_FK
169,Fvb5,8400001,8450000,50000,*,9542,41100,0.00668712607224786,CG,AK_FK
170,Fvb5,8450001,8500000,50000,*,11325,41850,0.0214964157706093,CG,AK_FK
171,Fvb5,8500001,8550000,50000,*,10131,35092,0.0336203849034579,CG,AK_FK
172,Fvb5,8550001,8600000,50000,*,9126,43410,0.0304229842371801,CG,AK_FK
173,Fvb5,8600001,8650000,50000,*,12942,39001,0.024400273125031,CG,AK_FK
174,Fvb5,8650001,8700000,50000,*,26146,53074,0.0421950018493494,CG,AK_FK
175,Fvb5,8700001,8750000,50000,*,11838,50104,0.0607740704856267,CG,AK_FK
176,Fvb5,8750001,8800000,50000,*,7919,47043,0.0221674181328933,CG,AK_FK
177,Fvb5,8800001,8850000,50000,*,8702,25515,0.045219806596338,CG,AK_FK
178,Fvb5,8850001,8900000,50000,*,12661,43112,0.0122431109667842,CG,AK_FK
179,Fvb5,8900001,8950000,50000,*,15202,39043,0.0271358740322573,CG,AK_FK
180,Fvb5,8950001,9000000,50000,*,12603,40095,0.0571343949712979,CG,AK_FK
181,Fvb5,9000001,9050000,50000,*,21004,45475,0.0640257618529758,CG,AK_FK
182,Fvb5,9050001,9100000,50000,*,13343,37269,0.0963564263066386,CG,AK_FK
183,Fvb5,9100001,9150000,50000,*,21934,39659,0.0743864301410012,CG,AK_FK
184,Fvb5,9150001,9200000,50000,*,18632,27157,0.0688368149678921,CG,AK_FK
185,Fvb5,9200001,9250000,50000,*,12209,44159,0.0443836126256104,CG,AK_FK
186,Fvb5,9250001,9300000,50000,*,11406,45830,0.037701083641765,CG,AK_FK
187,Fvb5,9300001,9350000,50000,*,8493,42503,0.0225372384752507,CG,AK_FK
188,Fvb5,9350001,9400000,50000,*,12099,40925,0.0683504257667015,CG,AK_FK
189,Fvb5,9400001,9450000,50000,*,12523,34500,0.0697720501698106,CG,AK_FK
190,Fvb5,9450001,9500000,50000,*,12728,33890,0.119645684066383,CG,AK_FK
191,Fvb5,9500001,9550000,50000,*,12556,28649,0.0388315790008006,CG,AK_FK
192,Fvb5,9550001,9600000,50000,*,14922,40007,0.0149012753483673,CG,AK_FK
193,Fvb5,9600001,9650000,50000,*,11800,34836,0.0212220365536978,CG,AK_FK
194,Fvb5,9650001,9700000,50000,*,9652,36896,0.026016802874932,CG,AK_FK
195,Fvb5,9700001,9750000,50000,*,11728,35542,0.0688593535501799,CG,AK_FK
196,Fvb5,9750001,9800000,50000,*,7796,36653,0.0314529376135328,CG,AK_FK
197,Fvb5,9800001,9850000,50000,*,13122,36641,0.071089976648294,CG,AK_FK
198,Fvb5,9850001,9900000,50000,*,5812,49560,0.0203871116216298,CG,AK_FK
199,Fvb5,9900001,9950000,50000,*,25280,39883,0.217050455779588,CG,AK_FK
200,Fvb5,9950001,10000000,50000,*,16906,35216,0.137387935593624,CG,AK_FK
201,Fvb5,10000001,10050000,50000,*,12758,37057,0.0605154648712014,CG,AK_FK
202,Fvb5,10050001,10100000,50000,*,8769,37928,0.0235266808230752,CG,AK_FK
203,Fvb5,10100001,10150000,50000,*,14400,42308,0.0331797579379241,CG,AK_FK
204,Fvb5,10150001,10200000,50000,*,9136,46022,0.0559486372455966,CG,AK_FK
205,Fvb5,10200001,10250000,50000,*,11537,41192,0.0359660280633703,CG,AK_FK
206,Fvb5,10250001,10300000,50000,*,14247,25282,0.0279243151756515,CG,AK_FK
207,Fvb5,10300001,10350000,50000,*,13195,33843,0.0926474285306118,CG,AK_FK
208,Fvb5,10350001,10400000,50000,*,10669,28029,0.0380125180078752,CG,AK_FK
209,Fvb5,10400001,10450000,50000,*,18154,44135,0.0224754758390796,CG,AK_FK
210,Fvb5,10450001,10500000,50000,*,13193,31769,0.0484637202506792,CG,AK_FK
211,Fvb5,10500001,10550000,50000,*,15657,45426,0.0104014126367407,CG,AK_FK
212,Fvb5,10550001,10600000,50000,*,15289,36044,0.0415121593223035,CG,AK_FK
213,Fvb5,10600001,10650000,50000,*,9840,15240,0.046813601573802,CG,AK_FK
214,Fvb5,10650001,10700000,50000,*,13642,32411,0.0323059535256521,CG,AK_FK
215,Fvb5,10700001,10750000,50000,*,17118,36111,0.0630535331717104,CG,AK_FK
216,Fvb5,10750001,10800000,50000,*,11681,39272,0.0311183322724304,CG,AK_FK
217,Fvb5,10800001,10850000,50000,*,13749,32027,-0.00528230235618193,CG,AK_FK
218,Fvb5,10850001,10900000,50000,*,7618,33821,0.0376616061079941,CG,AK_FK
219,Fvb5,10900001,10950000,50000,*,13633,34026,0.0147602507150805,CG,AK_FK
220,Fvb5,10950001,11000000,50000,*,7893,40387,-0.0353177053362105,CG,AK_FK
221,Fvb5,11000001,11050000,50000,*,16775,29742,0.0154895350901142,CG,AK_FK
222,Fvb5,11050001,11100000,50000,*,19066,36194,0.0393922327760745,CG,AK_FK
223,Fvb5,11100001,11150000,50000,*,13466,32753,0.0709471899338685,CG,AK_FK
224,Fvb5,11150001,11200000,50000,*,19078,37825,0.0154025636005976,CG,AK_FK
225,Fvb5,11200001,11250000,50000,*,13203,36669,0.0700618159856395,CG,AK_FK
226,Fvb5,11250001,11300000,50000,*,21633,44523,0.0858167717547773,CG,AK_FK
227,Fvb5,11300001,11350000,50000,*,19949,34678,0.0606860885943957,CG,AK_FK
228,Fvb5,11350001,11400000,50000,*,14461,31394,0.0870722318064132,CG,AK_FK
229,Fvb5,11400001,11450000,50000,*,1639,7111,0.0760693717234681,CG,AK_FK
230,Fvb5,11450001,11500000,50000,*,17683,33756,0.0665669748929625,CG,AK_FK
231,Fvb5,11500001,11550000,50000,*,15063,29843,0.0855259772621712,CG,AK_FK
232,Fvb5,11550001,11600000,50000,*,17831,32887,0.0588548035757467,CG,AK_FK
233,Fvb5,11600001,11650000,50000,*,8699,34011,0.0294281886762864,CG,AK_FK
234,Fvb5,11650001,11700000,50000,*,17129,37582,0.0670391019236976,CG,AK_FK
235,Fvb5,11700001,11750000,50000,*,7336,18368,-0.118483697772067,CG,AK_FK
236,Fvb5,11750001,11800000,50000,*,13035,33315,-0.00569256094609022,CG,AK_FK
237,Fvb5,11800001,11850000,50000,*,10373,35886,-0.00220213944799924,CG,AK_FK
238,Fvb5,11850001,11900000,50000,*,14365,30208,-0.0261202615665566,CG,AK_FK
239,Fvb5,11900001,11950000,50000,*,17005,33418,0.0743115265798346,CG,AK_FK
240,Fvb5,11950001,12000000,50000,*,17098,30938,0.0984210005741527,CG,AK_FK
241,Fvb5,12000001,12050000,50000,*,13976,28317,0.0201207876419872,CG,AK_FK
242,Fvb5,12050001,12100000,50000,*,11868,28561,0.0464235359723305,CG,AK_FK
243,Fvb5,12100001,12150000,50000,*,15354,31594,0.0127243410077306,CG,AK_FK
244,Fvb5,12150001,12200000,50000,*,8357,24647,0.00442804350884191,CG,AK_FK
245,Fvb5,12200001,12250000,50000,*,16057,38421,0.0520903323358108,CG,AK_FK
246,Fvb5,12250001,12300000,50000,*,9504,37640,0.0510679503331051,CG,AK_FK
247,Fvb5,12300001,12350000,50000,*,14366,34058,0.0355835566336092,CG,AK_FK
248,Fvb5,12350001,12400000,50000,*,16045,28590,0.00758871803421235,CG,AK_FK
249,Fvb5,12400001,12450000,50000,*,13894,43314,0.0352848004191142,CG,AK_FK
250,Fvb5,12450001,12500000,50000,*,14893,29755,0.0496318957156859,CG,AK_FK
251,Fvb5,12500001,12550000,50000,*,23106,35621,0.035117726881303,CG,AK_FK
252,Fvb5,12550001,12600000,50000,*,25918,33745,0.0541656377076439,CG,AK_FK
253,Fvb5,12600001,12650000,50000,*,15806,33019,0.150916307445881,CG,AK_FK
254,Fvb5,12650001,12700000,50000,*,13827,31994,0.0139546318618718,CG,AK_FK
255,Fvb5,12700001,12750000,50000,*,19669,37086,0.0792110170076585,CG,AK_FK
256,Fvb5,12750001,12800000,50000,*,37259,42594,0.0601207857975194,CG,AK_FK
257,Fvb5,12800001,12850000,50000,*,11475,27494,0.0741923368933103,CG,AK_FK
258,Fvb5,12850001,12900000,50000,*,11182,34887,0.0570222827576756,CG,AK_FK
259,Fvb5,12900001,12950000,50000,*,17148,28530,0.0328078435701955,CG,AK_FK
260,Fvb5,12950001,13000000,50000,*,15638,38750,0.0071228558877649,CG,AK_FK
261,Fvb5,13000001,13050000,50000,*,17425,29861,0.0151013008316558,CG,AK_FK
262,Fvb5,13050001,13100000,50000,*,15533,35066,0.044713588593343,CG,AK_FK
263,Fvb5,13100001,13150000,50000,*,11611,30260,0.0272435463548229,CG,AK_FK
264,Fvb5,13150001,13200000,50000,*,32972,51055,0.0297534738277208,CG,AK_FK
265,Fvb5,13200001,13250000,50000,*,16430,30600,0.0240928994410813,CG,AK_FK
266,Fvb5,13250001,13300000,50000,*,26944,32310,0.0824206503574099,CG,AK_FK
267,Fvb5,13300001,13350000,50000,*,22583,33280,0.0238672009744739,CG,AK_FK
268,Fvb5,13350001,13400000,50000,*,11368,34179,0.0499796215791022,CG,AK_FK
269,Fvb5,13400001,13450000,50000,*,17687,40718,0.0428408274380804,CG,AK_FK
270,Fvb5,13450001,13500000,50000,*,14312,30697,0.0399062682172965,CG,AK_FK
271,Fvb5,13500001,13550000,50000,*,23855,42860,0.0508598282834528,CG,AK_FK
272,Fvb5,13550001,13600000,50000,*,11998,14190,0.0377464087923116,CG,AK_FK
273,Fvb5,13600001,13650000,50000,*,15800,24206,0.0516960829900256,CG,AK_FK
274,Fvb5,13650001,13700000,50000,*,8482,24850,0.0916328045498298,CG,AK_FK
275,Fvb5,13700001,13750000,50000,*,22741,31532,0.0669041021000935,CG,AK_FK
276,Fvb5,13750001,13800000,50000,*,19029,39999,0.15977814882879,CG,AK_FK
277,Fvb5,13800001,13850000,50000,*,12003,38737,0.0528608748585065,CG,AK_FK
278,Fvb5,13850001,13900000,50000,*,9235,31728,-0.00943749548291972,CG,AK_FK
279,Fvb5,13900001,13950000,50000,*,25133,35326,0.0770879220199044,CG,AK_FK
280,Fvb5,13950001,14000000,50000,*,15063,33101,0.0557787871087291,CG,AK_FK
281,Fvb5,14000001,14050000,50000,*,15937,30468,0.0751425108014833,CG,AK_FK
282,Fvb5,14050001,14100000,50000,*,16927,29125,0.0237820140775817,CG,AK_FK
283,Fvb5,14100001,14150000,50000,*,18549,30346,0.0177923032243082,CG,AK_FK
284,Fvb5,14150001,14200000,50000,*,16514,35628,0.0544252558892864,CG,AK_FK
285,Fvb5,14200001,14250000,50000,*,19328,20719,-0.00479127552752689,CG,AK_FK
286,Fvb5,14250001,14300000,50000,*,13753,29283,0.121255319334688,CG,AK_FK
287,Fvb5,14300001,14350000,50000,*,11262,34627,0.0421454697162805,CG,AK_FK
288,Fvb5,14350001,14400000,50000,*,16822,25924,0.0474268486853392,CG,AK_FK
289,Fvb5,14400001,14450000,50000,*,18694,33152,0.0186355588726278,CG,AK_FK
290,Fvb5,14450001,14500000,50000,*,15235,31534,0.0675898769500365,CG,AK_FK
291,Fvb5,14500001,14550000,50000,*,26360,35946,0.0725373246125737,CG,AK_FK
292,Fvb5,14550001,14600000,50000,*,21220,32878,0.0806074370453915,CG,AK_FK
293,Fvb5,14600001,14650000,50000,*,20841,37412,0.0385199604132986,CG,AK_FK
294,Fvb5,14650001,14700000,50000,*,22453,29662,0.0414423382282136,CG,AK_FK
295,Fvb5,14700001,14750000,50000,*,14001,27504,0.0519002541170421,CG,AK_FK
296,Fvb5,14750001,14800000,50000,*,22037,37291,0.0726778427657743,CG,AK_FK
297,Fvb5,14800001,14850000,50000,*,23096,33123,0.0900075079596481,CG,AK_FK
298,Fvb5,14850001,14900000,50000,*,17509,28030,0.106253452376642,CG,AK_FK
299,Fvb5,14900001,14950000,50000,*,18437,31127,-0.0645003098653634,CG,AK_FK
300,Fvb5,14950001,15000000,50000,*,25276,32995,0.025608119053312,CG,AK_FK
301,Fvb5,15000001,15050000,50000,*,17550,26159,0.0664481778547369,CG,AK_FK
302,Fvb5,15050001,15100000,50000,*,20608,49221,0.104452227982104,CG,AK_FK
303,Fvb5,15100001,15150000,50000,*,18638,30096,0.0341183101004288,CG,AK_FK
304,Fvb5,15150001,15200000,50000,*,18470,26464,0.0318541770699637,CG,AK_FK
305,Fvb5,15200001,15250000,50000,*,18553,35502,0.0304089622731769,CG,AK_FK
306,Fvb5,15250001,15300000,50000,*,15232,36422,0.0195070987220922,CG,AK_FK
307,Fvb5,15300001,15350000,50000,*,34239,38457,0.0536513324450342,CG,AK_FK
308,Fvb5,15350001,15400000,50000,*,32212,37726,0.0280925493580085,CG,AK_FK
309,Fvb5,15400001,15450000,50000,*,19478,31492,0.0319894333784789,CG,AK_FK
310,Fvb5,15450001,15500000,50000,*,20592,30184,0.0627825450596665,CG,AK_FK
