seqnames	start	end	Proportion
Fvb1	1	50000	0.0823905489923558
Fvb1	50001	100000	0.0823731138545953
Fvb1	100001	150000	0.0106619096019415
Fvb1	150001	200000	0.0820740143730271
Fvb1	200001	250000	0.0324967977608046
Fvb1	250001	300000	0.151857075693465
Fvb1	300001	350000	0.0127761344326263
Fvb1	350001	400000	0.038545005674239
Fvb1	400001	450000	0.0380991396968456
Fvb1	450001	500000	0.0764914615214016
Fvb1	500001	550000	0.017129372570794
Fvb1	550001	600000	0.0199476211261458
Fvb1	600001	650000	0.046901027582477
Fvb1	650001	700000	0.0592487457090045
Fvb1	700001	750000	0.11678781425066
Fvb1	750001	800000	0.181070779042826
Fvb1	800001	850000	0.107979677981953
Fvb1	850001	900000	0.0383262456029821
Fvb1	900001	950000	0.00678214849569723
Fvb1	950001	1000000	0.0631573712609096
Fvb1	1000001	1050000	0.041196333815726
Fvb1	1050001	1100000	0.0193950134140638
Fvb1	1100001	1150000	0.052929215910535
Fvb1	1150001	1200000	0.026251208447981
Fvb1	1200001	1250000	0.157832058644507
Fvb1	1250001	1300000	0.306988206301707
Fvb1	1300001	1350000	0.0724658812551032
Fvb1	1350001	1400000	0.040571716475299
Fvb1	1400001	1450000	0.0142190357039746
Fvb1	1450001	1500000	0.023588379705401
Fvb1	1500001	1550000	0.109117161716172
Fvb1	1550001	1600000	0.0623947237313468
Fvb1	1600001	1650000	0.0532370128376202
Fvb1	1650001	1700000	0.176334260362866
Fvb1	1700001	1750000	0.064321608040201
Fvb1	1750001	1800000	0.0166869341980813
Fvb1	1800001	1850000	0.0111327951743103
Fvb1	1850001	1900000	0.045187732992812
Fvb1	1900001	1950000	0.0228387153774793
Fvb1	1950001	2000000	0.0283919413020539
Fvb1	2000001	2050000	0.0507471621652737
Fvb1	2050001	2100000	0.0417145844223732
Fvb1	2100001	2150000	0.077677538746241
Fvb1	2150001	2200000	0.0200405885337392
Fvb1	2200001	2250000	0.0394428476674773
Fvb1	2250001	2300000	0.0662486030050913
Fvb1	2300001	2350000	0.0280732860520095
Fvb1	2350001	2400000	0.055679745867404
Fvb1	2400001	2450000	0.0700321987120515
Fvb1	2450001	2500000	0.0928693020616607
Fvb1	2500001	2550000	0.0356635551948052
Fvb1	2550001	2600000	0.23582235973286
Fvb1	2600001	2650000	0.169572878060636
Fvb1	2650001	2700000	0.0355172263978798
Fvb1	2700001	2750000	0.0197245918676655
Fvb1	2750001	2800000	0.0261434690561765
Fvb1	2800001	2850000	0.0149375399325828
Fvb1	2850001	2900000	0.0882315473005682
Fvb1	2900001	2950000	0.00784199219972053
Fvb1	2950001	3000000	0.0909956555377016
Fvb1	3000001	3050000	0.0218069841003833
Fvb1	3050001	3100000	0.42948817071285
Fvb1	3100001	3150000	0.057097584963392
Fvb1	3150001	3200000	0.0161021469529271
Fvb1	3200001	3250000	0.00910543130990415
Fvb1	3250001	3300000	0.0670045889445428
Fvb1	3300001	3350000	0.120290161278963
Fvb1	3350001	3400000	0.101158886602404
Fvb1	3400001	3450000	0.0534269368404258
Fvb1	3450001	3500000	0.0267558528428094
Fvb1	3500001	3550000	0.0651436993367723
Fvb1	3550001	3600000	0.10307549750695
Fvb1	3600001	3650000	0.0902541524914949
Fvb1	3650001	3700000	0.0349757929505452
Fvb1	3700001	3750000	0.0570099114776424
Fvb1	3750001	3800000	0.0422313042231304
Fvb1	3800001	3850000	0.0107640801796839
Fvb1	3850001	3900000	0.217668398862634
Fvb1	3900001	3950000	0.0725031389110832
Fvb1	3950001	4000000	0.0739972747200664
Fvb1	4000001	4050000	0.0489715964740451
Fvb1	4050001	4100000	0.0431312985196972
Fvb1	4100001	4150000	0.0651953385951456
Fvb1	4150001	4200000	0.0222449568479316
Fvb1	4200001	4250000	0.0158965508859775
Fvb1	4250001	4300000	0.0180792018922273
Fvb1	4300001	4350000	0.0250507626198234
Fvb1	4350001	4400000	0.0815165117024687
Fvb1	4400001	4450000	0.111087483519755
Fvb1	4450001	4500000	0.0363062554523529
Fvb1	4500001	4550000	0.0841538903544284
Fvb1	4550001	4600000	0.0187023000182334
Fvb1	4600001	4650000	0.183159673331456
Fvb1	4650001	4700000	0.048443004886919
Fvb1	4700001	4750000	0.0208403695241879
Fvb1	4750001	4800000	0.0368903890259206
Fvb1	4800001	4850000	0.262681772066283
Fvb1	4850001	4900000	0.0300369363718726
Fvb1	4900001	4950000	0.047699689528648
Fvb1	4950001	5000000	0.0973595049421779
Fvb1	5000001	5050000	0.0176366176970429
Fvb1	5050001	5100000	0.0290536623075436
Fvb1	5100001	5150000	0.0343351332745305
Fvb1	5150001	5200000	0.0168613057501946
Fvb1	5200001	5250000	0.475455820476858
Fvb1	5250001	5300000	0.530429988974642
Fvb1	5300001	5350000	0.0170360079258433
Fvb1	5350001	5400000	0.216827648172512
Fvb1	5400001	5450000	0.0516462969719081
Fvb1	5450001	5500000	0.187998998525607
Fvb1	5500001	5550000	0.0171414038657172
Fvb1	5550001	5600000	0.0142766959646482
Fvb1	5600001	5650000	0.0415432206343674
Fvb1	5650001	5700000	0.261754465423048
Fvb1	5700001	5750000	0.037685393258427
Fvb1	5750001	5800000	0.0481753211292352
Fvb1	5800001	5850000	0.0642863094742105
Fvb1	5850001	5900000	0.0648370055405231
Fvb1	5900001	5950000	0.0615001464986815
Fvb1	5950001	6000000	0.0359212361841399
Fvb1	6000001	6050000	0.027880278802788
Fvb1	6050001	6100000	0.0559758986270497
Fvb1	6100001	6150000	0.0228683896061295
Fvb1	6150001	6200000	0.0479808944854538
Fvb1	6200001	6250000	0.0683360826414992
Fvb1	6250001	6300000	0.0580854590662124
Fvb1	6300001	6350000	0.0549794004830232
Fvb1	6350001	6400000	0.0721088077449227
Fvb1	6400001	6450000	0.0171813687454275
Fvb1	6450001	6500000	0.0389541982905164
Fvb1	6500001	6550000	0.0315632391035026
Fvb1	6550001	6600000	0.0455213666548385
Fvb1	6600001	6650000	0.0530788304576919
Fvb1	6650001	6700000	0.0243405786806838
Fvb1	6700001	6750000	0.0832430688391602
Fvb1	6750001	6800000	0.108678372714792
Fvb1	6800001	6850000	0.102275699712268
Fvb1	6850001	6900000	0.0531192837200347
