seqnames	start	end	Proportion
Fvb1	1	50000	0.0464541813559729
Fvb1	50001	100000	0.119523390050535
Fvb1	100001	150000	0.00854003264721105
Fvb1	150001	200000	0.0686875946507867
Fvb1	200001	250000	0.0247506799637353
Fvb1	250001	300000	0.104699112922561
Fvb1	300001	350000	0.013852004504026
Fvb1	350001	400000	0.0349430533726613
Fvb1	400001	450000	0.0241525222269767
Fvb1	450001	500000	0.0554506529081673
Fvb1	500001	550000	0.0282913869242092
Fvb1	550001	600000	0.0172648912903641
Fvb1	600001	650000	0.0134920881648895
Fvb1	650001	700000	0.0263912794033276
Fvb1	700001	750000	0.0668836510604814
Fvb1	750001	800000	0.0861118894181377
Fvb1	800001	850000	0.0527331571602482
Fvb1	850001	900000	0.0542483660130719
Fvb1	900001	950000	0.00631563838185689
Fvb1	950001	1000000	0.0609084556254368
Fvb1	1000001	1050000	0.0209927112824529
Fvb1	1050001	1100000	0.0142498192957698
Fvb1	1100001	1150000	0.0451543541698664
Fvb1	1150001	1200000	0.0404342067676007
Fvb1	1200001	1250000	0.0441390460792239
Fvb1	1250001	1300000	0.725974025974026
Fvb1	1300001	1350000	0.0389549801726149
Fvb1	1350001	1400000	0.021028880866426
Fvb1	1400001	1450000	0.0476098953900222
Fvb1	1450001	1500000	0.0242532051977352
Fvb1	1500001	1550000	0.016844487552538
Fvb1	1550001	1600000	0.0318653484761827
Fvb1	1600001	1650000	0.0307568966145549
Fvb1	1650001	1700000	0.154238874549735
Fvb1	1700001	1750000	0.0402950499878078
Fvb1	1750001	1800000	0.010071530758226
Fvb1	1800001	1850000	0.0115259399285864
Fvb1	1850001	1900000	0.0353529012981143
Fvb1	1900001	1950000	0.0212734044946629
Fvb1	1950001	2000000	0.0296410567202005
Fvb1	2000001	2050000	0.0183478184531648
Fvb1	2050001	2100000	0.0376880313930674
Fvb1	2100001	2150000	0.0190877933034537
Fvb1	2150001	2200000	0.0134327178865857
Fvb1	2200001	2250000	0.0341025378632829
Fvb1	2250001	2300000	0.0225001998241547
Fvb1	2300001	2350000	0.0254033557213314
Fvb1	2350001	2400000	0.0441207325480323
Fvb1	2400001	2450000	0.0354816423213581
Fvb1	2450001	2500000	0.0436828894157021
Fvb1	2500001	2550000	0.0374788425888611
Fvb1	2550001	2600000	0.0470856816722551
Fvb1	2600001	2650000	0.0298209718670077
Fvb1	2650001	2700000	0.0224834354467578
Fvb1	2700001	2750000	0.0163578988042848
Fvb1	2750001	2800000	0.0136185697744941
