,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHG.Fvb5,context,group
31,Fvb5,1500001,1550000,50000,*,649,30707,-0.00288704160156347,CHG,AL_FL
32,Fvb5,1550001,1600000,50000,*,1300,26273,-0.00571830910791538,CHG,AL_FL
33,Fvb5,1600001,1650000,50000,*,1045,25630,0.0150384089962812,CHG,AL_FL
34,Fvb5,1650001,1700000,50000,*,1031,24981,0.0103050176991006,CHG,AL_FL
35,Fvb5,1700001,1750000,50000,*,435,32240,-0.00348558638268424,CHG,AL_FL
36,Fvb5,1750001,1800000,50000,*,383,30306,-0.00198751077963213,CHG,AL_FL
37,Fvb5,1800001,1850000,50000,*,3521,30838,0.072750386200995,CHG,AL_FL
38,Fvb5,1850001,1900000,50000,*,5411,28672,0.158680089558055,CHG,AL_FL
39,Fvb5,1900001,1950000,50000,*,515,34405,-0.00227262476885376,CHG,AL_FL
40,Fvb5,1950001,2000000,50000,*,4499,32574,0.114861792534662,CHG,AL_FL
41,Fvb5,2000001,2050000,50000,*,1654,26429,0.0257684995098406,CHG,AL_FL
42,Fvb5,2050001,2100000,50000,*,1071,38005,0.00845839275835627,CHG,AL_FL
43,Fvb5,2100001,2150000,50000,*,943,24370,-0.00367211016795928,CHG,AL_FL
44,Fvb5,2150001,2200000,50000,*,1002,29023,0.0215412396128228,CHG,AL_FL
45,Fvb5,2200001,2250000,50000,*,956,33683,-0.0034342382099588,CHG,AL_FL
46,Fvb5,2250001,2300000,50000,*,1268,23835,-0.00636022108545829,CHG,AL_FL
47,Fvb5,2300001,2350000,50000,*,1921,29881,-0.0281389222798872,CHG,AL_FL
48,Fvb5,2350001,2400000,50000,*,1008,29643,0.00758258861820318,CHG,AL_FL
49,Fvb5,2400001,2450000,50000,*,867,31040,0.0127198115257854,CHG,AL_FL
50,Fvb5,2450001,2500000,50000,*,3468,30030,0.0671718258990756,CHG,AL_FL
51,Fvb5,2500001,2550000,50000,*,6506,26286,0.159239006782413,CHG,AL_FL
52,Fvb5,2550001,2600000,50000,*,1570,32104,-0.000775237437642434,CHG,AL_FL
53,Fvb5,2600001,2650000,50000,*,2845,29244,0.0469237800896167,CHG,AL_FL
54,Fvb5,2650001,2700000,50000,*,628,32129,0.00856829672008599,CHG,AL_FL
55,Fvb5,2700001,2750000,50000,*,3066,27533,0.0182287435719453,CHG,AL_FL
56,Fvb5,2750001,2800000,50000,*,3339,27067,0.0449778978381825,CHG,AL_FL
57,Fvb5,2800001,2850000,50000,*,9483,23168,0.0589284185669192,CHG,AL_FL
58,Fvb5,2850001,2900000,50000,*,1150,25929,0.0170541404576016,CHG,AL_FL
59,Fvb5,2900001,2950000,50000,*,1467,32843,-0.00753036898269172,CHG,AL_FL
60,Fvb5,2950001,3000000,50000,*,800,30814,0.00122308813810672,CHG,AL_FL
61,Fvb5,3000001,3050000,50000,*,1294,28425,0.015072327662677,CHG,AL_FL
62,Fvb5,3050001,3100000,50000,*,627,28441,-0.00165338121194833,CHG,AL_FL
63,Fvb5,3100001,3150000,50000,*,1667,26711,0.0211816917313309,CHG,AL_FL
64,Fvb5,3150001,3200000,50000,*,1262,24505,0.0159218165829403,CHG,AL_FL
65,Fvb5,3200001,3250000,50000,*,267,33265,-0.00270533102660198,CHG,AL_FL
66,Fvb5,3250001,3300000,50000,*,1530,23645,-0.0114321321782712,CHG,AL_FL
67,Fvb5,3300001,3350000,50000,*,2424,28724,0.0467430869475212,CHG,AL_FL
68,Fvb5,3350001,3400000,50000,*,130,10382,-0.0227019981816145,CHG,AL_FL
69,Fvb5,3400001,3450000,50000,*,778,31059,-0.00213033967092122,CHG,AL_FL
70,Fvb5,3450001,3500000,50000,*,1441,31748,-0.0016113593126146,CHG,AL_FL
71,Fvb5,3500001,3550000,50000,*,1353,29715,-0.00606977507783966,CHG,AL_FL
72,Fvb5,3550001,3600000,50000,*,2081,22878,0.0327309346525643,CHG,AL_FL
73,Fvb5,3600001,3650000,50000,*,3820,28934,-0.000206797230745154,CHG,AL_FL
74,Fvb5,3650001,3700000,50000,*,2946,23575,-0.157039662860028,CHG,AL_FL
75,Fvb5,3700001,3750000,50000,*,596,32988,0.000626248204587249,CHG,AL_FL
76,Fvb5,3750001,3800000,50000,*,4470,26211,0.0603997214937376,CHG,AL_FL
77,Fvb5,3800001,3850000,50000,*,7664,18120,0.192278445744658,CHG,AL_FL
78,Fvb5,3850001,3900000,50000,*,1463,27784,0.0184237684863043,CHG,AL_FL
79,Fvb5,3900001,3950000,50000,*,1315,30724,-0.0545845700761419,CHG,AL_FL
80,Fvb5,3950001,4000000,50000,*,558,30098,0.00110185071182879,CHG,AL_FL
81,Fvb5,4000001,4050000,50000,*,1015,15947,-0.031472886081208,CHG,AL_FL
82,Fvb5,4050001,4100000,50000,*,500,676,-0.0245560921113402,CHG,AL_FL
83,Fvb5,4100001,4150000,50000,*,129,9478,-0.00137173711686812,CHG,AL_FL
84,Fvb5,4150001,4200000,50000,*,1482,32561,0.0159248441948954,CHG,AL_FL
85,Fvb5,4200001,4250000,50000,*,2689,23889,0.0129600697663773,CHG,AL_FL
86,Fvb5,4250001,4300000,50000,*,482,22284,0.00820907883037367,CHG,AL_FL
87,Fvb5,4300001,4350000,50000,*,5843,22032,-0.0468827559513834,CHG,AL_FL
88,Fvb5,4350001,4400000,50000,*,876,29408,0.0123299756720927,CHG,AL_FL
89,Fvb5,4400001,4450000,50000,*,1241,23078,-0.000718418945847427,CHG,AL_FL
90,Fvb5,4450001,4500000,50000,*,15803,35140,0.114861962271235,CHG,AL_FL
91,Fvb5,4500001,4550000,50000,*,2370,30152,-0.0147091104662032,CHG,AL_FL
92,Fvb5,4550001,4600000,50000,*,786,28920,0.00298099916884824,CHG,AL_FL
93,Fvb5,4600001,4650000,50000,*,2390,20277,-0.0417225991135789,CHG,AL_FL
94,Fvb5,4650001,4700000,50000,*,1452,9113,-0.0825238861846569,CHG,AL_FL
95,Fvb5,4700001,4750000,50000,*,3246,22698,-0.029380856734279,CHG,AL_FL
96,Fvb5,4750001,4800000,50000,*,451,32317,-0.000270108063973904,CHG,AL_FL
97,Fvb5,4800001,4850000,50000,*,966,28513,0.00968269764568367,CHG,AL_FL
98,Fvb5,4850001,4900000,50000,*,1619,34208,0.03571125974895,CHG,AL_FL
99,Fvb5,4900001,4950000,50000,*,1937,28286,0.0345352532138371,CHG,AL_FL
100,Fvb5,4950001,5000000,50000,*,908,26368,0.00602222091612686,CHG,AL_FL
101,Fvb5,5000001,5050000,50000,*,2836,23695,-0.0482289814920709,CHG,AL_FL
102,Fvb5,5050001,5100000,50000,*,4801,22329,0.0866750527468994,CHG,AL_FL
103,Fvb5,5100001,5150000,50000,*,7718,23377,0.0466518862463595,CHG,AL_FL
104,Fvb5,5150001,5200000,50000,*,3861,25439,-0.00737292512538995,CHG,AL_FL
105,Fvb5,5200001,5250000,50000,*,1072,30555,-0.00212636281718506,CHG,AL_FL
106,Fvb5,5250001,5300000,50000,*,1554,26126,0.013636015144326,CHG,AL_FL
107,Fvb5,5300001,5350000,50000,*,1177,30318,-0.000665559136246156,CHG,AL_FL
108,Fvb5,5350001,5400000,50000,*,1527,25957,0.0237828215753143,CHG,AL_FL
109,Fvb5,5400001,5450000,50000,*,737,29649,-0.00935095358538489,CHG,AL_FL
110,Fvb5,5450001,5500000,50000,*,797,29189,0.00612839463681822,CHG,AL_FL
111,Fvb5,5500001,5550000,50000,*,821,33303,0.00337336124011513,CHG,AL_FL
112,Fvb5,5550001,5600000,50000,*,2091,29547,-0.0188453523779326,CHG,AL_FL
113,Fvb5,5600001,5650000,50000,*,1872,27937,-0.00113872290602489,CHG,AL_FL
114,Fvb5,5650001,5700000,50000,*,767,33204,-0.00347501485565388,CHG,AL_FL
115,Fvb5,5700001,5750000,50000,*,307,28025,-0.00189134489603791,CHG,AL_FL
116,Fvb5,5750001,5800000,50000,*,1473,27313,-0.0109774385875533,CHG,AL_FL
117,Fvb5,5800001,5850000,50000,*,1732,31209,-0.00825994305916287,CHG,AL_FL
118,Fvb5,5850001,5900000,50000,*,4953,27974,-0.0373126116922625,CHG,AL_FL
119,Fvb5,5900001,5950000,50000,*,324,33802,-0.00297348982240088,CHG,AL_FL
120,Fvb5,5950001,6000000,50000,*,3721,34585,0.0927957698940082,CHG,AL_FL
121,Fvb5,6000001,6050000,50000,*,1767,32872,0.0107537048641254,CHG,AL_FL
122,Fvb5,6050001,6100000,50000,*,1293,29628,-0.0109926492152849,CHG,AL_FL
123,Fvb5,6100001,6150000,50000,*,1571,28071,0.00554920299418744,CHG,AL_FL
124,Fvb5,6150001,6200000,50000,*,827,28906,0.00408733153040248,CHG,AL_FL
125,Fvb5,6200001,6250000,50000,*,663,27374,-0.00513971980402292,CHG,AL_FL
126,Fvb5,6250001,6300000,50000,*,218,10083,-0.00484855794724402,CHG,AL_FL
127,Fvb5,6300001,6350000,50000,*,732,1552,-0.221505511530007,CHG,AL_FL
128,Fvb5,6350001,6400000,50000,*,1587,10931,0.103160584792372,CHG,AL_FL
129,Fvb5,6400001,6450000,50000,*,2142,21817,-0.056793325837542,CHG,AL_FL
130,Fvb5,6450001,6500000,50000,*,646,26780,0.00573973302109937,CHG,AL_FL
131,Fvb5,6500001,6550000,50000,*,609,33463,0.00129204236618303,CHG,AL_FL
132,Fvb5,6550001,6600000,50000,*,3408,24619,0.0267239393955945,CHG,AL_FL
133,Fvb5,6600001,6650000,50000,*,1088,27230,-0.109752399492722,CHG,AL_FL
134,Fvb5,6650001,6700000,50000,*,251,22153,-0.00127642729718878,CHG,AL_FL
135,Fvb5,6700001,6750000,50000,*,1268,30327,-0.0023676028531631,CHG,AL_FL
136,Fvb5,6750001,6800000,50000,*,2013,27715,0.0396808592576817,CHG,AL_FL
137,Fvb5,6800001,6850000,50000,*,999,29866,0.0068973780191722,CHG,AL_FL
138,Fvb5,6850001,6900000,50000,*,1360,30253,0.00696857859951405,CHG,AL_FL
139,Fvb5,6900001,6950000,50000,*,4012,30630,0.105702344074071,CHG,AL_FL
140,Fvb5,6950001,7000000,50000,*,7471,20449,0.0957082154339527,CHG,AL_FL
141,Fvb5,7000001,7050000,50000,*,4636,26435,-0.0520639541419632,CHG,AL_FL
142,Fvb5,7050001,7100000,50000,*,3017,32029,0.00147123865818649,CHG,AL_FL
143,Fvb5,7100001,7150000,50000,*,815,32262,-0.0103836803454694,CHG,AL_FL
144,Fvb5,7150001,7200000,50000,*,1072,30969,0.00188152035552414,CHG,AL_FL
145,Fvb5,7200001,7250000,50000,*,3014,27396,0.010668823037791,CHG,AL_FL
146,Fvb5,7250001,7300000,50000,*,822,32960,0.00884694418027348,CHG,AL_FL
147,Fvb5,7300001,7350000,50000,*,774,33162,-0.000367503205488198,CHG,AL_FL
148,Fvb5,7350001,7400000,50000,*,1758,34891,0.0140033409212617,CHG,AL_FL
149,Fvb5,7400001,7450000,50000,*,2806,21685,0.0355431847191008,CHG,AL_FL
150,Fvb5,7450001,7500000,50000,*,1639,17405,-0.0211310691307577,CHG,AL_FL
151,Fvb5,7500001,7550000,50000,*,587,33579,0.00436776895888872,CHG,AL_FL
152,Fvb5,7550001,7600000,50000,*,2681,26551,-0.0533951756246402,CHG,AL_FL
153,Fvb5,7600001,7650000,50000,*,1219,24814,0.00503928578016642,CHG,AL_FL
154,Fvb5,7650001,7700000,50000,*,1988,22928,0.0269059649922507,CHG,AL_FL
155,Fvb5,7700001,7750000,50000,*,421,32350,0.00388836769578987,CHG,AL_FL
156,Fvb5,7750001,7800000,50000,*,1801,28718,0.0414309964993215,CHG,AL_FL
157,Fvb5,7800001,7850000,50000,*,1050,24127,0.0286970507199824,CHG,AL_FL
158,Fvb5,7850001,7900000,50000,*,2698,23600,0.0757850133809099,CHG,AL_FL
159,Fvb5,7900001,7950000,50000,*,2732,26542,-0.00164214443603165,CHG,AL_FL
160,Fvb5,7950001,8000000,50000,*,2029,31426,0.00305420220405219,CHG,AL_FL
161,Fvb5,8000001,8050000,50000,*,1074,31746,0.00312937978514149,CHG,AL_FL
162,Fvb5,8050001,8100000,50000,*,2908,25017,0.0355076794714158,CHG,AL_FL
163,Fvb5,8100001,8150000,50000,*,801,30984,-0.00149621001315907,CHG,AL_FL
164,Fvb5,8150001,8200000,50000,*,2196,23968,-0.025183925021479,CHG,AL_FL
165,Fvb5,8200001,8250000,50000,*,611,29344,-0.00320169481135424,CHG,AL_FL
166,Fvb5,8250001,8300000,50000,*,3154,23194,0.0724581889196871,CHG,AL_FL
167,Fvb5,8300001,8350000,50000,*,1419,25889,0.0103024957494983,CHG,AL_FL
168,Fvb5,8350001,8400000,50000,*,2740,17744,-0.0115230428158892,CHG,AL_FL
169,Fvb5,8400001,8450000,50000,*,670,28961,-0.0711838824672558,CHG,AL_FL
170,Fvb5,8450001,8500000,50000,*,1922,23834,-0.00865887668684298,CHG,AL_FL
171,Fvb5,8500001,8550000,50000,*,831,32511,-0.00101449682911396,CHG,AL_FL
172,Fvb5,8550001,8600000,50000,*,741,33393,-0.00181754874503748,CHG,AL_FL
173,Fvb5,8600001,8650000,50000,*,2476,29120,0.0159845239418851,CHG,AL_FL
174,Fvb5,8650001,8700000,50000,*,5934,30662,-0.0132963409884354,CHG,AL_FL
175,Fvb5,8700001,8750000,50000,*,816,38211,-0.00162155963062352,CHG,AL_FL
176,Fvb5,8750001,8800000,50000,*,3779,28988,-0.0237095138063681,CHG,AL_FL
177,Fvb5,8800001,8850000,50000,*,3142,16939,-0.029088681340867,CHG,AL_FL
178,Fvb5,8850001,8900000,50000,*,1839,29196,-0.0331754449709114,CHG,AL_FL
179,Fvb5,8900001,8950000,50000,*,1579,28239,0.0102869880853133,CHG,AL_FL
180,Fvb5,8950001,9000000,50000,*,1450,33028,-0.004458623606849,CHG,AL_FL
181,Fvb5,9000001,9050000,50000,*,6294,28631,0.0934906420897734,CHG,AL_FL
182,Fvb5,9050001,9100000,50000,*,1392,26766,0.0267981427176978,CHG,AL_FL
183,Fvb5,9100001,9150000,50000,*,7637,27508,0.140136774697467,CHG,AL_FL
184,Fvb5,9150001,9200000,50000,*,5864,13244,-0.233858202155701,CHG,AL_FL
185,Fvb5,9200001,9250000,50000,*,3271,27247,0.0709632254997887,CHG,AL_FL
186,Fvb5,9250001,9300000,50000,*,1365,28700,0.0294469942363973,CHG,AL_FL
187,Fvb5,9300001,9350000,50000,*,531,29763,-0.00204807990661678,CHG,AL_FL
188,Fvb5,9350001,9400000,50000,*,2252,27083,0.05643523948203,CHG,AL_FL
189,Fvb5,9400001,9450000,50000,*,3694,22383,-0.0285395051815628,CHG,AL_FL
190,Fvb5,9450001,9500000,50000,*,2250,21459,0.0456301531315363,CHG,AL_FL
191,Fvb5,9500001,9550000,50000,*,872,29747,0.00747120538528601,CHG,AL_FL
192,Fvb5,9550001,9600000,50000,*,3615,24999,0.0345286167325041,CHG,AL_FL
193,Fvb5,9600001,9650000,50000,*,237,30755,-0.00197584857981403,CHG,AL_FL
194,Fvb5,9650001,9700000,50000,*,725,33720,0.0124438751533568,CHG,AL_FL
195,Fvb5,9700001,9750000,50000,*,1695,29631,-0.00108305818485017,CHG,AL_FL
196,Fvb5,9750001,9800000,50000,*,914,26704,-0.0107776966859316,CHG,AL_FL
197,Fvb5,9800001,9850000,50000,*,2455,31123,0.0106183335641804,CHG,AL_FL
198,Fvb5,9850001,9900000,50000,*,897,31117,0.00074632464666961,CHG,AL_FL
199,Fvb5,9900001,9950000,50000,*,9680,25102,0.31852543567573,CHG,AL_FL
200,Fvb5,9950001,10000000,50000,*,2234,30923,0.0376350105758434,CHG,AL_FL
201,Fvb5,10000001,10050000,50000,*,361,31506,-0.000734917668055031,CHG,AL_FL
202,Fvb5,10050001,10100000,50000,*,1616,28301,-0.00427705072451468,CHG,AL_FL
203,Fvb5,10100001,10150000,50000,*,2939,27579,-0.00626704074248065,CHG,AL_FL
204,Fvb5,10150001,10200000,50000,*,636,32627,-0.00183237004617078,CHG,AL_FL
205,Fvb5,10200001,10250000,50000,*,2146,27670,-0.00290221647539593,CHG,AL_FL
206,Fvb5,10250001,10300000,50000,*,5649,23015,0.0675161799573392,CHG,AL_FL
207,Fvb5,10300001,10350000,50000,*,4196,28499,0.056337898264443,CHG,AL_FL
208,Fvb5,10350001,10400000,50000,*,2483,24119,-0.00465526771592459,CHG,AL_FL
209,Fvb5,10400001,10450000,50000,*,1456,35805,0.00781561087131587,CHG,AL_FL
210,Fvb5,10450001,10500000,50000,*,2275,19623,-0.00920694286134333,CHG,AL_FL
211,Fvb5,10500001,10550000,50000,*,3773,25594,0.00528902089203662,CHG,AL_FL
212,Fvb5,10550001,10600000,50000,*,1855,26353,-0.0153223277616228,CHG,AL_FL
213,Fvb5,10600001,10650000,50000,*,1775,11976,-0.138003392797453,CHG,AL_FL
214,Fvb5,10650001,10700000,50000,*,2105,30381,0.0118722388338344,CHG,AL_FL
215,Fvb5,10700001,10750000,50000,*,2276,28249,0.00367928729966385,CHG,AL_FL
216,Fvb5,10750001,10800000,50000,*,2455,25604,0.0115220778930135,CHG,AL_FL
217,Fvb5,10800001,10850000,50000,*,4052,22544,-0.049201128759375,CHG,AL_FL
218,Fvb5,10850001,10900000,50000,*,994,28777,0.0179205150645584,CHG,AL_FL
219,Fvb5,10900001,10950000,50000,*,2758,21976,0.0753632588454041,CHG,AL_FL
220,Fvb5,10950001,11000000,50000,*,857,24476,-0.030045427631976,CHG,AL_FL
221,Fvb5,11000001,11050000,50000,*,2434,29093,-0.0107835300705378,CHG,AL_FL
222,Fvb5,11050001,11100000,50000,*,2927,25722,0.0763440525915759,CHG,AL_FL
223,Fvb5,11100001,11150000,50000,*,5151,21521,-0.0178018592382526,CHG,AL_FL
224,Fvb5,11150001,11200000,50000,*,5223,20453,0.211916323064035,CHG,AL_FL
225,Fvb5,11200001,11250000,50000,*,2919,22240,0.0701912315860705,CHG,AL_FL
226,Fvb5,11250001,11300000,50000,*,5899,21541,0.193043182149583,CHG,AL_FL
227,Fvb5,11300001,11350000,50000,*,3699,24822,0.106710779195883,CHG,AL_FL
228,Fvb5,11350001,11400000,50000,*,2615,19815,0.0183253718328506,CHG,AL_FL
229,Fvb5,11400001,11450000,50000,*,736,4286,0.126140489858816,CHG,AL_FL
230,Fvb5,11450001,11500000,50000,*,4963,22538,0.151964404706755,CHG,AL_FL
231,Fvb5,11500001,11550000,50000,*,1692,29637,0.010933063577887,CHG,AL_FL
232,Fvb5,11550001,11600000,50000,*,6280,20596,0.0420218137762113,CHG,AL_FL
233,Fvb5,11600001,11650000,50000,*,2143,25984,0.0259176136799606,CHG,AL_FL
234,Fvb5,11650001,11700000,50000,*,4199,20980,0.0213255677969665,CHG,AL_FL
235,Fvb5,11700001,11750000,50000,*,2219,16302,-0.010448088557659,CHG,AL_FL
236,Fvb5,11750001,11800000,50000,*,4208,17855,0.0129492281303927,CHG,AL_FL
237,Fvb5,11800001,11850000,50000,*,2405,25454,0.00527332919625369,CHG,AL_FL
238,Fvb5,11850001,11900000,50000,*,3519,20016,0.056050904967436,CHG,AL_FL
239,Fvb5,11900001,11950000,50000,*,4411,22313,0.0915786335441421,CHG,AL_FL
240,Fvb5,11950001,12000000,50000,*,1822,22977,-0.00722362902866876,CHG,AL_FL
241,Fvb5,12000001,12050000,50000,*,1477,25347,0.00198918643101034,CHG,AL_FL
242,Fvb5,12050001,12100000,50000,*,4122,20897,0.133358340962332,CHG,AL_FL
243,Fvb5,12100001,12150000,50000,*,3651,22046,-0.0117803334535079,CHG,AL_FL
244,Fvb5,12150001,12200000,50000,*,1580,20912,0.033500142332471,CHG,AL_FL
245,Fvb5,12200001,12250000,50000,*,4709,22321,0.0735026795843519,CHG,AL_FL
246,Fvb5,12250001,12300000,50000,*,441,29245,0.00156127019785211,CHG,AL_FL
247,Fvb5,12300001,12350000,50000,*,1949,28247,0.0098107984150364,CHG,AL_FL
248,Fvb5,12350001,12400000,50000,*,594,31027,0.00152433307619958,CHG,AL_FL
249,Fvb5,12400001,12450000,50000,*,3526,21055,0.0740385264214825,CHG,AL_FL
250,Fvb5,12450001,12500000,50000,*,1953,22422,-0.0113591705806741,CHG,AL_FL
251,Fvb5,12500001,12550000,50000,*,3119,26175,-0.00200664272286002,CHG,AL_FL
252,Fvb5,12550001,12600000,50000,*,11112,18557,0.00346823235891014,CHG,AL_FL
253,Fvb5,12600001,12650000,50000,*,4224,27538,0.0238615832141598,CHG,AL_FL
254,Fvb5,12650001,12700000,50000,*,3653,24605,0.00516055641827196,CHG,AL_FL
255,Fvb5,12700001,12750000,50000,*,3514,26330,0.028506061977164,CHG,AL_FL
256,Fvb5,12750001,12800000,50000,*,10267,18664,-0.0550371722783786,CHG,AL_FL
257,Fvb5,12800001,12850000,50000,*,3104,19326,0.0976036838905255,CHG,AL_FL
258,Fvb5,12850001,12900000,50000,*,2053,24876,0.00150670500446909,CHG,AL_FL
259,Fvb5,12900001,12950000,50000,*,3867,24247,0.0110207401779925,CHG,AL_FL
260,Fvb5,12950001,13000000,50000,*,6827,25608,0.173286720880171,CHG,AL_FL
261,Fvb5,13000001,13050000,50000,*,2597,23017,0.0141146204331004,CHG,AL_FL
262,Fvb5,13050001,13100000,50000,*,1414,26792,0.00912158412670327,CHG,AL_FL
263,Fvb5,13100001,13150000,50000,*,2361,28521,-0.00609254909967497,CHG,AL_FL
264,Fvb5,13150001,13200000,50000,*,9590,23711,0.0618099136252445,CHG,AL_FL
265,Fvb5,13200001,13250000,50000,*,3203,19171,0.0191019857381412,CHG,AL_FL
266,Fvb5,13250001,13300000,50000,*,10105,18255,-0.0101514200729866,CHG,AL_FL
267,Fvb5,13300001,13350000,50000,*,9317,26927,0.0684950206980937,CHG,AL_FL
268,Fvb5,13350001,13400000,50000,*,2726,19178,0.00210641534905723,CHG,AL_FL
269,Fvb5,13400001,13450000,50000,*,6587,22458,0.0445813712414471,CHG,AL_FL
270,Fvb5,13450001,13500000,50000,*,5946,23023,0.0748209135180173,CHG,AL_FL
271,Fvb5,13500001,13550000,50000,*,6145,20390,0.0100512984078592,CHG,AL_FL
272,Fvb5,13550001,13600000,50000,*,3923,6207,0.0213504113800502,CHG,AL_FL
273,Fvb5,13600001,13650000,50000,*,4047,8843,-0.010426209266141,CHG,AL_FL
274,Fvb5,13650001,13700000,50000,*,3038,18752,0.024814143242484,CHG,AL_FL
275,Fvb5,13700001,13750000,50000,*,7085,19372,0.0486866271592242,CHG,AL_FL
276,Fvb5,13750001,13800000,50000,*,3915,22290,0.0438869944692404,CHG,AL_FL
277,Fvb5,13800001,13850000,50000,*,1585,26567,0.0150949599526386,CHG,AL_FL
278,Fvb5,13850001,13900000,50000,*,2969,23413,0.0110036965472058,CHG,AL_FL
279,Fvb5,13900001,13950000,50000,*,4872,20255,-0.0310989929143218,CHG,AL_FL
280,Fvb5,13950001,14000000,50000,*,3463,27600,0.037808676830416,CHG,AL_FL
281,Fvb5,14000001,14050000,50000,*,3100,25939,-0.0113921868816774,CHG,AL_FL
282,Fvb5,14050001,14100000,50000,*,7258,21958,0.0286625403763858,CHG,AL_FL
283,Fvb5,14100001,14150000,50000,*,4770,28630,-0.0222298101213091,CHG,AL_FL
284,Fvb5,14150001,14200000,50000,*,4175,21804,-0.00889309519384635,CHG,AL_FL
285,Fvb5,14200001,14250000,50000,*,6086,9498,-0.132217600915739,CHG,AL_FL
286,Fvb5,14250001,14300000,50000,*,5772,20212,0.0415832790819547,CHG,AL_FL
287,Fvb5,14300001,14350000,50000,*,2844,19204,-0.00190408535088027,CHG,AL_FL
288,Fvb5,14350001,14400000,50000,*,5940,22180,0.0267567309134234,CHG,AL_FL
289,Fvb5,14400001,14450000,50000,*,3442,25377,0.00895931633713279,CHG,AL_FL
290,Fvb5,14450001,14500000,50000,*,2732,25636,-0.0120127258061055,CHG,AL_FL
291,Fvb5,14500001,14550000,50000,*,10163,17640,-0.0310163914963987,CHG,AL_FL
292,Fvb5,14550001,14600000,50000,*,2712,27154,0.00855898432540987,CHG,AL_FL
293,Fvb5,14600001,14650000,50000,*,6180,21543,0.0018625021517315,CHG,AL_FL
294,Fvb5,14650001,14700000,50000,*,6746,21658,-0.0041276934511702,CHG,AL_FL
295,Fvb5,14700001,14750000,50000,*,4368,24917,-0.00800200960930714,CHG,AL_FL
296,Fvb5,14750001,14800000,50000,*,6018,27433,0.0300583511162247,CHG,AL_FL
297,Fvb5,14800001,14850000,50000,*,5998,22259,-0.0106800885764275,CHG,AL_FL
298,Fvb5,14850001,14900000,50000,*,3533,18239,0.0123672247254965,CHG,AL_FL
299,Fvb5,14900001,14950000,50000,*,5795,21521,-0.0245467387909001,CHG,AL_FL
300,Fvb5,14950001,15000000,50000,*,4403,21875,-0.0135688830486203,CHG,AL_FL
301,Fvb5,15000001,15050000,50000,*,6227,14424,0.0856428597440576,CHG,AL_FL
302,Fvb5,15050001,15100000,50000,*,6697,28140,0.0847500399523936,CHG,AL_FL
303,Fvb5,15100001,15150000,50000,*,4470,22738,-0.00022588132544421,CHG,AL_FL
