,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHG.Fvb7,context,group
301,Fvb7,15000001,15050000,50000,*,440,30875,0.000994498608809203,CHG,AL_FL
302,Fvb7,15050001,15100000,50000,*,3571,22635,-0.0504567474263357,CHG,AL_FL
303,Fvb7,15100001,15150000,50000,*,431,12124,-0.0223511941539496,CHG,AL_FL
304,Fvb7,15150001,15200000,50000,*,2294,14840,0.00640214682055534,CHG,AL_FL
305,Fvb7,15200001,15250000,50000,*,1732,26812,0.0531757780703242,CHG,AL_FL
306,Fvb7,15250001,15300000,50000,*,1321,25022,-0.025580217798587,CHG,AL_FL
307,Fvb7,15300001,15350000,50000,*,3010,23846,0.0418968882642024,CHG,AL_FL
308,Fvb7,15350001,15400000,50000,*,694,27310,0.00483407711683668,CHG,AL_FL
309,Fvb7,15400001,15450000,50000,*,916,31610,-0.00506459136905037,CHG,AL_FL
310,Fvb7,15450001,15500000,50000,*,3963,23397,0.0542753034151679,CHG,AL_FL
311,Fvb7,15500001,15550000,50000,*,4822,21870,0.0583460743543376,CHG,AL_FL
312,Fvb7,15550001,15600000,50000,*,1840,31499,0.0214426381919946,CHG,AL_FL
313,Fvb7,15600001,15650000,50000,*,3116,29197,0.0227800242325087,CHG,AL_FL
314,Fvb7,15650001,15700000,50000,*,6133,22501,-0.00516195854750573,CHG,AL_FL
315,Fvb7,15700001,15750000,50000,*,393,24225,0.00256403047934394,CHG,AL_FL
316,Fvb7,15750001,15800000,50000,*,5583,30967,0.136581600595127,CHG,AL_FL
317,Fvb7,15800001,15850000,50000,*,5164,26921,0.0347554502458171,CHG,AL_FL
318,Fvb7,15850001,15900000,50000,*,2221,24942,0.00740434556578062,CHG,AL_FL
319,Fvb7,15900001,15950000,50000,*,2255,27494,0.0547379999382496,CHG,AL_FL
320,Fvb7,15950001,16000000,50000,*,1833,26689,0.0197229900088759,CHG,AL_FL
321,Fvb7,16000001,16050000,50000,*,3155,25695,0.0111705722748754,CHG,AL_FL
322,Fvb7,16050001,16100000,50000,*,8422,24872,0.110573815267104,CHG,AL_FL
323,Fvb7,16100001,16150000,50000,*,1350,29517,0.000919038548671675,CHG,AL_FL
324,Fvb7,16150001,16200000,50000,*,2749,18955,0.0684915539053346,CHG,AL_FL
325,Fvb7,16200001,16250000,50000,*,3490,23067,-0.00273559614905433,CHG,AL_FL
326,Fvb7,16250001,16300000,50000,*,745,28578,0.00579282400235732,CHG,AL_FL
327,Fvb7,16300001,16350000,50000,*,1536,25409,-0.0099534998267136,CHG,AL_FL
328,Fvb7,16350001,16400000,50000,*,2531,26433,0.0733246746685335,CHG,AL_FL
329,Fvb7,16400001,16450000,50000,*,1507,27310,0.023243569717945,CHG,AL_FL
330,Fvb7,16450001,16500000,50000,*,174,8526,0.00867492195739481,CHG,AL_FL
331,Fvb7,16500001,16550000,50000,*,3453,22668,-0.0205191464422915,CHG,AL_FL
332,Fvb7,16550001,16600000,50000,*,1718,18425,0.0461565302908142,CHG,AL_FL
333,Fvb7,16600001,16650000,50000,*,2555,26017,-0.0341109285533973,CHG,AL_FL
334,Fvb7,16650001,16700000,50000,*,2133,29074,0.0560422628605018,CHG,AL_FL
335,Fvb7,16700001,16750000,50000,*,915,30980,0.0179926866129656,CHG,AL_FL
336,Fvb7,16750001,16800000,50000,*,1041,28668,-0.000238075777570519,CHG,AL_FL
337,Fvb7,16800001,16850000,50000,*,1214,32757,0.0032586135049739,CHG,AL_FL
338,Fvb7,16850001,16900000,50000,*,2261,27328,0.0245100699911049,CHG,AL_FL
339,Fvb7,16900001,16950000,50000,*,559,31664,-0.00230615268204523,CHG,AL_FL
340,Fvb7,16950001,17000000,50000,*,333,18651,-0.0163871924110113,CHG,AL_FL
341,Fvb7,17000001,17050000,50000,*,78,427,0.0902328144372503,CHG,AL_FL
342,Fvb7,17050001,17100000,50000,*,364,25499,-0.000382727209812649,CHG,AL_FL
343,Fvb7,17100001,17150000,50000,*,1319,29288,0.0300879209890346,CHG,AL_FL
344,Fvb7,17150001,17200000,50000,*,5799,22449,0.219930410615766,CHG,AL_FL
345,Fvb7,17200001,17250000,50000,*,438,17318,-0.0170559163142835,CHG,AL_FL
346,Fvb7,17250001,17300000,50000,*,4652,26633,0.104616633927585,CHG,AL_FL
347,Fvb7,17300001,17350000,50000,*,788,30074,0.00247790437811292,CHG,AL_FL
348,Fvb7,17350001,17400000,50000,*,1231,17245,0.0116432202722501,CHG,AL_FL
349,Fvb7,17400001,17450000,50000,*,1735,28248,0.0240700308892006,CHG,AL_FL
350,Fvb7,17450001,17500000,50000,*,282,30155,-0.00220587652871367,CHG,AL_FL
351,Fvb7,17500001,17550000,50000,*,308,30946,0.00173394219648091,CHG,AL_FL
352,Fvb7,17550001,17600000,50000,*,993,31948,-0.00401131507604343,CHG,AL_FL
353,Fvb7,17600001,17650000,50000,*,2593,28823,0.0560016718545097,CHG,AL_FL
354,Fvb7,17650001,17700000,50000,*,544,27002,0.00347998913660717,CHG,AL_FL
355,Fvb7,17700001,17750000,50000,*,2384,26444,0.0592559633321735,CHG,AL_FL
356,Fvb7,17750001,17800000,50000,*,2041,19666,0.0661639895794936,CHG,AL_FL
357,Fvb7,17800001,17850000,50000,*,2466,27516,-0.00563864610456496,CHG,AL_FL
358,Fvb7,17850001,17900000,50000,*,817,32442,0.00216100019540835,CHG,AL_FL
359,Fvb7,17900001,17950000,50000,*,636,28340,0.00508786609608938,CHG,AL_FL
360,Fvb7,17950001,18000000,50000,*,2027,24597,-0.0133237002067413,CHG,AL_FL
361,Fvb7,18000001,18050000,50000,*,1767,35749,0.000391215317193633,CHG,AL_FL
362,Fvb7,18050001,18100000,50000,*,1084,32437,0.0123622225937526,CHG,AL_FL
363,Fvb7,18100001,18150000,50000,*,513,21512,0.000320164198947266,CHG,AL_FL
364,Fvb7,18150001,18200000,50000,*,94,2787,-0.072598083362346,CHG,AL_FL
365,Fvb7,18200001,18250000,50000,*,1102,4477,-0.321995965185127,CHG,AL_FL
366,Fvb7,18250001,18300000,50000,*,1331,22777,0.0249951582861379,CHG,AL_FL
367,Fvb7,18300001,18350000,50000,*,1532,24586,-0.00592229539896161,CHG,AL_FL
368,Fvb7,18350001,18400000,50000,*,749,30868,-0.000105029743043963,CHG,AL_FL
369,Fvb7,18400001,18450000,50000,*,2195,25840,0.0284613957671937,CHG,AL_FL
370,Fvb7,18450001,18500000,50000,*,3657,31934,0.00702624287034261,CHG,AL_FL
371,Fvb7,18500001,18550000,50000,*,1974,23284,0.0557071433746942,CHG,AL_FL
372,Fvb7,18550001,18600000,50000,*,1951,25951,0.0174119908587477,CHG,AL_FL
373,Fvb7,18600001,18650000,50000,*,395,33826,-0.000402210672296427,CHG,AL_FL
374,Fvb7,18650001,18700000,50000,*,642,34356,-0.00569184291986029,CHG,AL_FL
375,Fvb7,18700001,18750000,50000,*,539,26005,-0.0149222395156229,CHG,AL_FL
376,Fvb7,18750001,18800000,50000,*,624,26409,-0.131474151537638,CHG,AL_FL
377,Fvb7,18800001,18850000,50000,*,460,29521,0.00345163095281029,CHG,AL_FL
378,Fvb7,18850001,18900000,50000,*,731,28298,0.00192414705221373,CHG,AL_FL
379,Fvb7,18900001,18950000,50000,*,2234,27487,0.0120593324324042,CHG,AL_FL
380,Fvb7,18950001,19000000,50000,*,535,32208,-0.00164556215440448,CHG,AL_FL
381,Fvb7,19000001,19050000,50000,*,1374,31830,-0.000988357463727434,CHG,AL_FL
382,Fvb7,19050001,19100000,50000,*,1218,30707,0.00483844510662174,CHG,AL_FL
383,Fvb7,19100001,19150000,50000,*,2066,24473,0.0300762498611556,CHG,AL_FL
384,Fvb7,19150001,19200000,50000,*,2333,28290,0.00504319781382641,CHG,AL_FL
385,Fvb7,19200001,19250000,50000,*,1314,29265,0.0361761264553542,CHG,AL_FL
386,Fvb7,19250001,19300000,50000,*,2600,25774,-0.00066222391187,CHG,AL_FL
387,Fvb7,19300001,19350000,50000,*,7405,12053,-0.00872071972235122,CHG,AL_FL
388,Fvb7,19350001,19400000,50000,*,1451,34790,0.0102647521632033,CHG,AL_FL
389,Fvb7,19400001,19450000,50000,*,873,32930,0.00770214788178608,CHG,AL_FL
390,Fvb7,19450001,19500000,50000,*,5289,22410,0.0186796500290939,CHG,AL_FL
391,Fvb7,19500001,19550000,50000,*,4962,26237,0.0215964587666194,CHG,AL_FL
392,Fvb7,19550001,19600000,50000,*,4555,25327,0.0328155341185039,CHG,AL_FL
393,Fvb7,19600001,19650000,50000,*,275,34783,-0.00451460103174843,CHG,AL_FL
394,Fvb7,19650001,19700000,50000,*,1924,30432,0.0127161458544001,CHG,AL_FL
395,Fvb7,19700001,19750000,50000,*,2512,30265,0.00170684027641271,CHG,AL_FL
396,Fvb7,19750001,19800000,50000,*,2039,26934,-0.00373215145452804,CHG,AL_FL
397,Fvb7,19800001,19850000,50000,*,470,29417,-0.00446332896223809,CHG,AL_FL
398,Fvb7,19850001,19900000,50000,*,961,31465,-0.00179876757782352,CHG,AL_FL
399,Fvb7,19900001,19950000,50000,*,472,33552,-0.000883419529398305,CHG,AL_FL
400,Fvb7,19950001,20000000,50000,*,656,31891,7.62696603512983e-05,CHG,AL_FL
401,Fvb7,20000001,20050000,50000,*,508,34250,-0.0130303631353305,CHG,AL_FL
402,Fvb7,20050001,20100000,50000,*,2070,30146,-0.0204506025881895,CHG,AL_FL
403,Fvb7,20100001,20150000,50000,*,2127,28038,0.00812648607154057,CHG,AL_FL
404,Fvb7,20150001,20200000,50000,*,756,26404,-0.0161665579933125,CHG,AL_FL
405,Fvb7,20200001,20250000,50000,*,1081,24726,0.0133185629891102,CHG,AL_FL
406,Fvb7,20250001,20300000,50000,*,1508,27789,0.0196327340167646,CHG,AL_FL
407,Fvb7,20300001,20350000,50000,*,834,28560,0.00268818542243785,CHG,AL_FL
408,Fvb7,20350001,20400000,50000,*,266,15068,-0.00326572189542558,CHG,AL_FL
409,Fvb7,20400001,20450000,50000,*,456,23512,-0.0037698574887018,CHG,AL_FL
410,Fvb7,20450001,20500000,50000,*,187,30297,-0.011854688629895,CHG,AL_FL
411,Fvb7,20500001,20550000,50000,*,327,25676,-0.000585671036403097,CHG,AL_FL
412,Fvb7,20550001,20600000,50000,*,454,25145,0.000397891242241408,CHG,AL_FL
413,Fvb7,20600001,20650000,50000,*,388,10735,-0.0315799397025715,CHG,AL_FL
414,Fvb7,20650001,20700000,50000,*,581,27066,-0.021021161357241,CHG,AL_FL
415,Fvb7,20700001,20750000,50000,*,736,28959,0.000991866767747929,CHG,AL_FL
416,Fvb7,20750001,20800000,50000,*,364,26323,-0.00631964821978367,CHG,AL_FL
417,Fvb7,20800001,20850000,50000,*,179,17462,0.00460626683042583,CHG,AL_FL
418,Fvb7,20850001,20900000,50000,*,1636,28157,0.0357233867686773,CHG,AL_FL
419,Fvb7,20900001,20950000,50000,*,516,34163,-0.00361537770491489,CHG,AL_FL
420,Fvb7,20950001,21000000,50000,*,517,27840,0.00413037955865728,CHG,AL_FL
421,Fvb7,21000001,21050000,50000,*,493,34073,0.000188475499313358,CHG,AL_FL
422,Fvb7,21050001,21100000,50000,*,583,35813,0.00399246203180801,CHG,AL_FL
423,Fvb7,21100001,21150000,50000,*,1775,55046,0.00363281520734758,CHG,AL_FL
424,Fvb7,21150001,21200000,50000,*,3540,24101,0.0926951224283474,CHG,AL_FL
425,Fvb7,21200001,21250000,50000,*,1524,26819,0.000424933089410412,CHG,AL_FL
426,Fvb7,21250001,21300000,50000,*,998,28350,-2.49726307920556e-05,CHG,AL_FL
427,Fvb7,21300001,21350000,50000,*,1031,28025,0.00526363471674619,CHG,AL_FL
428,Fvb7,21350001,21400000,50000,*,1484,27665,0.0218933745692727,CHG,AL_FL
429,Fvb7,21400001,21450000,50000,*,1193,27158,-0.0101957214830904,CHG,AL_FL
430,Fvb7,21450001,21500000,50000,*,2975,16348,0.00659333883600541,CHG,AL_FL
431,Fvb7,21500001,21550000,50000,*,612,28452,0.000925990547743623,CHG,AL_FL
432,Fvb7,21550001,21600000,50000,*,1904,29004,0.0180799134893426,CHG,AL_FL
433,Fvb7,21600001,21650000,50000,*,2224,26575,-0.0367166301065192,CHG,AL_FL
434,Fvb7,21650001,21700000,50000,*,1256,31226,0.0107857922528242,CHG,AL_FL
435,Fvb7,21700001,21750000,50000,*,1463,22140,-0.0395369333250987,CHG,AL_FL
436,Fvb7,21750001,21800000,50000,*,2351,26376,0.0226821247364149,CHG,AL_FL
437,Fvb7,21800001,21850000,50000,*,1695,25555,0.0161907299537143,CHG,AL_FL
438,Fvb7,21850001,21900000,50000,*,546,29738,0.00260630441847886,CHG,AL_FL
439,Fvb7,21900001,21950000,50000,*,2852,22233,0.0233070577505563,CHG,AL_FL
440,Fvb7,21950001,22000000,50000,*,1829,23378,0.00572351445667292,CHG,AL_FL
441,Fvb7,22000001,22050000,50000,*,1385,31746,-0.0045185401901701,CHG,AL_FL
442,Fvb7,22050001,22100000,50000,*,782,27913,0.00555788592215608,CHG,AL_FL
443,Fvb7,22100001,22150000,50000,*,2203,29257,0.033031665056002,CHG,AL_FL
444,Fvb7,22150001,22200000,50000,*,1481,32595,0.0021423769559222,CHG,AL_FL
445,Fvb7,22200001,22250000,50000,*,5719,24635,-0.0181155377457563,CHG,AL_FL
446,Fvb7,22250001,22300000,50000,*,643,32155,-0.00423073074427377,CHG,AL_FL
447,Fvb7,22300001,22350000,50000,*,1213,30244,-0.0096770221805017,CHG,AL_FL
448,Fvb7,22350001,22400000,50000,*,1075,31185,0.0193512851558829,CHG,AL_FL
449,Fvb7,22400001,22450000,50000,*,2191,29800,0.00716187787425669,CHG,AL_FL
450,Fvb7,22450001,22500000,50000,*,342,27390,-0.00708397329227011,CHG,AL_FL
451,Fvb7,22500001,22550000,50000,*,2178,26790,0.00947751882884924,CHG,AL_FL
452,Fvb7,22550001,22600000,50000,*,393,21396,-0.105337197513538,CHG,AL_FL
453,Fvb7,22600001,22650000,50000,*,1823,10355,-0.175519847729573,CHG,AL_FL
454,Fvb7,22650001,22700000,50000,*,2036,27728,0.0621394681439262,CHG,AL_FL
455,Fvb7,22700001,22750000,50000,*,1444,26256,0.0128796485848794,CHG,AL_FL
456,Fvb7,22750001,22800000,50000,*,831,29847,0.00408374149036586,CHG,AL_FL
457,Fvb7,22800001,22850000,50000,*,946,26160,0.0102169117590759,CHG,AL_FL
458,Fvb7,22850001,22900000,50000,*,606,24265,0.00184065722978236,CHG,AL_FL
459,Fvb7,22900001,22950000,50000,*,447,33098,0.00336714186800009,CHG,AL_FL
460,Fvb7,22950001,23000000,50000,*,289,24642,-0.0403133907540737,CHG,AL_FL
461,Fvb7,23000001,23050000,50000,*,1116,9434,-0.00105445165821576,CHG,AL_FL
462,Fvb7,23050001,23100000,50000,*,614,29487,0.00438972313016891,CHG,AL_FL
463,Fvb7,23100001,23150000,50000,*,887,29002,-0.00569977457028318,CHG,AL_FL
464,Fvb7,23150001,23200000,50000,*,604,16931,-0.100734036300081,CHG,AL_FL
465,Fvb7,23200001,23250000,50000,*,2355,29985,0.00305803300250164,CHG,AL_FL
466,Fvb7,23250001,23300000,50000,*,2936,28237,0.0646664282958107,CHG,AL_FL
467,Fvb7,23300001,23350000,50000,*,2320,28184,0.0362648281390228,CHG,AL_FL
468,Fvb7,23350001,23400000,50000,*,441,31139,-0.0018690680434157,CHG,AL_FL
469,Fvb7,23400001,23450000,50000,*,1469,24671,0.0293292022824214,CHG,AL_FL
470,Fvb7,23450001,23500000,50000,*,543,17374,0.0225049911023936,CHG,AL_FL
471,Fvb7,23500001,23550000,50000,*,1226,21775,0.00562222806915613,CHG,AL_FL
472,Fvb7,23550001,23600000,50000,*,1582,31379,-0.00221569571335841,CHG,AL_FL
473,Fvb7,23600001,23650000,50000,*,543,32597,0.000157298403021151,CHG,AL_FL
474,Fvb7,23650001,23700000,50000,*,1629,30380,0.00798185792670795,CHG,AL_FL
475,Fvb7,23700001,23750000,50000,*,1445,20639,-0.0941927345256418,CHG,AL_FL
476,Fvb7,23750001,23800000,50000,*,417,33201,-0.000769264248013268,CHG,AL_FL
477,Fvb7,23800001,23850000,50000,*,2106,26314,0.0483263212324415,CHG,AL_FL
478,Fvb7,23850001,23900000,50000,*,1090,26362,0.00146534814808153,CHG,AL_FL
479,Fvb7,23900001,23950000,50000,*,901,25179,0.00692668138201104,CHG,AL_FL
480,Fvb7,23950001,24000000,50000,*,869,42353,0.0046011237553515,CHG,AL_FL
481,Fvb7,24000001,24050000,50000,*,327,43832,-0.00102842510738697,CHG,AL_FL
482,Fvb7,24050001,24100000,50000,*,541,44688,0.00324392202198825,CHG,AL_FL
483,Fvb7,24100001,24150000,50000,*,1644,28163,-0.0108859764283136,CHG,AL_FL
484,Fvb7,24150001,24200000,50000,*,514,41093,-0.00145307879124255,CHG,AL_FL
1,Fvb7,1,50000,50000,*,13,81,0.017636684303351,CHG,AL_NL
2,Fvb7,50001,100000,50000,*,0,0,0,CHG,AL_NL
3,Fvb7,100001,150000,50000,*,0,0,0,CHG,AL_NL
4,Fvb7,150001,200000,50000,*,0,0,0,CHG,AL_NL
5,Fvb7,200001,250000,50000,*,0,0,0,CHG,AL_NL
6,Fvb7,250001,300000,50000,*,0,0,0,CHG,AL_NL
7,Fvb7,300001,350000,50000,*,0,0,0,CHG,AL_NL
8,Fvb7,350001,400000,50000,*,0,0,0,CHG,AL_NL
9,Fvb7,400001,450000,50000,*,0,0,0,CHG,AL_NL
10,Fvb7,450001,500000,50000,*,0,0,0,CHG,AL_NL
11,Fvb7,500001,550000,50000,*,0,0,0,CHG,AL_NL
12,Fvb7,550001,600000,50000,*,9,10,NA,CHG,AL_NL
13,Fvb7,600001,650000,50000,*,11229,19400,-0.0134487433026929,CHG,AL_NL
14,Fvb7,650001,700000,50000,*,4325,19961,0.00643545427635112,CHG,AL_NL
15,Fvb7,700001,750000,50000,*,4668,13342,-0.0248177779758181,CHG,AL_NL
16,Fvb7,750001,800000,50000,*,3130,26675,-0.00189020739679475,CHG,AL_NL
17,Fvb7,800001,850000,50000,*,8190,18250,-0.0490663466736826,CHG,AL_NL
18,Fvb7,850001,900000,50000,*,3081,13685,-0.0249582993866545,CHG,AL_NL
19,Fvb7,900001,950000,50000,*,9264,16907,-0.060242358205211,CHG,AL_NL
20,Fvb7,950001,1000000,50000,*,5726,12141,0.0228893488243188,CHG,AL_NL
21,Fvb7,1000001,1050000,50000,*,6422,18304,-0.0455716076167805,CHG,AL_NL
22,Fvb7,1050001,1100000,50000,*,5684,13951,-0.0477430169332788,CHG,AL_NL
23,Fvb7,1100001,1150000,50000,*,4497,22569,-0.0358999279709858,CHG,AL_NL
24,Fvb7,1150001,1200000,50000,*,3905,25385,-0.0103986747800109,CHG,AL_NL
25,Fvb7,1200001,1250000,50000,*,4570,13263,-0.0843978514034555,CHG,AL_NL
26,Fvb7,1250001,1300000,50000,*,7458,17135,0.122599901546785,CHG,AL_NL
27,Fvb7,1300001,1350000,50000,*,4256,23032,-0.0282753459331141,CHG,AL_NL
28,Fvb7,1350001,1400000,50000,*,5574,22399,0.0108451498122623,CHG,AL_NL
29,Fvb7,1400001,1450000,50000,*,2980,21929,-0.0376866407131863,CHG,AL_NL
30,Fvb7,1450001,1500000,50000,*,3899,19734,-0.0203199310872333,CHG,AL_NL
31,Fvb7,1500001,1550000,50000,*,2793,22095,-0.0126438427572012,CHG,AL_NL
32,Fvb7,1550001,1600000,50000,*,4300,25571,-0.0304487766706293,CHG,AL_NL
33,Fvb7,1600001,1650000,50000,*,4152,26491,0.00157500624063708,CHG,AL_NL
34,Fvb7,1650001,1700000,50000,*,4917,27473,-0.00172911014768051,CHG,AL_NL
35,Fvb7,1700001,1750000,50000,*,6999,18274,-0.0241548018469585,CHG,AL_NL
36,Fvb7,1750001,1800000,50000,*,3282,23909,-0.00359003550718703,CHG,AL_NL
37,Fvb7,1800001,1850000,50000,*,5328,20307,-0.0274270548178358,CHG,AL_NL
38,Fvb7,1850001,1900000,50000,*,6029,23770,-0.0185455224336703,CHG,AL_NL
39,Fvb7,1900001,1950000,50000,*,3483,21255,-0.0354427551553942,CHG,AL_NL
40,Fvb7,1950001,2000000,50000,*,5660,27022,0.030599588496762,CHG,AL_NL
41,Fvb7,2000001,2050000,50000,*,2818,22875,0.00124597230319121,CHG,AL_NL
42,Fvb7,2050001,2100000,50000,*,4024,18733,-0.0234501395650138,CHG,AL_NL
43,Fvb7,2100001,2150000,50000,*,5419,13171,-0.0262589981538179,CHG,AL_NL
44,Fvb7,2150001,2200000,50000,*,1772,26049,-0.0193840632827815,CHG,AL_NL
45,Fvb7,2200001,2250000,50000,*,7887,17332,0.000776414387682223,CHG,AL_NL
46,Fvb7,2250001,2300000,50000,*,7343,22499,-0.0145163222086046,CHG,AL_NL
47,Fvb7,2300001,2350000,50000,*,7234,25869,-0.0161357482014632,CHG,AL_NL
48,Fvb7,2350001,2400000,50000,*,1928,26182,-0.0182221571457508,CHG,AL_NL
49,Fvb7,2400001,2450000,50000,*,4079,23777,-0.00254808363750947,CHG,AL_NL
50,Fvb7,2450001,2500000,50000,*,7436,19250,-0.00139149400218103,CHG,AL_NL
51,Fvb7,2500001,2550000,50000,*,8049,22051,0.00530136514620905,CHG,AL_NL
52,Fvb7,2550001,2600000,50000,*,9265,21549,-0.00302629208058086,CHG,AL_NL
53,Fvb7,2600001,2650000,50000,*,3812,24030,-0.00445493994505869,CHG,AL_NL
54,Fvb7,2650001,2700000,50000,*,2903,25856,0.00626733668334559,CHG,AL_NL
55,Fvb7,2700001,2750000,50000,*,5454,21723,-0.00855582693815787,CHG,AL_NL
56,Fvb7,2750001,2800000,50000,*,4389,18871,0.000639770215199897,CHG,AL_NL
57,Fvb7,2800001,2850000,50000,*,4420,22825,-0.00621549439291977,CHG,AL_NL
58,Fvb7,2850001,2900000,50000,*,6747,13309,0.0340595841501211,CHG,AL_NL
59,Fvb7,2900001,2950000,50000,*,4614,27584,-0.017970972486715,CHG,AL_NL
60,Fvb7,2950001,3000000,50000,*,5192,22586,0.00613718583352807,CHG,AL_NL
61,Fvb7,3000001,3050000,50000,*,1238,20134,-0.0802476296631286,CHG,AL_NL
62,Fvb7,3050001,3100000,50000,*,4899,20524,-0.0221127654884155,CHG,AL_NL
63,Fvb7,3100001,3150000,50000,*,4527,23845,-0.039850424377925,CHG,AL_NL
64,Fvb7,3150001,3200000,50000,*,3612,30810,0.00491054956258648,CHG,AL_NL
65,Fvb7,3200001,3250000,50000,*,5250,18529,-0.0211903042163362,CHG,AL_NL
66,Fvb7,3250001,3300000,50000,*,6495,24278,-0.0215140785597879,CHG,AL_NL
67,Fvb7,3300001,3350000,50000,*,9297,17717,-0.0314707512837437,CHG,AL_NL
68,Fvb7,3350001,3400000,50000,*,7332,19211,-0.00692869609408009,CHG,AL_NL
69,Fvb7,3400001,3450000,50000,*,992,27223,-0.00700058075025933,CHG,AL_NL
70,Fvb7,3450001,3500000,50000,*,7561,20870,-0.000721249243597177,CHG,AL_NL
71,Fvb7,3500001,3550000,50000,*,2972,23270,-0.0611146617924132,CHG,AL_NL
72,Fvb7,3550001,3600000,50000,*,6040,20803,0.0162198438787261,CHG,AL_NL
73,Fvb7,3600001,3650000,50000,*,3061,21665,-0.026038403541427,CHG,AL_NL
74,Fvb7,3650001,3700000,50000,*,6291,21463,-0.0109785959951775,CHG,AL_NL
75,Fvb7,3700001,3750000,50000,*,10090,26675,-0.00773874121814183,CHG,AL_NL
76,Fvb7,3750001,3800000,50000,*,8724,20457,-0.0377496282164814,CHG,AL_NL
77,Fvb7,3800001,3850000,50000,*,7286,21371,-0.0137510959157913,CHG,AL_NL
78,Fvb7,3850001,3900000,50000,*,3309,19042,-0.0421984863358018,CHG,AL_NL
79,Fvb7,3900001,3950000,50000,*,11114,20026,-0.0256690596159032,CHG,AL_NL
80,Fvb7,3950001,4000000,50000,*,2481,21990,-0.0154139278720453,CHG,AL_NL
81,Fvb7,4000001,4050000,50000,*,7890,12100,0.0277732019927189,CHG,AL_NL
82,Fvb7,4050001,4100000,50000,*,11527,19112,-0.0371552996929442,CHG,AL_NL
83,Fvb7,4100001,4150000,50000,*,3727,7276,-0.11821913221757,CHG,AL_NL
84,Fvb7,4150001,4200000,50000,*,9426,14244,-0.017324377203773,CHG,AL_NL
85,Fvb7,4200001,4250000,50000,*,4372,22606,-0.0269574324187441,CHG,AL_NL
86,Fvb7,4250001,4300000,50000,*,2303,25211,-0.0209994221837253,CHG,AL_NL
87,Fvb7,4300001,4350000,50000,*,5426,13034,-0.0153459110977415,CHG,AL_NL
88,Fvb7,4350001,4400000,50000,*,3200,23022,-0.00221168707471142,CHG,AL_NL
89,Fvb7,4400001,4450000,50000,*,6054,17673,-0.0181303228744755,CHG,AL_NL
90,Fvb7,4450001,4500000,50000,*,3863,22366,0.0834501804101292,CHG,AL_NL
91,Fvb7,4500001,4550000,50000,*,5924,15237,-0.0221172337986114,CHG,AL_NL
92,Fvb7,4550001,4600000,50000,*,6716,15046,-0.00342194394396655,CHG,AL_NL
93,Fvb7,4600001,4650000,50000,*,4839,20890,-0.0472738837941249,CHG,AL_NL
94,Fvb7,4650001,4700000,50000,*,7399,19964,-0.0135389736341663,CHG,AL_NL
95,Fvb7,4700001,4750000,50000,*,6858,19056,0.00134985845731134,CHG,AL_NL
96,Fvb7,4750001,4800000,50000,*,937,15879,-0.0740979642534502,CHG,AL_NL
97,Fvb7,4800001,4850000,50000,*,872,14974,-0.00500102137823207,CHG,AL_NL
98,Fvb7,4850001,4900000,50000,*,4586,21734,-0.0132992404420245,CHG,AL_NL
99,Fvb7,4900001,4950000,50000,*,1584,26864,-0.00620487047533645,CHG,AL_NL
100,Fvb7,4950001,5000000,50000,*,255,20108,-0.0276752862427206,CHG,AL_NL
101,Fvb7,5000001,5050000,50000,*,2534,29664,-0.0164237759023857,CHG,AL_NL
102,Fvb7,5050001,5100000,50000,*,1760,21625,-0.0260642025119445,CHG,AL_NL
103,Fvb7,5100001,5150000,50000,*,717,27775,5.97741841529519e-05,CHG,AL_NL
104,Fvb7,5150001,5200000,50000,*,2360,20493,-0.0233630667024678,CHG,AL_NL
105,Fvb7,5200001,5250000,50000,*,2166,21175,0.0177567974090761,CHG,AL_NL
106,Fvb7,5250001,5300000,50000,*,1301,24240,0.00670858182545172,CHG,AL_NL
107,Fvb7,5300001,5350000,50000,*,2703,23196,0.0112215122073349,CHG,AL_NL
108,Fvb7,5350001,5400000,50000,*,3964,19541,0.0163202176424432,CHG,AL_NL
109,Fvb7,5400001,5450000,50000,*,3638,23234,-0.012696255522993,CHG,AL_NL
110,Fvb7,5450001,5500000,50000,*,3498,30236,0.0047188163761606,CHG,AL_NL
111,Fvb7,5500001,5550000,50000,*,5165,23842,-0.0266814307498656,CHG,AL_NL
112,Fvb7,5550001,5600000,50000,*,4262,22804,-0.0686427714928445,CHG,AL_NL
113,Fvb7,5600001,5650000,50000,*,1870,18584,-0.0299330637289081,CHG,AL_NL
114,Fvb7,5650001,5700000,50000,*,1023,6906,5.19937195845588e-05,CHG,AL_NL
115,Fvb7,5700001,5750000,50000,*,1808,22396,0.0273111655292859,CHG,AL_NL
116,Fvb7,5750001,5800000,50000,*,902,31165,0.0121442246583544,CHG,AL_NL
117,Fvb7,5800001,5850000,50000,*,3436,19757,-0.00464225199215101,CHG,AL_NL
118,Fvb7,5850001,5900000,50000,*,493,24643,0.000657639876206855,CHG,AL_NL
119,Fvb7,5900001,5950000,50000,*,12338,21824,0.0561836698971883,CHG,AL_NL
120,Fvb7,5950001,6000000,50000,*,5236,23486,-0.0159706389495909,CHG,AL_NL
121,Fvb7,6000001,6050000,50000,*,6945,18608,-0.0137310665870373,CHG,AL_NL
