Name;NK0HR1;NK0HR2;NK0HR3;NK42DR1;NK42DR2;NK42DR3;NL0HR1;NL0HR2;NL0HR3;NL42DR1;NL42DR2;NL42DR3
FvH4_7g07250;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g46820;84;101;89;222;237;243;65;61;45;191;235;251
FvH4_6g20211;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20212;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g34860;17;22;3;4;2;4;7;6;2;2;5;2
FvH4_6g19240;15;22;15;16;22;27;17;11;16;31;13;28
FvH4_7g22870;112;80;64;100;118;113;29;61;61;79;39;108
FvH4_5g32571;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g32570;0;0;0;0;0;0;0;0;4;0;0;0
FvH4_5g20590;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g20591;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g46830;499;514;483;463;463;436;446;542;472;345;342;421
FvH4_6g22880;509;508;368;632;629;641;401;507;369;427;492;470
FvH4_6g07260;2;0;2;3;2;4;3;0;1;3;1;6
FvH4_7g07260;70;76;54;28;17;26;43;50;45;17;10;21
FvH4_6g07290;1185;942;878;1438;1076;1532;1060;729;643;1262;1063;1524
FvH4_7g32221;800;676;613;794;624;787;547;412;349;595;398;626
FvH4_3g42060;2;1;3;2;3;0;0;0;1;0;0;0
FvH4_7g32220;645;693;500;979;1162;1155;222;234;206;219;232;321
FvH4_6g19271;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g19272;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g19273;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g19250;175;148;158;425;296;464;658;333;312;2840;1758;3368
FvH4_7g20240;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g19270;1;1;0;4;0;1;1;0;0;2;0;0
FvH4_3g30080;286;235;247;376;411;463;176;121;137;178;172;239
FvH4_6g44242;1;2;2;0;1;4;148;212;206;19;159;82
FvH4_6g44243;713;790;730;502;443;559;24;2;4;20;0;7
FvH4_6g44244;62;50;43;45;38;39;27;40;37;11;13;15
FvH4_6g44245;290;258;215;312;279;401;387;405;300;239;86;280
FvH4_3g29080;6;8;14;17;6;12;3;1;0;7;3;10
FvH4_4g32590;21;20;23;7;11;6;4;1;0;2;0;1
FvH4_6g44240;1;5;3;1;1;1;124;189;191;36;234;93
FvH4_6g20270;28;18;15;24;11;26;12;2;1;26;0;19
FvH4_6g44241;7;13;7;4;10;10;607;877;742;144;744;325
FvH4_7g07270;280;230;264;363;330;451;195;155;120;210;179;233
FvH4_7g32210;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g42050;8;3;1;7;5;4;1;1;0;0;1;0
FvH4_6g32260;4;7;19;83;25;76;54;58;39;47;89;68
FvH4_7g20221;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g22891;98;90;104;114;118;143;151;187;114;197;145;236
FvH4_7g19240;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g22890;2;1;9;0;1;2;3;0;0;1;0;0
FvH4_3g30070;380;338;299;287;279;328;638;654;552;296;238;444
FvH4_6g46890;42;44;36;22;37;51;411;110;95;221;9;155
FvH4_3g29090;311;286;292;227;243;270;180;147;135;124;81;121
FvH4_6g20280;1043;988;945;1136;1053;1332;662;644;547;915;609;1258
FvH4_3g42080;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g07280;801;732;681;960;788;1027;429;429;411;478;504;598
FvH4_6g32230;0;0;0;0;0;0;0;0;0;0;3;2
FvH4_6g34890;432;443;389;618;503;692;291;231;230;492;250;659
FvH4_7g19272;2;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g20261;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g19290;0;1;0;0;0;0;0;0;0;0;0;0
FvH4_7g19270;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g19271;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g20260;30;37;24;32;12;57;14;2;0;17;0;18
FvH4_6g46882;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20250;16;6;3;3;9;5;7;4;0;4;2;1
FvH4_6g46881;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g46880;1;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g07293;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g07292;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g07291;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g42070;0;0;0;0;2;1;0;0;0;0;0;0
FvH4_3g42071;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g32230;258;247;235;474;540;603;204;98;104;164;112;184
FvH4_6g19282;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g32240;5412;5087;4607;5042;3942;5252;866;525;542;1657;773;1742
FvH4_7g20250;822;851;793;728;614;741;798;722;663;804;576;988
FvH4_7g20251;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g30090;2510;2590;2341;2522;1940;2528;1969;1539;1337;1606;946;1732
FvH4_6g19280;1096;1071;1074;786;615;714;920;553;574;470;84;498
FvH4_6g19281;1513;1543;1579;1899;1685;1741;4739;3340;2887;1336;608;1356
FvH4_6g44210;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20260;4;10;11;15;11;12;5;3;3;11;3;17
FvH4_7g07290;0;0;0;0;1;2;0;0;0;2;0;0
FvH4_5g17000;4729;4556;4390;4795;3408;4845;2548;2115;1910;2621;2587;3256
FvH4_6g32170;686;739;578;876;757;958;409;309;246;383;351;493
FvH4_3g17060;0;0;0;0;0;0;46;24;25;2;0;4
FvH4_5g19660;722;631;710;728;628;804;525;418;360;764;667;967
FvH4_3g17061;236;230;228;261;231;312;65;40;45;111;65;105
FvH4_3g44680;292;292;266;363;310;408;276;258;288;329;273;402
FvH4_3g17062;5;7;3;4;6;6;2;0;2;0;0;3
FvH4_7g09800;20;39;36;59;50;69;85;120;105;31;46;60
FvH4_3g44681;63;54;46;137;117;148;1479;1229;1179;2937;3777;3884
FvH4_6g19190;287;269;277;519;478;577;1169;602;589;797;640;997
FvH4_5g32640;21;33;26;35;32;22;117;117;76;14;23;7
FvH4_5g05020;484;506;456;859;803;900;450;375;339;710;983;990
FvH4_6g44160;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g05070;1584;1673;1556;1737;1763;1845;902;801;839;971;582;1134
FvH4_5g07680;872;816;821;912;625;898;848;695;682;700;471;841
FvH4_2g17410;0;1;0;0;0;0;0;0;0;1;0;1
FvH4_3g29041;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g29040;595;465;529;268;198;365;634;372;342;401;207;366
FvH4_3g30040;1;0;0;0;0;0;34;3;3;2;0;0
FvH4_5g17010;4;2;2;4;0;9;0;2;0;3;0;1
FvH4_6g32180;1;2;1;5;0;2;53;41;26;36;23;36
FvH4_3g17070;136;111;146;105;35;100;33;21;32;97;7;34
FvH4_2g05431;2;9;1;5;2;0;0;1;0;0;2;3
FvH4_2g05430;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g44671;0;0;0;2;0;1;0;0;0;0;0;0
FvH4_3g44670;453;448;405;452;413;464;61;39;30;51;41;45
FvH4_3g42010;1179;1122;1086;1599;953;1571;817;681;602;1176;1068;1559
FvH4_7g09810;527;553;540;802;656;869;314;235;200;779;519;899
FvH4_5g32630;61;33;36;29;35;40;108;102;62;24;35;28
FvH4_2g17400;104;140;134;142;150;160;121;85;116;111;62;154
FvH4_5g05030;0;1;2;0;0;0;0;0;0;0;0;0
FvH4_3g05061;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g07690;1261;1503;1352;1413;1369;1524;1144;1034;1073;1348;1012;1794
FvH4_3g05060;1800;1866;1592;1637;1572;1568;251;103;76;257;85;207
FvH4_3g30030;35;38;37;71;74;70;0;0;0;0;0;0
FvH4_3g29050;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g44150;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g20650;0;0;0;0;0;0;0;0;2;0;0;0
FvH4_3g17080;335;331;267;281;191;309;184;173;158;367;185;371
FvH4_5g19640;5472;5280;4661;3529;3692;4107;2138;1879;1817;1306;1574;1674
FvH4_2g29410;399;400;379;397;303;457;195;131;103;329;247;307
FvH4_3g42040;482;501;485;70;97;98;95;163;114;11;13;11
FvH4_3g42041;0;0;1;0;0;0;0;0;0;0;0;0
FvH4_3g42042;669;562;555;425;324;429;439;234;189;349;144;269
FvH4_6g32150;1402;1322;1424;1188;718;1180;2945;1555;1659;4676;3323;5789
FvH4_5g32610;261;275;212;374;380;396;140;128;132;241;180;317
FvH4_7g09820;100;123;144;286;236;305;164;51;35;277;85;265
FvH4_5g05000;1465;1150;1367;1277;652;1197;517;409;392;870;720;1191
FvH4_2g17430;46;64;58;69;51;65;638;1141;990;365;639;474
FvH4_5g07660;1;1;0;1;0;0;0;0;0;0;0;0
FvH4_2g17431;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g05050;129;125;131;150;148;154;61;81;72;72;77;131
FvH4_3g30060;6369;5872;5756;8631;5668;8839;8424;4862;4308;8332;4042;9956
FvH4_6g20176;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g10800;0;0;0;0;0;0;0;2;0;2;0;0
FvH4_6g20177;0;0;0;0;0;0;0;0;0;0;0;2
FvH4_6g20174;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20175;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20172;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20173;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g44140;0;0;0;0;0;0;0;1;0;0;0;0
FvH4_6g20170;2816;2506;2173;2353;2042;2026;1846;1945;1474;734;905;988
FvH4_6g44141;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g20640;111;94;109;102;94;129;178;91;130;358;204;381
FvH4_6g20171;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g05450;1006;907;917;1080;878;1203;463;322;266;587;465;652
FvH4_5g20620;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g17090;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g19650;675;594;574;514;454;714;523;495;389;499;452;602
FvH4_5g20621;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g19651;0;1;0;0;0;0;1;0;0;0;0;1
FvH4_5g20622;0;0;0;0;0;1;0;0;0;0;0;0
FvH4_2g29400;240;251;266;294;181;299;269;152;153;219;169;282
FvH4_5g20623;694;567;537;225;191;206;1017;1075;950;235;493;270
FvH4_5g20624;582;530;482;383;384;430;228;221;189;113;217;152
FvH4_3g44690;4145;4198;3934;4137;3432;4226;3848;3795;3548;4201;4688;5820
FvH4_3g42030;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g05040;1180;982;928;686;493;676;640;573;469;378;309;477
FvH4_6g32160;1804;1626;1602;2353;1761;2276;43;8;6;34;15;38
FvH4_7g09830;629;526;474;575;451;572;313;308;284;249;228;292
FvH4_5g07670;420;465;461;520;399;624;863;680;654;2716;1827;3583
FvH4_2g17420;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g30050;2;2;2;0;0;0;0;0;0;0;0;0
FvH4_7g10810;0;0;0;0;0;0;0;0;1;1;0;0
FvH4_3g29070;23;40;22;47;48;48;11;1;5;15;8;11
FvH4_5g17040;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g29000;890;1000;803;1295;1121;1215;744;710;674;580;661;855
FvH4_3g19680;956;947;852;719;588;768;244;185;192;185;79;167
FvH4_3g20671;0;0;0;0;0;0;0;0;1;0;0;0
FvH4_3g20670;1262;1155;1083;2814;1888;2887;581;538;388;298;156;382
FvH4_7g22810;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g44640;0;0;0;2;2;3;0;0;0;0;1;2
FvH4_7g09840;202;178;139;139;133;145;107;78;82;70;45;72
FvH4_5g29030;332;275;270;268;217;283;183;153;155;200;149;244
FvH4_5g32680;406;297;305;190;158;192;1378;1091;859;418;321;495
FvH4_5g05060;81;55;105;82;51;92;116;42;36;86;29;87
FvH4_3g32660;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g17020;807;828;767;1196;1092;1200;787;779;633;761;706;945
FvH4_7g10820;175;143;158;246;210;264;503;450;375;399;408;517
FvH4_3g29014;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g29013;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g09850;503;435;515;302;297;424;152;52;38;128;20;102
FvH4_3g29012;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g29011;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g17050;712;642;569;693;587;683;319;290;244;500;440;606
FvH4_3g19691;0;1;3;0;1;0;0;0;0;0;0;0
FvH4_3g29010;71;62;74;56;51;58;46;48;60;50;43;93
FvH4_3g19690;465;413;392;1070;1065;1148;310;347;295;402;755;607
FvH4_5g05070;877;857;832;662;656;814;475;382;406;447;243;511
FvH4_3g20680;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g44630;0;1;1;1;0;4;0;0;0;0;0;0
FvH4_6g44190;0;1;1;9;3;3;7;3;8;2;7;3
FvH4_5g29020;35;22;30;125;92;147;113;109;117;255;156;267
FvH4_3g17030;1343;1274;1096;1586;1540;1683;960;932;889;892;941;1102
FvH4_3g32650;573;570;544;746;741;871;599;550;492;679;971;973
FvH4_5g20690;290;253;230;295;307;322;110;110;121;151;121;185
FvH4_6g32190;177;239;174;68;53;77;101;42;33;94;24;66
FvH4_7g09860;102;79;98;226;141;274;1556;981;914;3564;3009;4290
FvH4_2g05400;0;0;0;0;0;1;0;0;0;0;0;0
FvH4_5g19681;24;34;35;7;11;4;71;77;44;28;51;44
FvH4_5g17020;7;9;11;19;8;11;0;11;3;1;1;12
FvH4_3g29020;0;0;0;0;1;1;1;3;1;1;2;1
FvH4_5g19680;377;302;269;93;97;97;312;297;173;110;114;102
FvH4_3g44660;43;28;34;34;28;36;36;37;27;14;33;23
FvH4_3g20690;113;102;90;528;735;474;175;248;264;248;3591;3442
FvH4_3g42000;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g07200;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g22830;660;527;532;429;321;466;718;603;558;441;359;524
FvH4_3g05090;41;40;36;47;64;59;1204;1226;1270;634;692;932
FvH4_5g32660;29;28;15;18;26;43;29;26;11;16;19;17
FvH4_5g05040;582;515;551;495;398;557;353;216;176;279;192;356
FvH4_5g29010;5354;5534;4978;4398;4296;4226;877;940;993;297;410;487
FvH4_3g32680;1320;1315;924;616;424;524;54;22;18;30;0;32
FvH4_3g32681;0;0;0;1;0;0;3;2;6;0;1;1
FvH4_5g20680;590;544;577;568;458;715;347;357;340;406;350;518
FvH4_7g10840;13;16;10;9;12;12;582;748;529;565;1583;1011
FvH4_7g09870;521;469;462;461;373;441;699;528;495;492;468;582
FvH4_2g05411;6;4;8;4;4;0;3;0;0;2;0;0
FvH4_5g19692;2;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g07210;307;290;286;220;206;264;242;179;158;123;146;175
FvH4_2g05410;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g17050;806;894;817;2147;2224;2702;95729;98478;93734;30261;44833;46187
FvH4_5g19690;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g29031;2;0;1;0;0;0;0;0;0;0;0;0
FvH4_5g17030;542;548;525;558;437;579;326;306;277;396;353;514
FvH4_5g19691;382;304;346;351;328;360;189;181;153;172;164;207
FvH4_7g22821;297;341;272;537;820;754;127;137;111;127;273;199
FvH4_2g05413;0;2;2;3;7;3;0;0;0;0;0;0
FvH4_2g05412;1;0;0;1;0;0;0;0;0;1;2;1
FvH4_3g44650;23;16;5;17;18;8;17;19;15;14;13;7
FvH4_7g22820;996;1087;1178;1690;1445;1691;1013;1071;903;1102;1277;1501
FvH4_5g29000;227;186;192;199;164;230;754;833;847;462;878;693
FvH4_5g32650;16;14;11;19;17;22;11;10;5;8;6;15
FvH4_6g44170;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g05080;266;288;245;400;351;477;357;246;251;368;475;551
FvH4_5g05050;16;12;17;8;4;15;24;10;8;5;3;6
FvH4_3g29030;0;0;0;0;1;0;0;2;0;0;0;0
FvH4_3g30010;0;1;0;0;1;3;3;2;1;1;0;3
FvH4_3g32670;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g20670;514;457;491;524;415;693;633;438;403;717;552;958
FvH4_3g30011;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g20671;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g10850;153;160;129;230;164;293;90;22;23;33;6;48
FvH4_2g30460;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g19610;486;418;424;370;323;431;113;121;119;276;259;344
FvH4_4g19611;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g07650;5;5;4;82;90;70;0;3;3;12;218;157
FvH4_3g20630;786;802;789;753;733;879;1592;988;949;1097;526;1376
FvH4_3g44600;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g17490;19;13;22;14;13;19;10;21;10;6;7;8
FvH4_3g20621;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g07630;808;722;838;869;664;866;494;337;245;469;458;541
FvH4_3g19640;1932;1782;1768;2580;2651;2927;1439;1227;1053;2036;1716;2775
FvH4_3g32620;5;46;15;4;2;2;39;7;2;45;0;21
FvH4_5g07600;555;552;460;696;466;692;3026;1424;1335;6973;4562;8913
FvH4_2g29470;2;2;2;11;3;8;24;14;10;4;73;51
FvH4_2g29461;67;43;48;110;76;92;145;126;103;170;158;197
FvH4_3g32600;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g19600;1675;1578;1397;1400;988;1398;933;701;642;717;479;837
FvH4_2g17480;94;88;97;83;72;84;318;256;192;231;217;345
FvH4_3g07640;1;1;0;0;1;1;8;2;2;4;14;18
FvH4_3g20640;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g07641;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g07620;272;256;220;372;326;399;126;112;78;474;387;469
FvH4_3g19651;1;0;1;1;2;0;0;1;0;0;1;0
FvH4_3g19650;24;14;15;10;7;17;141;172;183;77;49;147
FvH4_3g19652;6;4;20;9;8;8;0;2;3;0;2;3
FvH4_3g32610;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g29460;519;483;525;687;557;734;434;359;274;217;181;235
FvH4_5g07610;19;20;7;6;4;5;0;2;0;0;0;0
FvH4_1g29481;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29480;0;0;0;0;0;0;0;0;2;0;0;0
FvH4_4g32600;85;131;102;522;592;587;1522;1377;1141;921;338;768
FvH4_4g32601;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g30480;69;58;55;142;97;179;64;84;54;55;29;57
FvH4_3g07630;0;0;0;0;0;1;51;98;57;0;3;0
FvH4_3g44613;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g44612;0;1;1;0;0;0;0;0;0;0;0;0
FvH4_3g44615;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g44614;0;0;0;0;0;0;0;0;0;0;0;1
FvH4_3g19660;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g07610;1740;1428;1585;3170;2306;3340;1096;706;642;1212;1265;1499
FvH4_3g19662;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g17000;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g19661;0;1;0;0;3;3;0;0;0;0;0;0
FvH4_2g29490;6;5;8;7;5;3;1369;1428;1288;955;1417;1514
FvH4_3g32640;174;159;148;149;119;203;109;106;93;128;94;145
FvH4_1g29490;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g30481;171;183;157;291;279;369;185;147;140;435;394;564
FvH4_1g30480;33;16;8;26;20;58;69;88;78;30;113;64
FvH4_2g30470;0;0;0;0;0;0;2;0;0;0;0;0
FvH4_1g29494;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29493;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29492;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29491;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g20660;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g07620;632;615;585;915;977;982;708;745;715;957;1081;1267
FvH4_3g44611;0;0;0;1;0;0;0;0;0;0;0;0
FvH4_3g44610;513;448;508;365;285;345;451;538;525;433;363;594
FvH4_4g32620;1101;1087;991;1204;779;1081;611;429;287;1321;851;1333
FvH4_4g07600;1697;1677;1461;976;901;1064;1424;1434;1372;1086;1369;1523
FvH4_3g17010;39;38;19;24;47;30;0;0;0;0;0;0
FvH4_3g17011;0;0;1;0;1;0;0;0;1;0;0;0
FvH4_3g17012;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g32630;2340;2213;2129;3463;2529;3290;1861;1545;1449;1381;1310;1923
FvH4_1g05490;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g05460;611;599;527;250;157;343;721;85;62;1042;6;625
FvH4_5g20610;11;9;2;4;2;2;7;3;1;4;2;0
FvH4_4g19650;114;127;131;309;276;358;54;51;29;334;232;407
FvH4_5g20611;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29461;0;0;0;0;0;0;0;0;0;0;0;1
FvH4_4g20640;6;12;20;35;50;17;18;17;7;24;228;278
FvH4_1g29460;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g30421;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g20641;2;6;2;1;3;7;0;0;0;0;2;5
FvH4_2g30420;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g05030;70;76;27;23;34;24;39;31;26;9;62;18
FvH4_5g07640;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g17470;54;66;81;83;101;98;48;38;35;19;21;33
FvH4_4g07671;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g17450;4771;4736;4288;7121;6243;6918;3987;3221;3044;4903;4560;6010
FvH4_4g07670;1;0;1;3;0;3;15;4;2;40;0;8
FvH4_4g05010;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g07673;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g05011;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g07672;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g05012;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g05013;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g19600;1028;1056;894;830;673;982;698;423;493;650;371;723
FvH4_5g19630;194;188;229;133;105;169;161;104;103;142;72;130
FvH4_5g19631;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g05471;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g29420;9355;8975;8591;11230;10259;12718;7627;4152;4253;5630;2472;6720
FvH4_1g05480;7700;6613;6611;17964;12552;15590;4046;3270;3165;4659;3231;5189
FvH4_2g05470;384;521;436;997;979;1034;1540;1933;1639;4119;6255;6061
FvH4_5g20600;396;343;359;350;299;331;245;210;228;130;158;132
FvH4_4g19640;59;39;48;63;47;72;18;3;6;20;10;17
FvH4_1g29471;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g20630;6;22;15;37;46;38;12;10;11;81;36;78
FvH4_1g29470;13;14;5;11;7;5;0;1;0;2;1;0
FvH4_3g07680;1316;1359;1253;744;646;762;867;700;547;401;368;581
FvH4_3g05020;411;378;349;309;369;382;237;116;114;97;279;242
FvH4_1g30460;46;44;55;77;54;112;67;60;59;139;73;146
FvH4_2g17440;2211;2035;1834;1945;1876;1947;2226;2185;1916;1056;1274;1442
FvH4_5g07652;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g07651;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g07660;275;226;244;223;158;234;301;209;188;162;129;228
FvH4_5g07650;85;88;70;88;82;112;68;81;71;125;102;155
FvH4_1g17460;39;36;75;5;3;11;5;1;1;0;0;0
FvH4_4g05000;323;299;282;227;166;277;147;142;147;157;211;180
FvH4_4g20620;763;625;685;858;624;897;594;442;328;661;561;800
FvH4_5g07655;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g07654;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g19610;2;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g07653;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g30440;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g29450;51;86;60;149;171;169;231;199;160;705;740;965
FvH4_4g19630;1389;1322;1185;1276;1017;1303;896;818;638;810;880;1049
FvH4_3g05010;8247;7952;7975;6261;5666;7392;2185;1858;1496;2980;1450;3553
FvH4_3g07670;27;29;18;20;36;20;16;11;16;4;16;8
FvH4_5g19601;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g17470;85;87;71;147;139;187;965;700;565;1127;902;1616
FvH4_3g05011;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g30430;8;8;6;7;4;8;3;2;2;4;1;6
FvH4_5g19600;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g17490;555;501;500;198;109;324;57;9;7;88;6;69
FvH4_3g20600;1093;963;936;1776;1742;2691;33333;28334;28765;11183;7013;13173
FvH4_6g09810;3094;2910;2816;3293;2520;3520;2222;2027;2014;1163;1108;1449
FvH4_4g07650;13;20;29;11;13;13;14;10;15;21;14;24
FvH4_1g29440;238;213;204;388;258;353;35;29;36;65;31;64
FvH4_4g20610;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g05480;642;538;483;384;310;372;389;412;318;277;287;343
FvH4_3g19620;828;919;813;668;602;754;373;169;169;321;202;408
FvH4_2g29440;73;88;90;144;114;150;252;196;177;115;289;162
FvH4_2g29441;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29450;115;85;73;127;114;156;90;91;74;117;252;216
FvH4_4g19620;91;82;59;77;52;73;222;95;96;103;61;167
FvH4_3g07660;1571;1423;1281;1255;1062;1392;518;253;207;526;59;403
FvH4_3g05001;2;1;0;7;1;1;0;0;0;0;0;1
FvH4_3g20620;3368;3137;2766;3261;3123;3526;3130;1824;1581;1136;516;1159
FvH4_5g19612;0;0;1;0;1;0;0;0;0;0;0;0
FvH4_3g05000;283;315;297;374;333;379;1013;733;685;3046;2430;3422
FvH4_5g19613;1;3;0;0;0;0;0;0;0;0;0;0
FvH4_5g19610;617;559;551;379;356;393;158;131;135;371;234;474
FvH4_1g30440;917;826;855;1103;795;1106;606;572;491;663;618;873
FvH4_5g19611;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g07630;0;0;0;0;0;0;0;1;0;0;0;0
FvH4_1g17480;257;233;201;481;409;465;26;69;42;171;200;254
FvH4_2g17460;6;10;3;22;24;37;7;1;1;10;19;17
FvH4_3g20611;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g09801;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g20610;1059;1028;986;846;767;860;751;662;601;623;528;776
FvH4_4g07640;562;553;566;576;490;607;235;246;176;590;373;652
FvH4_6g09800;2541;2425;2368;2739;2245;2763;1456;1399;1316;1176;1122;1501
FvH4_4g20600;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g19631;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g05490;2979;2761;2720;2655;2585;2788;1774;1520;1487;1239;1019;1490
FvH4_3g19630;38;42;34;4;9;6;19;3;3;6;1;1
