Name;NK0HR1;NK0HR2;NK0HR3;NK42DR1;NK42DR2;NK42DR3;NL0HR1;NL0HR2;NL0HR3;NL42DR1;NL42DR2;NL42DR3
FvH4_7g33470;0;0;1;1;0;0;0;0;0;0;0;0
FvH4_1g18880;0;0;0;1;0;0;0;0;0;0;0;0
FvH4_4g06380;788;546;716;777;391;1007;530;201;165;431;17;337
FvH4_4g31340;426;403;418;491;365;493;340;346;288;358;462;510
FvH4_4g31341;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g08621;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21490;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g08620;205;218;205;138;121;172;226;138;100;159;62;181
FvH4_6g08622;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g28210;0;0;0;0;0;1;0;0;0;0;0;0
FvH4_2g41080;485;499;442;569;505;723;498;245;251;1019;390;1105
FvH4_1g04240;163;123;121;96;98;118;45;21;11;34;1;24
FvH4_4g18360;86;116;105;68;71;71;61;67;50;34;57;37
FvH4_7g33460;3663;3704;3482;5457;3753;5525;2045;1346;1097;2803;2040;3287
FvH4_1g16210;989;952;794;1369;1000;1514;740;1070;681;1313;1258;1872
FvH4_1g18870;5;3;4;1;2;2;2;0;4;2;0;1
FvH4_1g16212;762;705;606;729;501;778;2031;3178;2399;825;2189;1826
FvH4_1g16211;329;358;321;628;620;710;415;542;462;368;408;514
FvH4_4g06370;293;312;253;277;245;289;126;161;153;145;143;159
FvH4_4g31350;668;593;575;1600;1711;1541;225;129;154;514;1451;909
FvH4_6g08610;3363;3485;3234;4112;3895;5361;1271;873;776;1080;664;1410
FvH4_6g08611;1448;1568;1296;770;758;852;590;627;482;314;195;378
FvH4_7g21480;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g41090;75;54;64;57;56;51;141;202;154;101;92;118
FvH4_1g28220;5;1;0;0;0;0;0;0;2;1;1;0
FvH4_1g06890;158;109;129;78;40;34;0;0;0;0;0;0
FvH4_1g04230;2696;2363;2251;1710;1432;1743;1056;558;516;705;334;729
FvH4_4g21990;1497;1347;1337;1046;750;1003;1148;1004;917;717;745;913
FvH4_1g04260;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g33490;141;129;163;155;192;242;207;213;202;300;303;421
FvH4_4g21991;878;737;806;1131;822;1124;615;453;392;869;680;980
FvH4_1g16240;642;529;540;353;310;361;886;1346;911;918;953;1128
FvH4_4g06360;14;25;7;9;7;2;7;5;6;0;4;3
FvH4_4g31360;477;486;445;408;327;427;107;139;130;34;88;68
FvH4_6g08641;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g18342;1159;1266;1345;1745;1299;2518;1268;374;363;3311;425;3174
FvH4_6g08640;309;275;286;2106;1383;2627;854;602;453;2447;795;2600
FvH4_4g18341;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g18340;130;138;118;177;175;192;21;22;16;26;12;21
FvH4_2g41060;244;221;114;61;55;83;368;353;244;179;89;213
FvH4_7g33480;0;0;0;1;0;0;0;0;0;0;0;0
FvH4_4g21980;34;16;29;18;15;22;67;34;21;130;41;169
FvH4_4g21981;1224;954;1018;1049;730;1068;955;691;630;509;528;714
FvH4_1g16231;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g16230;141;129;105;59;36;60;267;95;78;43;62;106
FvH4_1g18891;658;589;556;625;721;724;363;740;661;76;107;149
FvH4_1g18892;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g18893;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g31370;465;525;484;551;359;579;378;214;187;501;364;503
FvH4_4g06350;10;4;7;0;4;6;3;1;2;1;2;1
FvH4_1g18890;523;483;445;308;273;285;385;315;279;214;240;309
FvH4_1g28200;768;652;693;622;561;680;1220;1244;1140;1232;1260;1816
FvH4_6g08630;2;2;2;7;1;14;8;4;1;7;1;10
FvH4_1g04250;2292;2227;1868;2036;1763;2157;4288;3721;3323;2262;2177;2949
FvH4_4g18330;426;410;410;442;393;470;333;223;234;339;273;495
FvH4_1g28201;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g41070;39;22;16;3;3;0;61;39;16;1;4;1
FvH4_3g18500;4794;4359;4201;3255;2671;3317;1805;1246;1181;1149;1053;1416
FvH4_6g45600;0;0;0;0;0;0;0;0;0;3;0;0
FvH4_6g21630;2171;2163;2020;2275;1781;2379;1954;1596;1464;1751;1627;2284
FvH4_1g18840;24;45;26;30;26;38;12;3;12;35;19;33
FvH4_2g16080;0;0;5;0;2;0;2;5;5;4;26;7
FvH4_4g33960;1539;1231;1208;730;466;664;857;290;289;335;117;275
FvH4_4g31300;1;0;0;6;1;9;347;297;288;281;360;382
FvH4_2g04090;69;63;46;29;24;33;23;61;50;6;48;17
FvH4_1g04200;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g21640;101;91;120;10648;8984;9904;0;15;1;75;334;197
FvH4_6g06000;471;443;443;568;540;581;1968;1655;1565;2342;2354;3177
FvH4_2g28060;213;185;183;180;148;173;171;158;162;137;154;161
FvH4_1g06860;326;262;311;382;340;466;358;314;282;112;165;178
FvH4_3g06513;324;334;272;107;132;118;73;239;202;19;201;65
FvH4_3g06511;487;483;469;1124;969;1146;413;351;380;526;1008;1015
FvH4_4g18390;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g06512;1;0;1;1;3;7;857;1543;1502;169;841;401
FvH4_6g21641;0;1;1;0;1;3;0;0;0;2;0;0
FvH4_6g21642;0;0;0;0;0;0;2;1;0;3;4;2
FvH4_1g18830;322;333;337;249;199;298;252;264;219;195;176;202
FvH4_1g18831;8;3;3;12;4;1;3;3;0;8;4;3
FvH4_6g33630;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g06510;0;0;1;1;0;0;3;2;2;1;0;6
FvH4_2g16070;104;91;100;68;86;101;3448;3509;3421;2439;3277;3702
FvH4_4g33970;30;19;30;10;9;12;624;915;769;317;653;485
FvH4_4g31310;28;34;38;101;72;102;49;20;30;165;195;258
FvH4_1g06851;0;1;1;1;0;0;4;0;0;1;3;0
FvH4_6g08650;262;275;276;261;223;319;2065;1746;1193;472;112;471
FvH4_6g21650;1;0;1;1;0;0;0;0;0;0;0;0
FvH4_1g06850;145;164;183;41;19;40;1138;729;617;512;202;538
FvH4_6g21651;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g28050;0;0;2;0;0;0;0;2;3;0;0;0
FvH4_2g41050;659;630;585;1120;1237;965;413;570;525;247;832;347
FvH4_4g18381;0;0;0;1;2;0;0;2;1;0;4;3
FvH4_4g18380;0;0;0;0;0;1;0;0;0;0;0;0
FvH4_3g06500;1166;1127;1053;1054;718;954;766;636;619;619;652;819
FvH4_6g21610;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g18000;206;143;194;285;250;351;98;63;71;115;96;135
FvH4_1g16200;340;335;266;155;114;202;105;48;40;62;43;70
FvH4_4g33980;8954;8275;8129;6706;5400;7239;5384;4797;4865;5198;5976;7659
FvH4_2g41020;1027;921;896;964;768;1053;772;641;644;784;538;857
FvH4_4g31320;757;649;643;85;123;93;91;53;52;55;93;64
FvH4_1g04221;173;196;144;191;187;179;147;130;120;93;82;101
FvH4_6g06020;311;310;320;372;401;381;348;502;455;231;566;367
FvH4_2g28081;51;69;75;84;75;120;59;48;35;81;56;87
FvH4_2g28080;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06880;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g28082;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g04220;717;653;718;997;937;1123;579;414;384;520;422;714
FvH4_6g08680;1;2;0;0;0;1;0;0;0;0;0;0
FvH4_6g21620;408;376;354;520;419;585;293;201;200;412;489;590
FvH4_4g06390;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g18850;10076;7649;8746;11554;4965;11760;3242;3234;2860;2596;650;2149
FvH4_4g06391;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33603;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33602;28;30;22;340;232;363;0;0;0;0;3;6
FvH4_2g41030;0;1;0;0;2;1;0;0;0;1;0;3
FvH4_4g33990;1132;1018;1079;998;716;1156;651;457;489;694;356;760
FvH4_6g33604;1;0;1;0;0;3;3;1;1;7;1;4
FvH4_4g31330;1762;1468;1462;2710;2690;3095;1012;997;922;904;1265;1398
FvH4_6g33601;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33600;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g04210;451;534;541;552;551;796;3959;1260;1139;3819;273;3226
FvH4_6g06010;766;644;715;740;505;709;502;404;380;382;301;514
FvH4_2g28070;99;108;101;99;99;89;108;68;64;45;26;46
FvH4_6g08670;354;343;329;511;382;594;361;263;238;605;379;638
FvH4_1g06870;918;987;953;1267;1125;1368;601;438;453;634;318;646
FvH4_7g08430;416;369;365;480;499;563;531;472;455;473;706;729
FvH4_1g18800;0;0;0;0;0;0;1;0;0;0;0;0
FvH4_1g18801;25;24;25;7;7;11;45;27;25;42;8;59
FvH4_5g06191;0;0;0;0;1;1;0;0;0;0;0;0
FvH4_6g18020;0;0;2;0;0;0;0;0;0;0;0;0
FvH4_5g06192;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33660;527;446;460;421;327;511;4183;2979;2786;3684;2913;4678
FvH4_7g21402;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g31000;927;973;895;1585;1058;1459;834;608;564;934;899;1215
FvH4_5g06190;0;0;0;0;0;0;0;2;0;0;0;0
FvH4_7g21401;0;0;0;0;0;0;0;0;0;1;0;1
FvH4_7g21400;0;8;0;5;5;6;2260;2133;1899;1558;1983;2108
FvH4_5g06193;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g06194;0;0;0;0;0;0;0;1;0;0;1;0
FvH4_5g31150;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45650;2;1;1;0;0;0;13;16;21;3;32;19
FvH4_1g06820;3056;2901;2814;4907;3380;4583;2676;1919;1546;2639;2005;2717
FvH4_5g18170;60;52;56;68;89;70;18;40;25;15;45;21
FvH4_6g21680;37;28;27;39;26;41;20;36;54;6;6;7
FvH4_6g06040;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g06041;1;1;1;0;1;3;1;0;1;0;0;0
FvH4_7g08440;804;823;868;1587;1229;1530;950;1313;1040;940;364;1226
FvH4_6g31010;4545;4605;4244;3143;2536;3471;3034;2359;2194;2243;1148;2669
FvH4_6g33670;955;885;812;949;751;1030;709;652;534;650;646;813
FvH4_6g18010;108;114;113;146;181;203;124;83;82;85;102;136
FvH4_1g06811;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06810;420;394;405;950;682;915;366;406;323;671;818;888
FvH4_1g06812;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18180;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45640;713;685;607;598;506;593;720;1175;785;345;180;398
FvH4_5g18181;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g08690;8;12;3;8;8;20;19;5;2;13;7;19
FvH4_6g21690;8;7;14;12;9;19;0;0;0;0;0;0
FvH4_6g06030;1349;1225;1162;829;701;945;1084;736;699;583;494;696
FvH4_7g08450;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18151;5748;5750;5481;5666;4692;6250;3094;2395;2244;3243;1912;3631
FvH4_5g18150;8308;8066;7817;18486;16987;19169;7033;7191;6642;10108;8635;11419
FvH4_6g21652;0;0;0;0;0;0;0;0;0;0;0;1
FvH4_5g06170;104;90;97;152;121;131;97;95;106;65;77;78
FvH4_6g18041;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g18820;1073;1140;1095;1386;1039;1344;1127;990;922;1372;1159;1678
FvH4_6g18040;93;103;93;84;74;83;12;4;7;3;8;2
FvH4_6g33640;12114;10575;9328;3858;3677;4300;1738;1440;1422;2205;1984;3009
FvH4_5g31131;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21430;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31132;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31130;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33791;0;0;0;0;0;1;1;0;0;0;1;0
FvH4_6g33631;0;0;0;0;1;0;0;3;4;0;0;1
FvH4_5g33790;5578;5057;4727;2735;2679;3102;1186;920;854;760;683;851
FvH4_1g06840;2;0;0;0;0;2;3;2;0;1;0;1
FvH4_6g45630;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06841;374;326;356;672;488;715;177;124;127;363;251;529
FvH4_6g21660;157;193;332;1272;985;731;126;184;91;243;287;462
FvH4_6g06060;3;2;3;68;46;75;5;0;1;20;3;8
FvH4_6g06061;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g33400;2423;2041;2223;2303;1638;2345;1890;1390;1251;2169;1325;2603
FvH4_6g45610;287;274;304;317;313;381;247;229;200;307;304;385
FvH4_7g08460;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g06180;441;381;314;229;222;256;190;228;220;72;206;141
FvH4_6g33650;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g06181;0;0;0;0;0;0;0;0;0;1;0;0
FvH4_6g18030;97;110;89;68;49;58;66;44;34;80;35;75
FvH4_6g33652;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g18810;547;478;521;898;953;1146;594;574;644;734;547;925
FvH4_6g33651;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06700;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31120;1801;1792;1638;2131;1597;2123;1448;1199;1041;1388;1024;1634
FvH4_5g33781;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33780;30;53;37;100;72;97;212;59;73;114;125;170
FvH4_6g21672;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18160;527;501;503;298;264;365;289;173;99;218;25;211
FvH4_6g21670;1195;1350;1079;12454;15137;10701;596;682;847;390;2178;1267
FvH4_1g06830;248;188;216;168;115;176;286;145;157;143;95;155
FvH4_6g21671;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45620;800;785;690;1271;1031;1409;1418;1133;966;927;320;905
FvH4_6g06050;79;68;92;136;100;168;58;51;28;44;20;37
FvH4_6g06051;1;0;0;0;3;0;0;0;1;0;0;0
FvH4_6g06080;1052;907;981;1106;831;1210;652;547;547;622;329;647
FvH4_7g33430;215;241;238;322;285;355;98;94;82;124;152;191
FvH4_7g08470;513;439;417;524;410;576;749;514;525;905;451;1000
FvH4_6g18063;104;86;100;183;105;159;353;393;329;232;312;279
FvH4_6g18062;0;0;0;0;1;0;0;0;3;0;0;0
FvH4_6g18061;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g31040;3615;2672;3231;1105;785;946;55;13;12;98;135;200
FvH4_6g18060;113;88;75;89;68;60;26;18;19;5;6;11
FvH4_6g43030;97;105;103;113;122;135;115;112;83;175;105;204
FvH4_5g31190;57;57;65;61;63;125;0;5;9;1;6;6
FvH4_6g45690;5587;5372;5107;4978;4486;4993;3523;3974;3768;1970;3035;2890
FvH4_4g31380;0;0;1;0;0;2;0;0;0;0;0;0
FvH4_6g06070;5;3;7;2;1;0;0;0;0;0;0;1
FvH4_7g33420;482;512;487;486;422;469;873;909;875;978;1445;1339
FvH4_7g08480;85;64;78;62;46;94;30;17;13;201;6;90
FvH4_6g18050;0;1;1;0;0;1;0;0;0;0;0;0
FvH4_6g31050;3;2;1;1;0;1;1;0;0;0;0;0
FvH4_7g21440;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31180;0;2;2;2;3;4;0;0;0;0;1;1
FvH4_6g43020;265;182;245;132;82;124;243;103;113;99;67;93
FvH4_7g33410;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45680;42;49;15;364;235;263;302;138;139;241;500;446
FvH4_4g31390;0;0;0;0;0;0;0;1;1;0;0;0
FvH4_7g33450;47;37;37;51;52;82;22;9;18;65;35;54
FvH4_7g08490;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g31020;57;49;9;30;111;25;56;20;12;20;91;59
FvH4_6g33681;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33680;29;28;27;26;32;35;37;28;15;30;27;53
FvH4_1g06800;40;48;40;88;50;86;389;223;189;1049;842;1135
FvH4_5g31171;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18190;88;86;56;17;18;26;352;635;374;88;237;144
FvH4_5g31170;1;0;1;0;1;4;0;0;0;1;0;0
FvH4_6g45670;344;368;365;456;392;493;209;248;232;291;289;374
FvH4_6g06090;1290;1154;1226;995;642;865;1884;1465;1154;440;593;707
FvH4_7g33440;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21461;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21460;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31160;1;4;3;1;8;3;0;0;0;0;0;0
FvH4_6g45660;122;95;108;72;40;128;66;49;62;106;138;98
FvH4_5g18210;174;140;132;233;224;222;1055;967;915;812;1034;1256
FvH4_2g06630;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_c1g00130;48;97;121;105;63;121;102;84;100;66;25;128
FvH4_3g43470;19;15;7;22;14;25;15;14;8;42;23;41
FvH4_5g33841;177;157;156;340;258;281;20;12;11;38;15;70
FvH4_5g33851;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33850;0;0;0;0;0;0;0;0;0;1;0;0
FvH4_5g06230;3;4;2;0;2;0;8;5;9;10;6;16
FvH4_3g31490;863;752;815;865;728;986;643;313;310;578;162;617
FvH4_3g31491;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08890;0;2;0;3;4;5;0;1;0;0;0;0
FvH4_2g18620;537;467;480;358;304;352;321;312;303;276;318;346
FvH4_5g21870;1768;1516;1440;1224;909;1398;1469;1178;1014;1092;760;1308
FvH4_5g21871;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06640;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18220;2603;2600;2419;3688;2844;3729;1883;1557;1355;2697;2191;3197
FvH4_3g43460;71;67;77;40;46;78;48;19;13;69;33;58
FvH4_5g33830;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33840;7;6;2;6;6;7;0;0;2;1;5;6
FvH4_2g18610;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31480;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g06240;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21860;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21840;548;420;461;470;382;528;340;319;248;279;310;296
FvH4_2g31610;1886;1641;1742;946;878;1117;1323;1247;1006;1353;1754;1891
FvH4_3g43490;553;390;595;860;499;763;4987;4575;3887;1202;1666;1776
FvH4_2g06650;193;167;179;166;102;202;110;55;70;98;88;134
FvH4_5g33820;1156;988;936;1554;1228;1783;2292;2370;2193;2949;4821;5023
FvH4_2g18640;62;58;43;57;26;37;29;12;5;41;6;18
FvH4_5g06210;5133;3851;2413;4370;4036;3642;2887;2335;1491;393;1908;1547
FvH4_6g45590;44;35;46;43;43;62;49;34;16;2;0;1
FvH4_2g31600;606;470;487;445;337;499;318;245;211;254;175;330
FvH4_6g45591;5;11;2;5;11;5;155;349;317;263;1008;586
FvH4_5g21830;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18200;425;404;362;465;322;454;408;347;375;407;471;517
FvH4_2g06660;3983;4166;3525;7296;9331;9015;1893;1471;1422;2569;2360;3987
FvH4_3g43480;410;396;425;889;928;1226;509;399;338;1177;860;1540
FvH4_5g33810;2876;2408;2178;1152;720;1075;742;622;607;356;694;501
FvH4_5g06220;3160;2393;1507;1061;1890;1356;1349;1121;736;2474;6759;5072
FvH4_5g08881;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g06490;1487;1561;1401;1503;1498;1685;997;949;793;1193;1214;1555
FvH4_5g08880;5;7;8;6;4;5;2;0;3;0;0;1
FvH4_2g18630;166;188;192;310;357;385;247;221;202;472;629;720
FvH4_6g45580;469;482;513;699;623;684;416;322;250;388;328;591
FvH4_3g18470;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31230;547;468;479;483;412;538;398;323;311;280;234;341
FvH4_5g33890;2;1;6;9;8;6;6;4;7;21;8;29
FvH4_5g06270;7313;7473;6998;7197;6595;7194;3986;4818;4797;3556;4672;5137
FvH4_3g31450;2560;2593;2626;5900;3564;5524;17093;8892;8586;47427;38551;55863
FvH4_5g18260;87;99;82;34;32;54;689;452;390;524;1203;753
FvH4_3g18481;0;2;5;1;5;2;1;0;0;2;0;0
FvH4_3g18480;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g06280;792;760;718;641;589;673;553;462;408;410;390;555
FvH4_2g06600;107;88;80;59;72;104;101;110;83;52;38;80
FvH4_7g08400;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33880;1202;1174;1031;1107;979;1138;807;863;831;595;780;754
FvH4_3g31440;571;495;508;668;572;790;473;366;320;578;314;610
FvH4_3g31441;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31442;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18231;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06610;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18490;0;0;0;0;0;0;0;0;0;1;0;0
FvH4_5g18230;9;2;10;98;96;114;1;4;6;5;113;118
FvH4_3g18491;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g08410;138;138;141;112;117;109;205;199;190;136;109;151
FvH4_5g33871;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33870;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18600;354;349;312;294;287;321;1215;814;672;651;385;797
FvH4_5g06250;582;525;601;626;512;591;329;269;255;287;348;411
FvH4_3g31470;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18601;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31471;6;8;13;13;11;6;9;5;2;4;5;7
FvH4_5g21890;1208;1193;1186;1591;1173;1427;694;542;565;622;540;718
FvH4_2g06620;26;32;30;5;3;14;254;40;43;77;0;33
FvH4_7g08420;2;1;2;7;4;5;0;0;2;0;3;2
FvH4_5g18240;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g43440;37;37;25;22;19;6;80;49;22;4;33;12
FvH4_5g33852;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31200;70;47;70;54;52;81;87;68;68;33;52;72
FvH4_5g33860;1005;794;803;733;681;821;652;513;512;468;256;469
FvH4_5g06260;74;68;64;235;175;230;46;26;29;187;37;156
FvH4_3g31460;309;272;258;345;298;362;227;170;175;193;118;250
FvH4_5g21880;368;396;365;759;670;739;6205;7990;7436;3901;6893;6304
FvH4_1g28290;103;81;92;171;163;180;123;92;89;141;152;167
FvH4_2g28021;184;183;190;301;275;323;101;126;102;88;141;108
FvH4_2g28020;1038;1006;941;1094;951;1224;1433;886;874;1050;695;1307
FvH4_3g06440;736;733;792;864;689;880;1372;1225;1272;928;1049;1165
FvH4_2g16040;1;0;2;0;0;0;0;0;0;0;0;0
FvH4_2g41000;3718;3979;3562;3699;2997;3893;2917;2606;2476;3123;2466;3820
FvH4_2g41001;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g06420;1249;1109;1161;324;260;426;19;17;21;6;12;14
FvH4_4g18400;1215;1123;1096;1775;1462;1875;979;863;747;1274;1054;1574
FvH4_3g18430;2990;2666;2950;4584;3128;4547;2131;1487;1559;1821;1712;2163
FvH4_5g08812;117;135;124;170;145;192;249;201;221;418;247;490
FvH4_2g04050;187;166;150;127;126;174;144;124;104;85;31;87
FvH4_3g31410;640;626;606;409;356;508;488;285;247;302;157;305
FvH4_5g08811;76;87;71;101;84;128;118;107;88;153;140;216
FvH4_5g08810;659;650;551;420;359;487;278;257;270;262;191;261
FvH4_2g28010;42;39;42;35;29;22;171;356;315;36;138;42
FvH4_2g31660;8867;8148;7085;5354;3754;5296;185;151;130;147;129;160
FvH4_2g31661;7;11;6;13;13;8;8;2;5;4;7;4
FvH4_3g06430;252;210;228;243;220;329;323;64;50;275;11;166
FvH4_2g16030;0;64;6;0;0;0;0;0;0;0;0;0
FvH4_4g06410;3;5;4;2;5;6;16;12;6;28;2;37
FvH4_4g06411;0;0;0;0;0;0;1;1;1;0;0;0
FvH4_4g06412;0;0;2;0;0;0;1;0;0;0;0;0
FvH4_3g18440;433;437;443;580;382;569;550;454;425;672;588;833
FvH4_5g08822;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g04060;214;200;247;122;120;167;205;132;124;92;36;87
FvH4_3g31400;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08821;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08820;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g28270;2;0;0;0;0;0;0;0;0;0;0;2
FvH4_2g31690;332;291;324;361;301;387;148;189;184;371;302;508
FvH4_3g06420;2832;2531;2597;3512;2379;3549;1920;1135;839;2763;1980;3133
FvH4_3g43403;2;3;1;4;0;2;0;0;0;0;0;0
FvH4_3g43402;0;0;1;1;0;0;0;0;0;0;0;0
FvH4_3g43405;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g43404;130;100;119;53;30;52;113;19;21;79;9;43
FvH4_3g18450;1451;1307;1196;1958;1511;2246;686;593;507;1022;791;1287
FvH4_4g06400;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18451;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31430;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g28040;11;9;5;8;6;9;3;2;1;0;4;1
FvH4_1g28280;226;213;179;347;301;364;410;439;364;318;334;381
FvH4_2g31680;2177;2095;1684;1224;854;1251;74;49;24;37;36;29
FvH4_4g31400;156;144;137;35;46;50;53;46;47;21;14;22
FvH4_2g16050;17;12;5;13;12;9;53;32;32;24;20;21
FvH4_3g06410;283;262;249;291;311;406;1014;1262;1229;1186;1596;1681
FvH4_2g16051;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g43401;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g43400;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g16054;204;219;175;238;296;223;563;598;407;141;891;193
FvH4_2g16055;0;0;1;1;0;0;1;0;1;0;0;0
FvH4_2g16052;646;510;417;137;91;162;135;171;109;43;32;56
FvH4_2g16053;0;1;0;0;0;0;0;0;0;0;0;0
FvH4_3g18460;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08801;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08800;0;0;1;1;0;0;1;0;0;0;0;0
FvH4_2g28030;162;160;129;242;193;281;229;141;163;300;208;336
FvH4_2g04080;346;353;338;294;247;323;269;209;182;319;179;304
FvH4_3g31420;6;17;5;11;9;15;8;8;7;6;5;18
FvH4_2g04010;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g04280;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31630;443;461;417;721;634;847;159;106;98;213;353;367
FvH4_1g04281;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21820;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06670;286;291;288;376;307;299;115;102;78;68;188;71
FvH4_2g06671;1;2;6;10;10;10;3;2;3;10;6;12
FvH4_5g08849;0;0;0;0;0;0;0;0;0;0;0;0
