Name;AK0HR1;AK0HR2;AK0HR3;AK42DR1;AK42DR2;AL0HR1;AL0HR2;AL0HR3;AL42DR1;AL42DR2;AL42DR3
FvH4_3g06460;26;30;16;3;7;28;28;34;7;2;4
FvH4_2g18680;506;459;429;567;583;488;343;398;624;485;596
FvH4_2g16020;7;3;0;0;3;0;3;0;0;0;0
FvH4_4g06440;620;509;509;979;206;3693;2427;2438;244;149;219
FvH4_1g28230;323;378;373;469;590;245;112;128;527;578;393
FvH4_4g18420;1321;1310;1162;1675;1891;1194;1012;1142;1559;1491;1734
FvH4_2g06690;0;0;0;0;0;1;0;0;0;0;0
FvH4_3g18410;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18411;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g04290;2155;2014;1903;2724;3047;1364;900;986;2283;1618;2068
FvH4_2g31640;1020;460;574;27;23;437;409;428;611;387;792
FvH4_1g28240;510;512;483;466;520;564;414;432;339;283;375
FvH4_3g06450;9;24;11;5;17;5;0;2;1;7;10
FvH4_c1g00140;7;11;11;10;12;13;14;12;3;13;15
FvH4_2g16010;83;85;67;10;15;1640;1541;1374;955;715;1295
FvH4_5g08840;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g16011;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18670;3;10;6;11;10;4;6;6;9;9;11
FvH4_1g16271;8;1;3;1;8;0;0;0;0;0;0
FvH4_4g06430;953;825;819;187;119;494;429;500;367;249;369
FvH4_1g16270;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g06431;0;0;0;0;1;0;0;2;0;3;0
FvH4_5g08848;0;0;0;0;0;0;0;0;0;0;1
FvH4_4g18410;75;65;51;19;15;4;1;2;4;5;4
FvH4_5g08847;0;0;0;0;0;0;0;0;1;0;0
FvH4_5g08846;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08845;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18421;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08844;50;43;42;40;25;42;49;42;38;38;42
FvH4_3g18420;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08843;22;15;29;26;30;21;14;22;11;8;4
FvH4_5g08842;0;1;0;0;0;0;0;0;0;0;0
FvH4_5g08841;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g21890;1364;1286;1325;810;1472;586;378;379;841;581;878
FvH4_7g33593;87;92;76;58;97;31;31;14;34;21;28
FvH4_7g33590;323;305;314;262;383;229;163;156;222;205;235
FvH4_7g33591;41;37;46;14;25;8;3;3;85;104;46
FvH4_7g33592;15;13;13;2;9;6;3;6;3;1;3
FvH4_1g16100;1357;1412;1315;1095;1738;874;662;602;1358;1084;1511
FvH4_1g16104;981;248;707;2;2;168;180;172;7;7;11
FvH4_1g16103;135;83;94;4;10;45;39;32;6;2;15
FvH4_1g18760;358;361;326;385;370;846;735;700;670;899;1051
FvH4_1g16102;1;4;8;1;3;112;63;90;1;1;2
FvH4_1g16101;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g06260;345;294;340;227;220;298;213;198;193;249;235
FvH4_4g33881;50;18;38;0;8;0;0;0;0;0;0
FvH4_4g33880;411;397;360;134;112;247;198;228;279;224;242
FvH4_6g08500;1443;874;919;549;294;2913;1684;1988;1641;1337;1286
FvH4_1g06780;3984;3549;3369;4764;4680;3222;3149;3510;2952;3187;4111
FvH4_4g18241;672;671;623;549;969;460;367;382;551;535;665
FvH4_1g04120;178;169;230;218;263;222;148;182;299;234;253
FvH4_4g18240;819;750;732;1016;1142;549;381;466;873;824;1029
FvH4_4g21880;0;2;1;1;3;3;7;0;9;9;3
FvH4_4g21881;0;0;0;1;0;0;0;0;0;1;0
FvH4_7g33580;89;88;73;28;38;15;9;15;149;180;126
FvH4_1g18750;24;25;26;1;3;1;1;0;2;1;2
FvH4_4g33890;143;84;137;9;36;117;21;62;59;32;12
FvH4_4g31230;1191;1225;1208;402;312;664;473;534;311;264;299
FvH4_1g28100;514;425;440;315;450;324;261;276;562;533;633
FvH4_1g06770;9;6;16;0;2;0;0;0;0;0;0
FvH4_4g18230;141;135;107;91;92;79;62;80;151;114;156
FvH4_1g04110;33;35;35;30;47;20;13;20;19;19;7
FvH4_4g21870;187;166;149;109;152;2962;2938;3226;2663;2181;3267
FvH4_1g16120;4;4;0;0;0;0;0;0;0;0;0
FvH4_4g06240;671;618;664;937;1093;612;474;528;650;737;850
FvH4_4g31240;73;42;40;17;16;3;6;2;8;4;5
FvH4_6g08520;1;3;0;0;2;0;0;0;0;0;0
FvH4_1g04140;0;0;1;1;0;177;161;168;100;64;108
FvH4_2g41182;1622;1709;1662;1254;1754;757;417;478;750;644;656
FvH4_4g18220;176;169;145;369;461;221;193;150;479;353;425
FvH4_2g41180;71;60;56;65;86;643;504;512;561;363;381
FvH4_2g41181;61;74;69;55;77;27;23;32;59;68;52
FvH4_1g06790;447;440;389;510;508;329;274;296;523;413;439
FvH4_4g21860;233;259;216;447;669;1295;1078;1120;2680;2195;2530
FvH4_1g18770;856;816;889;401;506;282;214;222;418;351;497
FvH4_4g08890;216;201;215;167;235;180;134;154;198;140;150
FvH4_4g31250;140;122;102;102;118;75;56;38;58;120;97
FvH4_4g06230;154;138;150;102;159;353;314;384;322;236;370
FvH4_6g08510;394;389;320;307;467;284;195;166;280;284;300
FvH4_4g18210;159;99;104;2;2;25;29;38;11;1;14
FvH4_1g04130;605;663;730;206;332;98;78;52;49;70;127
FvH4_4g18280;0;0;0;0;0;0;0;0;0;1;0
FvH4_6g21511;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g21510;314;250;280;61;81;130;127;146;56;40;74
FvH4_3g06400;51;47;55;71;46;20;14;16;27;15;63
FvH4_4g33840;0;0;0;0;0;1;0;0;0;0;0
FvH4_1g06740;91;114;84;125;125;45;21;22;73;60;54
FvH4_2g41160;594;598;596;532;590;2255;1583;1964;1740;1806;1579
FvH4_4g18271;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g18270;17;7;16;11;7;4;10;6;3;0;3
FvH4_6g21520;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g16190;53;150;107;2995;7505;23;1;2;843;932;186
FvH4_1g18710;2728;2483;2392;1593;1258;1802;1719;1858;1433;1062;2871
FvH4_4g06290;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g33850;1044;997;1021;566;636;397;280;318;331;349;312
FvH4_6g33500;255;289;271;297;426;151;141;168;189;166;213
FvH4_6g08532;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06730;633;596;574;448;491;683;479;642;478;324;389
FvH4_6g21530;109;130;89;102;76;146;144;150;172;193;264
FvH4_6g08531;2;1;5;7;6;2;3;0;6;2;13
FvH4_6g08530;42;8;25;4;0;0;0;0;0;0;0
FvH4_2g28171;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g28170;0;0;0;0;0;1;0;0;0;1;0
FvH4_2g41170;458;375;426;400;419;406;335;298;377;297;413
FvH4_4g18260;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g18741;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g06280;172;186;175;116;140;78;71;64;88;82;84
FvH4_1g18740;216;33;127;0;2;0;0;0;0;0;1
FvH4_4g06281;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g41140;4622;3990;4023;2497;3199;3958;3281;3520;2462;2260;2586
FvH4_1g06766;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g33860;1445;1402;1277;1645;2118;855;551;684;1371;1005;1226
FvH4_4g31200;1;1;2;1;0;0;0;0;3;0;0
FvH4_1g04100;6;2;3;2;8;1;2;0;0;1;1
FvH4_1g06763;76;65;83;124;148;37;24;32;112;86;148
FvH4_1g06762;4;3;4;2;2;2;2;0;1;1;2
FvH4_1g06765;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06764;0;0;0;3;2;1;2;2;5;3;3
FvH4_1g06761;11;20;12;7;14;15;6;16;14;17;8
FvH4_6g08560;15;15;11;18;18;2;4;4;6;7;6
FvH4_1g06760;435;377;365;299;417;422;254;268;354;286;290
FvH4_4g18261;0;0;0;0;0;0;0;0;1;1;0
FvH4_6g21500;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g18730;4;5;2;1;0;3;1;0;0;0;0
FvH4_4g06270;1572;1487;1471;1167;1155;1614;1321;1506;1302;1177;1399
FvH4_4g33870;128;140;118;37;41;95;92;120;55;79;93
FvH4_4g31210;172;220;162;1634;2693;314;190;210;1682;2832;3482
FvH4_4g31211;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g41150;181;171;138;119;83;60;92;114;110;244;289
FvH4_1g06750;0;0;0;0;0;2;0;0;0;0;0
FvH4_4g18250;2444;2138;2186;1589;1477;1097;882;982;1028;813;1285
FvH4_6g33540;1325;1207;1141;1122;1130;1036;721;794;742;475;777
FvH4_7g21520;1;0;0;0;0;0;0;0;0;0;1
FvH4_1g06700;62;59;42;53;47;37;48;64;68;57;62
FvH4_5g31270;1603;1528;1400;773;1206;700;591;578;751;935;1072
FvH4_5g18290;49;52;54;7;18;55;54;50;9;9;14
FvH4_6g45530;667;625;591;278;325;298;265;268;359;383;440
FvH4_6g21560;2187;2083;2000;1560;2444;1191;910;1126;1472;1443;1454
FvH4_7g33500;1863;1737;1606;1977;1871;1554;1518;1749;1735;1471;1819
FvH4_7g08560;60;94;47;280;165;20;220;248;1647;899;1780
FvH4_2g06802;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33550;746;762;779;2275;3110;594;552;520;885;784;885
FvH4_7g21512;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06800;349;334;280;165;293;213;142;194;208;253;336
FvH4_7g21511;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06801;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21510;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45520;1257;1084;976;1246;1334;652;449;572;785;693;710
FvH4_6g45521;152;150;128;48;43;33;36;50;66;33;22
FvH4_6g21570;360;291;305;360;322;429;384;392;373;318;313
FvH4_6g08570;0;0;0;0;0;0;0;0;6;2;3
FvH4_7g33530;139;124;92;149;166;201;142;203;352;284;352
FvH4_6g45500;51;47;60;53;53;41;39;28;46;89;67
FvH4_7g08570;8;6;6;2;5;4;1;4;5;4;1
FvH4_5g06290;29;30;20;28;37;103;82;78;95;69;81
FvH4_6g33520;96;84;108;81;56;39;34;36;102;104;111
FvH4_5g31254;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31255;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31252;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31253;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21550;1947;1887;2043;564;887;1707;1273;1352;783;714;783
FvH4_5g31250;188;253;227;246;311;1121;940;1130;1736;1151;1219
FvH4_6g33511;154;211;192;127;348;605;319;398;646;549;828
FvH4_5g31251;1;0;0;1;0;1;1;0;1;2;0
FvH4_6g33510;24;22;25;31;32;39;41;24;38;40;29
FvH4_6g21540;2;2;3;1;0;1;2;0;6;2;6
FvH4_6g21541;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18800;1108;1083;1136;1948;2371;718;380;392;1959;2082;1215
FvH4_5g18270;100;126;114;91;172;101;63;94;223;245;231
FvH4_1g06720;3938;3755;3853;1937;2684;2296;1868;1942;1617;1457;1450
FvH4_6g45510;508;480;524;364;369;222;127;180;194;223;237
FvH4_7g33520;58;28;30;0;0;1;1;2;3;0;0
FvH4_4g18290;32;24;9;9;0;0;2;0;10;5;10
FvH4_7g08580;7;0;0;1;2;1;2;0;0;1;1
FvH4_7g08581;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33530;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06820;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21531;59;55;55;114;97;40;46;48;109;100;134
FvH4_7g21530;20;12;13;5;25;0;0;0;0;0;1
FvH4_7g21532;108;93;108;117;90;87;66;72;66;79;73
FvH4_6g33521;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06710;31;19;21;0;0;1;0;0;0;1;0
FvH4_5g18280;58;41;22;14;19;12;16;24;9;6;13
FvH4_6g21550;731;632;700;746;965;1490;1048;1352;2851;2556;2559
FvH4_6g08591;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g08590;0;0;0;0;0;0;0;0;0;1;0
FvH4_7g33550;37;47;41;46;105;6387;4905;5004;4135;4592;4166
FvH4_3g43390;880;791;718;731;1033;264;180;184;310;248;368
FvH4_7g08590;94;44;32;10;0;18486;14945;16240;7661;4310;11099
FvH4_7g21571;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21570;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45570;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g33540;4202;4608;4227;4065;4730;879;456;504;1984;2212;2488
FvH4_6g33591;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33590;2946;2543;2841;3765;3457;1747;1110;1226;2222;1689;577
FvH4_6g33593;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33592;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21560;61;53;103;0;4;11;7;12;7;5;7
FvH4_6g45560;0;1;0;0;0;0;0;0;0;0;0
FvH4_4g31270;661;495;516;534;444;366;274;292;543;426;529
FvH4_7g33570;140;134;137;99;120;24;32;24;20;18;50
FvH4_6g33561;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33560;249;223;220;292;398;928;752;814;437;392;524
FvH4_7g21590;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31290;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45551;0;2;0;0;0;2;0;0;0;1;0
FvH4_6g21580;41;30;43;26;42;20;15;10;11;19;29
FvH4_4g31280;12;8;4;11;10;27;22;26;36;24;42
FvH4_6g45550;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g33560;4;0;0;4;1;9;2;10;14;6;16
FvH4_7g33561;663;704;714;452;570;268;208;204;309;271;366
FvH4_6g33570;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31283;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31284;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31281;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21580;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31282;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31280;0;0;0;0;0;37;19;22;1;0;0
FvH4_4g31290;396;341;319;119;138;40;37;56;20;7;11
FvH4_4g31291;17;16;2;12;12;48;27;26;12;7;10
FvH4_6g21590;312;302;302;168;181;134;92;116;85;78;126
FvH4_5g31300;657;711;560;661;1124;370;241;252;468;349;410
FvH4_5g31301;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31310;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33970;1374;1293;1250;1028;1082;609;379;452;585;408;519
FvH4_6g45490;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31370;73;56;34;47;68;36;16;18;42;24;44
FvH4_5g06350;478;439;377;570;749;17969;15265;15268;7582;9198;11272
FvH4_2g18740;74;66;80;142;138;14;6;12;41;58;50
FvH4_3g31373;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31374;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31371;33;16;22;13;13;6;5;10;9;10;1
FvH4_3g31372;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21990;22;29;29;9;5;1;1;0;5;5;7
FvH4_2g31700;207;271;269;29;6;5;8;4;3;2;6
FvH4_2g31701;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21972;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g04100;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18340;274;225;214;60;54;70;103;94;78;38;105
FvH4_2g06760;90;76;72;81;97;300;254;230;277;241;226
FvH4_3g43340;50;34;42;8;14;7;9;16;2;4;15
FvH4_3g43342;68;69;72;69;71;41;23;20;24;25;21
FvH4_3g43341;90;83;91;136;181;30;31;34;52;45;48
FvH4_3g43343;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33960;79;89;76;43;45;22;10;14;21;19;22
FvH4_6g45480;576;533;503;711;1083;450;315;314;822;814;1006
FvH4_5g06360;649;500;555;737;857;396;309;364;858;691;667
FvH4_5g06361;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18730;855;792;731;708;838;555;490;512;565;548;662
FvH4_3g06390;1317;1379;1220;1415;2317;503;344;384;949;1034;876
FvH4_3g31360;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31361;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21980;73;74;62;58;127;0;0;0;0;0;1
FvH4_2g31730;1482;1411;1425;1801;2168;1242;843;936;1543;1598;1445
FvH4_5g18310;18;14;13;5;8;7;5;26;5;14;11
FvH4_2g06770;94;111;141;458;932;9;2;2;0;1;7
FvH4_2g04110;724;658;637;607;716;290;216;230;454;387;450
FvH4_3g43370;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33481;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33480;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18761;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33950;4;6;7;0;0;4;0;0;0;0;3
FvH4_2g18760;1;0;0;0;2;0;0;0;0;0;0
FvH4_5g06330;85;93;58;102;86;108;76;80;118;101;140
FvH4_3g06380;122;85;46;8;11;77;43;82;53;32;73
FvH4_5g08990;286;328;305;267;303;221;232;272;259;253;288
FvH4_2g16100;2;3;1;0;1;0;1;0;1;0;0
FvH4_2g18762;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31390;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45470;200;167;147;143;140;72;72;90;101;113;120
FvH4_5g21970;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21971;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g04120;431;478;349;74;85;8;4;2;36;93;54
FvH4_5g18320;0;0;0;1;0;0;0;0;0;0;0
FvH4_6g33490;0;2;0;0;1;0;1;2;0;1;0
FvH4_2g31720;660;713;682;849;1097;1209;1080;1158;1889;1934;2453
FvH4_5g18321;87;87;70;1;1;1;3;6;1;1;2
FvH4_2g06780;28;48;44;635;1446;0;0;0;2;1;3
FvH4_2g06781;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33930;143;126;150;164;199;68;43;48;81;68;87
FvH4_2g18750;48;59;31;17;20;24;26;32;30;12;34
FvH4_5g06340;531;405;398;222;187;345;270;346;340;318;429
FvH4_3g31380;54;92;98;85;113;62;38;58;104;176;130
FvH4_3g06370;547;535;479;676;1237;334;212;216;877;666;960
FvH4_3g31381;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31384;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31385;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31382;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31383;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31710;103;122;104;129;235;72;61;74;156;130;181
FvH4_6g45460;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31386;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45461;1904;1849;1783;1270;2539;1807;1380;1488;2383;2241;2843
FvH4_5g21960;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18370;73;41;60;30;43;22;18;14;17;10;10
FvH4_3g45970;7;8;6;1;4;3;0;2;2;1;1
FvH4_5g06390;157;176;153;19;7;177;124;150;71;43;135
FvH4_2g06710;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06711;100;94;92;179;135;111;78;78;142;133;199
FvH4_3g43310;632;626;592;525;868;77;30;50;175;186;162
FvH4_7g08510;47;78;56;21;15;14;10;6;8;7;8
FvH4_5g31351;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31350;75;84;61;76;113;8;1;0;6;4;1
FvH4_5g06391;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g06392;110;113;116;356;212;610;316;324;733;750;342
FvH4_4g08920;3;4;0;3;9;118;126;114;360;392;348
FvH4_3g31330;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18701;0;0;0;0;0;2;0;0;0;0;0
FvH4_3g33990;122;129;111;238;350;87;53;60;186;128;131
FvH4_2g18700;0;0;0;0;0;0;1;0;0;0;1
FvH4_4g08921;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06720;139;118;145;117;119;113;69;112;121;123;161
FvH4_3g18360;143;101;126;170;142;137;98;96;135;123;131
FvH4_3g45960;448;416;313;791;1124;253;171;200;611;529;611
FvH4_3g43300;146;148;157;67;101;683;486;500;399;359;140
FvH4_7g08520;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g08521;2;0;1;1;0;1;0;0;0;1;0
FvH4_7g08522;4;10;12;10;9;6;3;10;4;4;4
FvH4_7g08523;70;78;64;71;90;55;32;48;38;29;37
FvH4_5g31342;1;7;1;0;2;0;0;0;0;0;0
FvH4_5g31340;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31341;0;2;0;0;1;0;0;0;1;0;0
FvH4_4g08911;3;2;0;3;6;0;2;2;0;1;4
FvH4_5g18380;1704;1427;1341;1916;2104;1386;1095;1272;1148;873;1236
FvH4_4g08910;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06730;1401;1163;1203;275;322;877;781;794;562;458;836
FvH4_2g06731;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18371;47;105;45;424;276;56;142;138;1905;2069;2287
FvH4_3g18370;46;75;47;481;392;72;69;106;2834;2274;2404
FvH4_5g18350;959;896;753;1058;1208;492;339;408;561;667;653
FvH4_3g45990;2349;2142;2032;2617;2383;2152;1573;1682;1877;1237;1417
FvH4_3g43330;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21500;88;76;65;23;8;5;5;10;6;3;9
FvH4_5g31330;702;570;588;434;535;457;457;510;349;154;269
FvH4_5g33990;1;1;0;1;3;1209;769;842;901;841;855
FvH4_2g18720;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g06370;3;0;1;0;0;0;1;0;2;0;2
FvH4_3g31351;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08900;163;153;152;260;326;736;475;504;421;281;151
FvH4_3g31350;0;3;2;1;0;4;0;2;2;0;2
FvH4_4g08902;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08901;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06740;50;30;34;4;8;5;9;16;2;0;3
FvH4_7g08540;146;133;137;99;77;103;78;84;61;36;75
FvH4_3g18380;2402;1856;3542;386;1078;131;81;76;711;1238;998
FvH4_5g18360;885;709;833;252;262;395;363;394;242;164;200
FvH4_3g18382;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18381;0;0;0;0;1;0;0;0;0;0;0
FvH4_3g43320;11;8;8;9;7;9;13;12;8;12;7
FvH4_3g45980;2;0;2;0;0;22;14;4;12;17;24
FvH4_5g33980;2;2;3;18;25;218;92;122;221;329;194
FvH4_2g18710;943;900;878;1080;1425;858;623;728;923;843;943
FvH4_5g06380;300;260;267;254;339;219;232;228;279;233;330
FvH4_3g31340;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18383;77;119;71;46;172;0;0;0;3;13;8
FvH4_2g18711;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g28170;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g33942;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31790;68;44;45;15;10;36;31;28;33;19;38
FvH4_5g21900;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21901;4;5;1;2;1;3;2;0;0;0;1
FvH4_3g08980;5;5;3;1;8;11;17;14;13;16;11
FvH4_3g21960;1;2;0;4;0;1;2;4;3;0;5
FvH4_3g21961;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g33910;9;5;5;0;0;564;245;324;19;5;3
FvH4_2g16160;76;79;73;131;117;59;48;64;58;50;80
FvH4_3g45930;2952;3449;2957;3691;8187;804;478;560;2033;2392;2984
FvH4_3g45931;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g06320;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g16180;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g41120;585;641;599;299;486;535;397;424;439;387;474
FvH4_4g06300;350;265;332;32;41;66;37;42;22;11;21
FvH4_4g06301;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18311;131;120;115;54;75;126;85;128;61;49;72
FvH4_2g04170;213;189;210;69;94;109;79;62;38;57;49
FvH4_3g18310;393;309;305;297;381;208;136;172;165;141;186
FvH4_2g28140;3;6;1;0;0;1;4;2;3;5;1
FvH4_1g28180;27;19;27;15;22;14;10;22;21;17;5
FvH4_1g28181;1;0;2;1;1;0;0;0;1;1;0
FvH4_2g31780;0;0;0;0;0;0;0;2;0;0;0
FvH4_1g28182;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g04190;316;301;357;15;19;27;18;18;29;44;15
FvH4_3g08970;629;613;546;502;688;10810;9906;10814;7560;5863;8769
FvH4_3g21970;628;555;485;270;324;255;195;294;168;127;171
FvH4_4g33920;0;0;1;0;0;22;12;10;22;5;9
FvH4_4g33921;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g45920;4511;4307;4154;4138;5776;1331;894;910;1833;2122;1929
FvH4_3g06310;712;874;779;1437;3073;848;627;618;2156;2319;3270
FvH4_3g45910;155;170;130;318;473;1118;933;906;1988;2411;2696
FvH4_2g41130;365;390;388;132;228;689;622;720;528;400;738
FvH4_3g45911;1610;1526;1481;1542;1726;1022;740;806;1089;899;1118
FvH4_1g16171;50;42;36;2;3;275;191;258;17;9;17
FvH4_4g08951;0;0;0;0;0;1;1;2;0;0;0
FvH4_1g16170;84;102;63;82;96;15;8;20;16;8;17
FvH4_4g08950;0;0;0;0;0;27;22;18;0;0;0
FvH4_4g08952;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g21910;16;9;16;2;6;44;14;10;21;29;8
FvH4_3g18320;467;359;363;149;144;333;278;316;158;94;145
FvH4_3g33941;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g33940;1097;997;973;2765;2190;626;423;448;995;775;913
FvH4_2g04180;782;704;709;656;673;510;412;446;505;448;642
FvH4_4g21911;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08940;9;16;9;0;1;29;23;24;13;12;26
FvH4_c3g00050;0;0;0;1;0;2;0;6;6;1;2
FvH4_1g28150;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g33931;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g33930;44;36;34;9;29;28;8;8;14;8;1
FvH4_3g06300;3531;3541;3380;5778;8052;1947;1591;1822;3452;3718;4427
FvH4_2g16180;973;735;888;75;137;247;88;92;101;111;63
FvH4_3g45950;1425;1394;1371;2028;2377;937;808;892;1223;1038;1204
FvH4_3g08960;0;0;0;0;0;0;0;0;1;0;0
FvH4_3g21980;755;761;627;140;149;122;225;276;211;141;273
FvH4_c3g00020;3;7;15;7;13;20;15;22;30;9;14
FvH4_c3g00021;0;5;8;13;6;13;37;30;44;18;29
FvH4_c2g00050;0;1;0;0;1;0;0;0;0;0;1
FvH4_c2g00051;0;0;0;3;6;1;0;0;0;1;1
FvH4_2g41100;2126;1423;1744;106;74;183;143;172;100;67;110
FvH4_4g08940;0;0;1;0;0;0;0;0;0;0;0
FvH4_4g33940;565;374;472;11;3;75;158;194;35;23;68
FvH4_3g33970;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18331;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08912;0;0;0;0;0;0;0;0;0;0;0
