Name;FK0HR1;FK0HR2;FK0HR3;FK42DR1;FK42DR2;FK42DR3;FL0HR1;FL0HR2;FL0HR3;FL42DR1;FL42DR2;FL42DR3
FvH4_2g18660;213;228;285;43;39;32;82;96;85;34;42;21
FvH4_4g06460;1415;1390;1447;2008;1668;1218;868;1551;952;1943;2274;1981
FvH4_1g16261;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g16260;280;286;346;87;85;59;139;190;201;232;232;181
FvH4_3g06480;2000;1890;2115;1118;1028;937;772;1381;992;1206;1422;825
FvH4_2g04020;71;63;71;50;42;39;103;137;113;111;167;88
FvH4_1g04270;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31620;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g04271;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31621;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21810;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06680;404;351;416;410;363;328;144;261;213;345;495;297
FvH4_1g28260;1370;1333;1444;1535;1069;983;452;806;552;1213;1349;1112
FvH4_3g06470;220;222;219;135;201;109;823;875;990;417;460;460
FvH4_2g18651;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18650;953;857;880;835;744;590;819;1608;837;977;1666;901
FvH4_4g06450;120;111;93;73;40;37;73;76;93;100;110;83
FvH4_1g16250;1510;1451;1727;1303;1020;809;555;520;682;1207;952;1119
FvH4_4g18430;0;0;2;9;7;5;0;0;0;0;0;0
FvH4_1g04272;0;0;0;0;0;0;0;0;0;2;0;0
FvH4_2g04031;177;163;200;92;85;100;56;49;56;80;87;70
FvH4_2g04030;106;121;120;101;93;66;55;61;71;49;55;45
FvH4_2g28000;1343;1288;1383;415;292;249;925;987;1003;493;676;545
FvH4_5g21800;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31650;451;414;472;17;14;11;17;14;31;27;29;11
FvH4_3g06460;165;148;136;17;5;12;6;6;17;12;10;7
FvH4_2g18680;627;622;657;322;323;252;334;370;387;341;349;317
FvH4_2g16020;12;10;8;3;1;0;0;0;0;0;0;0
FvH4_4g06440;1519;1553;1600;98;102;82;2561;3033;2913;219;191;229
FvH4_1g28230;262;262;256;922;690;537;332;492;251;336;985;381
FvH4_4g18420;1943;1845;1900;1315;1094;1109;804;1588;891;1585;2015;1547
FvH4_2g06690;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18410;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18411;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g04290;2841;2728;2888;2393;2113;1887;1015;1384;1197;1924;2073;2013
FvH4_2g31640;126;132;136;37;31;25;441;484;652;549;536;428
FvH4_1g28240;614;577;629;477;534;462;455;407;474;291;379;261
FvH4_3g06450;2;6;7;1;5;6;4;42;5;18;20;22
FvH4_c1g00140;9;11;4;5;1;1;4;1;5;5;5;6
FvH4_2g16010;195;160;144;100;79;61;1768;1118;1883;2126;1261;1846
FvH4_5g08840;32;29;25;20;4;4;13;11;17;3;13;4
FvH4_2g16011;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18670;18;11;7;9;8;9;7;19;9;27;27;17
FvH4_1g16271;10;14;9;2;5;0;0;0;0;0;0;0
FvH4_4g06430;884;914;1065;125;122;124;425;429;539;290;231;259
FvH4_1g16270;8;12;17;3;1;3;1;2;5;11;25;9
FvH4_4g06431;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08848;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g18410;28;31;23;1;2;0;2;0;1;3;3;3
FvH4_5g08847;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08846;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08845;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18421;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08844;63;57;66;16;28;23;19;18;17;1;14;13
FvH4_3g18420;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08843;28;24;33;16;22;23;9;6;7;4;5;3
FvH4_5g08842;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08841;1;1;0;0;0;0;1;0;0;0;0;1
FvH4_4g21890;863;836;1143;777;371;365;975;757;904;923;1212;1117
FvH4_7g33593;0;0;0;0;0;0;0;4;0;0;0;0
FvH4_7g33590;263;295;328;161;101;101;119;151;127;157;192;169
FvH4_7g33591;8;10;5;2;3;4;6;7;2;5;16;14
FvH4_7g33592;0;1;0;0;0;1;0;0;0;0;0;0
FvH4_1g16100;995;902;1073;852;615;502;398;594;534;1154;1065;1109
FvH4_1g16104;287;258;319;15;12;7;101;75;100;5;4;11
FvH4_1g16103;243;221;259;43;38;38;28;26;35;3;1;6
FvH4_1g18760;499;454;485;434;404;382;287;353;337;519;563;500
FvH4_1g16102;0;3;1;0;0;0;0;9;2;0;2;0
FvH4_1g16101;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g06260;672;654;650;240;200;193;328;403;386;257;316;242
FvH4_4g33881;73;63;75;6;0;0;0;0;0;0;0;0
FvH4_4g33880;546;531;646;123;136;105;199;228;208;134;212;133
FvH4_6g08500;4461;3023;4624;1823;999;1262;1697;2659;1660;1335;1310;1077
FvH4_1g06780;5364;5100;5733;4170;3496;3509;1637;3417;2294;3471;3984;2660
FvH4_4g18241;885;778;846;557;380;351;435;496;410;580;641;546
FvH4_1g04120;204;255;265;163;114;120;190;181;146;205;250;192
FvH4_4g18240;1303;1187;1231;941;985;783;438;676;543;959;1095;905
FvH4_4g21880;0;0;0;0;0;2;2;7;2;2;4;1
FvH4_4g21881;0;0;0;0;0;1;0;0;0;0;0;0
FvH4_7g33580;35;46;46;11;3;5;8;13;1;24;45;31
FvH4_1g18750;45;64;70;33;28;16;0;0;1;1;3;1
FvH4_4g33890;78;79;78;40;28;21;73;121;81;43;162;30
FvH4_4g31230;910;848;1050;288;232;196;724;764;748;101;334;113
FvH4_1g28100;206;201;261;214;119;98;237;251;346;590;625;592
FvH4_1g06770;1;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g18230;230;226;227;192;197;176;71;102;95;227;216;198
FvH4_1g04110;49;47;46;30;21;12;44;38;34;13;20;20
FvH4_4g21870;334;325;292;170;145;107;2482;1666;3207;3968;3104;3982
FvH4_1g16120;2;3;2;0;0;0;0;0;0;0;0;0
FvH4_4g06240;832;793;757;895;708;637;616;620;572;672;731;635
FvH4_4g31240;81;82;90;34;22;29;4;11;4;1;0;2
FvH4_6g08520;0;0;0;11;7;6;0;0;0;0;0;0
FvH4_1g04140;11;7;8;1;1;2;113;76;172;133;150;156
FvH4_2g41182;1550;1469;1507;1533;1126;1103;518;523;517;730;886;681
FvH4_4g18220;259;245;258;413;367;317;198;335;226;452;701;409
FvH4_2g41180;202;164;180;158;154;133;499;525;587;634;674;597
FvH4_2g41181;43;40;35;58;39;34;23;50;30;38;76;41
FvH4_1g06790;572;570;569;329;315;300;253;391;330;486;612;464
FvH4_4g21860;361;356;400;497;444;322;652;1497;893;2054;2712;2102
FvH4_1g18770;906;812;898;471;354;351;238;366;317;558;468;451
FvH4_4g08890;232;235;285;114;83;59;190;234;192;126;145;117
FvH4_4g31250;93;111;117;105;89;72;99;73;78;67;150;71
FvH4_4g06230;176;119;158;145;73;68;401;394;508;424;429;435
FvH4_6g08510;274;283;340;201;107;80;161;241;222;174;228;159
FvH4_4g18210;369;390;485;7;8;7;7;7;19;34;12;0
FvH4_1g04130;267;244;302;353;283;253;139;97;148;101;77;97
FvH4_4g18280;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g21511;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g21510;692;623;824;45;71;48;190;139;256;116;76;77
FvH4_3g06400;93;68;101;59;65;60;16;18;28;27;12;9
FvH4_4g33840;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06740;94;95;92;91;79;78;16;53;45;45;114;51
FvH4_2g41160;573;552;628;514;375;346;1313;1318;1598;1553;1918;1508
FvH4_4g18271;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g18270;9;6;9;0;3;0;4;6;17;5;9;8
FvH4_6g21520;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g16190;77;86;42;1177;1013;1133;29;74;15;102;1339;301
FvH4_1g18710;5603;4759;5581;1763;2656;2360;1058;976;1377;1099;1020;972
FvH4_4g06290;0;0;0;1;0;0;0;0;0;0;0;0
FvH4_4g33850;1194;1188;1287;463;388;392;310;393;362;174;332;204
FvH4_6g33500;458;410;425;216;188;154;97;103;135;139;147;135
FvH4_6g08532;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06730;871;832;808;373;342;339;511;435;500;197;302;204
FvH4_6g21530;163;145;189;94;52;58;216;191;263;217;229;176
FvH4_6g08531;5;10;5;4;1;7;2;0;6;9;6;4
FvH4_6g08530;37;37;19;5;15;6;7;1;1;0;0;0
FvH4_2g28171;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g28170;0;1;0;0;0;0;0;1;0;0;0;0
FvH4_2g41170;602;653;703;233;162;139;305;351;372;392;371;297
FvH4_4g18260;0;1;1;0;0;0;0;0;0;1;0;0
FvH4_1g18741;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g06280;226;188;236;141;174;140;80;79;100;78;95;72
FvH4_1g18740;3;5;1;2;2;1;0;2;0;0;0;0
FvH4_4g06281;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g41140;6388;6692;7422;3357;3536;3111;3020;3142;3606;2359;2884;2335
FvH4_1g06766;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g33860;1799;1729;1998;1238;1262;960;713;1062;912;1006;1212;940
FvH4_4g31200;3;2;5;0;0;2;3;3;6;0;1;0
FvH4_1g04100;7;3;1;2;6;1;4;3;2;2;4;3
FvH4_1g06763;12;10;10;39;46;38;2;32;7;67;44;41
FvH4_1g06762;1;4;0;1;1;0;3;3;1;1;1;2
FvH4_1g06765;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06764;0;0;1;0;2;0;0;3;0;0;2;1
FvH4_1g06761;12;7;9;4;12;3;20;16;15;8;12;4
FvH4_6g08560;15;18;11;17;4;5;3;4;3;5;6;5
FvH4_1g06760;247;271;306;231;158;124;279;391;277;230;400;238
FvH4_4g18261;0;0;0;0;0;0;0;0;0;0;0;1
FvH4_6g21500;0;0;1;0;0;0;0;0;1;0;0;0
FvH4_1g18730;1;2;4;1;0;0;0;0;0;0;0;0
FvH4_4g06270;1669;1653;1617;1176;1063;948;1006;1117;1227;1411;1317;1215
FvH4_4g33870;350;294;340;67;43;57;73;75;106;85;76;53
FvH4_4g31210;161;133;227;1956;1984;1379;360;819;360;2241;1887;1847
FvH4_4g31211;0;1;0;0;0;0;0;0;0;0;1;0
FvH4_2g41150;489;495;584;27;27;14;22;27;47;124;84;56
FvH4_1g06750;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g18250;3194;2972;3123;1715;1423;1276;800;899;970;1124;953;936
FvH4_6g33540;1585;1620;1808;761;740;624;600;753;731;441;542;506
FvH4_7g21520;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06700;53;42;57;7;4;10;4;23;9;7;19;10
FvH4_5g31270;1347;1400;1422;951;744;572;316;414;425;1043;928;978
FvH4_5g18290;93;79;158;14;41;16;161;109;165;12;4;6
FvH4_6g45530;528;472;574;223;203;190;136;258;128;214;220;165
FvH4_6g21560;2137;2011;2263;1805;1514;1180;963;1216;1160;1718;1792;1811
FvH4_7g33500;4107;4268;4260;2449;1870;1771;1390;2477;1726;2132;2478;1729
FvH4_7g08560;374;263;186;93;99;87;20;97;74;870;245;676
FvH4_2g06802;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33550;822;724;824;2893;2625;2099;388;711;402;851;773;812
FvH4_7g21512;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06800;288;280;273;236;184;150;171;204;174;318;290;341
FvH4_7g21511;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06801;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21510;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45520;948;935;1080;515;447;410;216;498;279;291;397;225
FvH4_6g45521;2923;2625;2757;26;17;41;104;286;114;20;15;16
FvH4_6g21570;678;634;695;279;297;287;259;330;372;212;297;204
FvH4_6g08570;0;0;0;0;0;0;0;2;0;0;0;0
FvH4_7g33530;124;105;111;213;146;95;186;281;219;367;381;366
FvH4_6g45500;67;56;55;37;11;32;15;74;23;45;56;41
FvH4_7g08570;3;19;12;15;11;5;14;4;2;2;7;8
FvH4_5g06290;61;35;59;34;26;27;77;95;79;56;143;68
FvH4_6g33520;464;459;432;615;711;485;192;210;179;209;320;232
FvH4_5g31254;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31255;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31252;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31253;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21550;2105;1879;2045;448;324;328;1184;1151;1350;273;412;227
FvH4_5g31250;336;256;328;244;112;128;651;754;855;1559;1705;1562
FvH4_6g33511;96;101;113;254;157;114;517;355;618;1370;1035;1305
FvH4_5g31251;0;0;0;0;0;0;0;2;0;3;3;0
FvH4_6g33510;39;29;38;28;17;17;16;22;18;38;53;45
FvH4_6g21540;13;10;9;1;0;0;1;1;1;1;1;0
FvH4_6g21541;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18800;862;849;998;926;602;513;693;1214;523;546;1336;593
FvH4_5g18270;97;83;83;167;113;91;84;189;72;215;313;203
FvH4_1g06720;4245;3785;4142;2198;1897;1707;1989;2296;2050;1197;1611;1024
FvH4_6g45510;234;224;266;157;95;80;146;178;156;147;181;152
FvH4_7g33520;0;0;2;0;0;0;0;0;0;0;1;0
FvH4_4g18290;0;2;0;0;1;2;1;1;0;5;1;8
FvH4_7g08580;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g08581;8;19;8;17;14;10;82;76;58;50;54;43
FvH4_6g33530;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06820;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21531;135;148;167;114;160;167;47;157;51;177;216;129
FvH4_7g21530;6;6;6;17;9;8;0;0;0;0;0;0
FvH4_7g21532;151;122;144;79;65;67;33;48;51;44;87;47
FvH4_6g33521;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06710;7;9;24;0;0;0;1;4;3;0;2;3
FvH4_5g18280;344;292;279;33;42;25;5;5;21;24;19;2
FvH4_6g21550;355;300;349;594;571;480;730;1564;872;1503;2200;1787
FvH4_6g08591;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g08590;17;21;21;4;1;10;6;6;13;9;1;8
FvH4_7g33550;69;71;76;191;131;111;5260;5718;5780;4657;5329;4681
FvH4_3g43390;199;229;219;276;243;170;21;24;12;15;10;8
FvH4_7g08590;215;148;141;2;13;13;9716;9535;13838;6503;3544;6443
FvH4_7g21571;2;0;1;1;0;0;0;3;1;1;0;0
FvH4_7g21570;3;7;6;2;0;2;4;4;0;2;4;2
FvH4_6g45570;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g33540;2248;2151;1989;3613;3798;2854;1058;1964;1001;1692;1623;1749
FvH4_6g33591;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33590;1429;1405;1428;570;688;636;1543;2102;1866;534;3315;571
FvH4_6g33593;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33592;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21560;10;6;10;1;0;3;5;7;6;1;4;2
FvH4_6g45560;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g31270;681;657;706;281;282;185;222;324;230;253;441;261
FvH4_7g33570;166;188;229;26;10;7;12;5;14;16;13;6
FvH4_6g33561;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33560;180;193;165;141;90;74;631;545;730;376;314;404
FvH4_7g21590;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31290;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45551;0;0;0;0;0;0;0;1;1;0;1;0
FvH4_6g21580;87;71;79;50;40;23;14;22;29;37;38;29
FvH4_4g31280;41;37;39;25;17;17;18;56;40;44;107;54
FvH4_6g45550;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g33560;5;5;2;3;4;5;8;8;16;47;36;45
FvH4_7g33561;649;596;632;630;618;525;242;237;342;357;218;285
FvH4_6g33570;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31283;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31284;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31281;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21580;9;4;12;0;4;0;2;4;2;5;7;1
FvH4_5g31282;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31280;0;0;0;0;0;0;25;23;33;0;0;0
FvH4_4g31290;223;247;264;220;207;273;41;59;73;11;18;19
FvH4_4g31291;24;17;22;12;11;11;21;14;31;9;14;9
FvH4_6g21590;254;169;203;172;86;66;118;99;113;66;94;70
FvH4_5g31300;1003;859;964;1891;2011;1364;382;440;413;678;860;691
FvH4_5g31301;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31310;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33970;2146;1990;2182;715;662;576;378;483;459;212;319;190
FvH4_6g45490;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31370;0;0;0;0;0;0;0;3;0;0;0;0
FvH4_5g06350;928;843;861;947;987;866;11797;9006;12359;11241;11724;10099
FvH4_2g18740;42;34;57;83;89;87;7;21;2;22;37;18
FvH4_3g31373;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31374;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31371;0;0;0;0;0;0;0;1;0;0;0;0
FvH4_3g31372;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21990;38;35;36;4;18;14;1;15;2;0;3;1
FvH4_2g31700;355;330;352;21;25;27;26;61;32;1;0;4
FvH4_2g31701;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21972;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g04100;1;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18340;218;209;268;150;118;93;48;30;110;45;15;98
FvH4_2g06760;103;88;97;45;36;33;155;228;224;193;278;187
FvH4_3g43340;248;235;313;9;5;11;9;3;10;18;13;5
FvH4_3g43342;64;41;45;159;121;110;22;30;21;72;129;84
FvH4_3g43341;76;67;76;100;90;74;32;48;30;52;48;28
FvH4_3g43343;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33960;69;71;86;28;21;24;11;20;13;13;21;15
FvH4_6g45480;602;583;603;964;710;603;359;503;430;1018;978;838
FvH4_5g06360;542;496;553;606;558;476;368;597;440;392;710;448
FvH4_5g06361;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18730;1408;1348;1424;957;974;848;519;545;589;659;803;583
FvH4_3g06390;985;914;1070;1739;1268;996;450;612;456;1078;1492;1135
FvH4_3g31360;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31361;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21980;163;140;145;218;222;150;0;2;0;1;2;0
FvH4_2g31730;2022;1834;1913;1715;1574;1444;1049;1408;1122;1842;2683;1878
FvH4_5g18310;31;25;29;15;6;7;18;12;15;16;11;6
FvH4_2g06770;13;11;59;24;12;38;1;0;2;0;1;0
FvH4_2g04110;554;503;539;755;709;608;267;356;304;324;465;296
FvH4_3g43370;18;19;11;7;2;2;10;3;9;8;22;15
FvH4_6g33481;0;0;0;0;0;0;0;0;0;0;0;1
FvH4_6g33480;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18761;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33950;12;6;5;4;1;3;2;1;0;0;1;0
FvH4_2g18760;0;0;0;1;0;0;0;0;0;0;0;0
FvH4_5g06330;170;158;197;139;118;140;62;175;71;193;247;144
FvH4_3g06380;166;203;209;25;23;9;38;36;77;84;76;81
FvH4_5g08990;373;392;356;220;189;189;167;266;237;434;472;369
FvH4_2g16100;6;2;3;1;0;0;0;0;0;1;1;0
FvH4_2g18762;64;65;72;97;85;83;36;24;23;39;52;36
FvH4_3g31390;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45470;398;417;443;324;299;220;84;87;115;687;469;695
FvH4_5g21970;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21971;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g04120;55;52;49;33;31;28;11;19;2;16;84;31
FvH4_5g18320;0;0;0;0;0;0;0;1;0;0;0;1
FvH4_6g33490;0;0;0;0;0;0;0;0;0;0;2;0
FvH4_2g31720;1197;1052;1173;1195;978;812;931;1518;1282;2522;2033;2662
FvH4_5g18321;667;673;851;2;1;2;1;0;0;0;4;1
FvH4_2g06780;11;9;76;36;28;236;0;1;1;0;2;0
FvH4_2g06781;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33930;114;138;122;116;109;94;42;54;57;61;59;55
FvH4_2g18750;27;55;60;20;12;9;12;7;29;20;13;16
FvH4_5g06340;780;745;877;249;213;129;426;441;513;359;395;311
FvH4_3g31380;38;24;25;135;74;76;25;47;16;50;57;45
FvH4_3g06370;398;348;370;1123;991;777;300;449;396;1171;1028;1347
FvH4_3g31381;0;0;0;0;0;0;0;0;1;0;0;0
FvH4_3g31384;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31385;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31382;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31383;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31710;102;100;96;104;83;74;53;96;58;221;192;171
FvH4_6g45460;0;1;0;0;0;0;0;0;0;0;0;0
FvH4_3g31386;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45461;1826;1592;1814;2388;1948;1853;1198;1715;1450;3090;3119;2843
FvH4_5g21960;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18370;29;34;37;45;25;30;7;18;17;6;9;11
FvH4_3g45970;10;20;19;11;6;2;3;0;1;5;0;5
FvH4_5g06390;195;206;294;25;40;29;104;118;174;99;68;74
FvH4_2g06710;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06711;184;178;158;144;155;168;77;94;98;127;122;96
FvH4_3g43310;278;235;312;532;478;426;17;86;29;70;196;55
FvH4_7g08510;45;45;66;20;21;13;11;12;28;11;21;16
FvH4_5g31351;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31350;112;94;102;84;78;53;22;16;22;24;50;21
FvH4_5g06391;0;0;1;0;0;0;0;2;0;0;0;0
FvH4_5g06392;386;350;444;202;284;223;1423;1837;719;143;779;165
FvH4_4g08920;7;1;8;9;0;6;116;200;160;281;477;284
FvH4_3g31330;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18701;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g33990;98;91;97;116;83;62;29;116;25;90;113;77
FvH4_2g18700;0;0;0;0;0;0;0;0;0;0;0;1
FvH4_4g08921;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06720;134;138;131;80;99;72;104;95;96;137;164;97
FvH4_3g18360;156;147;160;117;101;96;91;131;119;106;126;81
FvH4_3g45960;611;579;563;846;710;610;163;353;231;471;663;486
FvH4_3g43300;67;54;55;33;24;28;1166;1278;1133;124;613;108
FvH4_7g08520;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g08521;0;0;0;1;0;0;1;1;1;0;1;0
FvH4_7g08522;9;12;16;4;3;2;4;8;8;5;3;4
FvH4_7g08523;113;108;121;87;73;48;42;43;53;45;47;43
FvH4_5g31342;0;0;0;0;0;1;0;0;0;1;2;0
FvH4_5g31340;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31341;1;0;0;0;0;0;0;0;1;0;1;0
FvH4_4g08911;0;0;0;0;0;0;0;0;0;0;1;0
FvH4_5g18380;2314;2192;2387;1587;1426;1196;771;1063;976;837;978;745
FvH4_4g08910;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06730;1733;1743;1970;340;331;305;793;789;1066;650;596;559
FvH4_2g06731;0;0;0;0;1;0;0;0;0;0;0;1
FvH4_3g18371;27;14;15;99;89;70;17;34;19;844;565;624
FvH4_3g18370;22;20;17;80;58;94;15;107;27;605;596;499
FvH4_5g18350;1017;983;1102;1055;1031;998;361;413;388;602;698;582
FvH4_3g45990;2695;2756;3196;1444;1454;1207;1243;1832;1549;1095;1262;1184
FvH4_3g43330;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21500;97;118;112;0;4;4;4;0;3;0;2;0
FvH4_5g31330;924;884;995;327;306;208;454;338;743;334;366;317
FvH4_5g33990;5;5;9;9;2;10;775;836;867;889;1176;915
FvH4_2g18720;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g06370;0;0;1;0;0;0;0;0;1;1;0;0
FvH4_3g31351;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08900;757;731;889;233;230;179;923;1709;1037;178;623;163
FvH4_3g31350;3;1;1;1;4;0;1;0;2;1;0;2
FvH4_4g08902;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08901;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06740;32;32;39;14;18;23;4;11;6;1;0;1
FvH4_7g08540;135;114;127;46;39;65;24;50;38;34;55;37
FvH4_3g18380;115;113;113;140;235;186;17;118;34;451;841;606
FvH4_5g18360;549;589;623;165;188;146;315;433;372;141;162;156
FvH4_3g18382;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18381;0;0;1;0;0;0;0;0;1;0;2;0
FvH4_3g43320;53;58;41;8;1;9;7;9;9;8;25;4
FvH4_3g45980;0;0;0;1;2;0;13;16;15;18;5;13
FvH4_5g33980;3;9;4;26;31;29;391;539;336;283;724;333
FvH4_2g18710;977;1008;1043;946;701;720;556;681;607;663;689;620
FvH4_5g06380;494;473;458;348;227;216;135;266;213;388;426;370
FvH4_3g31340;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18383;27;28;32;353;266;292;0;0;0;19;14;25
FvH4_2g18711;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g28170;0;0;0;0;0;0;3;1;2;0;0;0
FvH4_3g33942;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31790;159;154;157;20;29;19;54;39;46;39;41;36
FvH4_5g21900;1;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21901;4;3;8;1;0;1;3;1;7;4;12;1
FvH4_3g08980;4;3;3;7;14;13;11;8;14;23;23;34
FvH4_3g21960;1;0;0;0;1;0;0;0;0;1;0;0
FvH4_3g21961;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g33910;5;0;3;26;25;11;4618;3021;5277;1731;2647;1616
FvH4_2g16160;33;35;35;20;6;11;20;36;16;23;19;24
FvH4_3g45930;2205;1847;1921;7970;8290;6434;705;847;786;2678;1813;3118
FvH4_3g45931;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g06320;0;1;0;0;0;0;0;0;0;0;0;0
FvH4_1g16180;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g41120;557;545;646;380;282;214;424;431;530;427;463;398
FvH4_4g06300;330;314;356;61;53;50;85;45;76;20;23;18
