seqnames	start	end	width	strand	sumReadsM	sumReadsN	Proportion	context
Fvb4	1	50000	50000	*	2429	100165	0.024249987520591	CHH
Fvb4	50001	100000	50000	*	5338	72948	0.0731754126226901	CHH
Fvb4	100001	150000	50000	*	3786	85199	0.044437141281001	CHH
Fvb4	150001	200000	50000	*	2649	79145	0.0334702129003727	CHH
Fvb4	200001	250000	50000	*	2868	97576	0.0293924735590719	CHH
Fvb4	250001	300000	50000	*	3698	95247	0.0388253698279211	CHH
Fvb4	300001	350000	50000	*	2410	92742	0.0259860688792564	CHH
Fvb4	350001	400000	50000	*	2481	91631	0.0270759895668496	CHH
Fvb4	400001	450000	50000	*	2136	97076	0.0220033787959949	CHH
Fvb4	450001	500000	50000	*	2193	116054	0.018896375825047	CHH
Fvb4	500001	550000	50000	*	4402	72306	0.060880148258789	CHH
Fvb4	550001	600000	50000	*	3737	90238	0.0414127086149959	CHH
Fvb4	600001	650000	50000	*	3015	94991	0.0317398490383299	CHH
Fvb4	650001	700000	50000	*	3354	81938	0.0409333886597183	CHH
Fvb4	700001	750000	50000	*	3123	96142	0.0324832019304778	CHH
Fvb4	750001	800000	50000	*	2214	71820	0.0308270676691729	CHH
Fvb4	800001	850000	50000	*	111	5080	0.0218503937007874	CHH
Fvb4	850001	900000	50000	*	75	940	0.0797872340425532	CHH
Fvb4	900001	950000	50000	*	107	1154	0.0927209705372617	CHH
Fvb4	950001	1000000	50000	*	3669	92910	0.0394898288666451	CHH
Fvb4	1000001	1050000	50000	*	3229	94446	0.0341888486542575	CHH
Fvb4	1050001	1100000	50000	*	2916	95004	0.0306934444865479	CHH
Fvb4	1100001	1150000	50000	*	1889	71803	0.0263080929766166	CHH
Fvb4	1150001	1200000	50000	*	2345	57557	0.0407422207550776	CHH
Fvb4	1200001	1250000	50000	*	4334	61114	0.07091664757666	CHH
Fvb4	1250001	1300000	50000	*	2218	80865	0.0274284300995486	CHH
Fvb4	1300001	1350000	50000	*	2088	84989	0.024567885255739	CHH
Fvb4	1350001	1400000	50000	*	2232	109143	0.0204502350127814	CHH
Fvb4	1400001	1450000	50000	*	3238	102250	0.0316674816625917	CHH
Fvb4	1450001	1500000	50000	*	3540	98459	0.0359540519404016	CHH
Fvb4	1500001	1550000	50000	*	4124	101630	0.0405785693200826	CHH
Fvb4	1550001	1600000	50000	*	2409	101895	0.0236419843957015	CHH
Fvb4	1600001	1650000	50000	*	3686	79251	0.0465104541267618	CHH
Fvb4	1650001	1700000	50000	*	5691	87222	0.065247299993121	CHH
Fvb4	1700001	1750000	50000	*	4223	66642	0.0633684463251403	CHH
Fvb4	1750001	1800000	50000	*	2936	99166	0.0296069217272049	CHH
Fvb4	1800001	1850000	50000	*	4413	78724	0.0560566028148976	CHH
Fvb4	1850001	1900000	50000	*	4518	54942	0.0822321721087692	CHH
Fvb4	1900001	1950000	50000	*	3803	84100	0.0452199762187872	CHH
Fvb4	1950001	2000000	50000	*	5751	63107	0.0911309363462057	CHH
Fvb4	2000001	2050000	50000	*	4129	97695	0.0422641895695788	CHH
Fvb4	2050001	2100000	50000	*	3745	94617	0.039580625046239	CHH
Fvb4	2100001	2150000	50000	*	4811	100365	0.047935037114532	CHH
Fvb4	2150001	2200000	50000	*	5409	81621	0.0662697100011027	CHH
Fvb4	2200001	2250000	50000	*	3920	88811	0.0441386765152965	CHH
Fvb4	2250001	2300000	50000	*	2943	102432	0.0287312558575445	CHH
Fvb4	2300001	2350000	50000	*	3966	69979	0.0566741451006731	CHH
Fvb4	2350001	2400000	50000	*	4516	81015	0.0557427636857372	CHH
Fvb4	2400001	2450000	50000	*	3833	61227	0.0626030999395691	CHH
Fvb4	2450001	2500000	50000	*	3893	100203	0.0388511322016307	CHH
Fvb4	2500001	2550000	50000	*	1541	101827	0.0151335107584432	CHH
Fvb4	2550001	2600000	50000	*	3122	90013	0.0346838789952562	CHH
Fvb4	2600001	2650000	50000	*	2649	73069	0.036253404316468	CHH
Fvb4	2650001	2700000	50000	*	3598	79795	0.0450905445203334	CHH
Fvb4	2700001	2750000	50000	*	4809	55488	0.0866673875432526	CHH
Fvb4	2750001	2800000	50000	*	3212	88746	0.0361931805377144	CHH
Fvb4	2800001	2850000	50000	*	3053	98521	0.030988317211559	CHH
Fvb4	2850001	2900000	50000	*	1915	71236	0.0268824751530125	CHH
Fvb4	2900001	2950000	50000	*	5925	88065	0.0672798501107137	CHH
Fvb4	2950001	3000000	50000	*	3966	43014	0.0922025387083275	CHH
Fvb4	3000001	3050000	50000	*	2897	32251	0.089826672041177	CHH
Fvb4	3050001	3100000	50000	*	3047	89571	0.0340177066237956	CHH
Fvb4	3100001	3150000	50000	*	5700	74316	0.0766994994348458	CHH
Fvb4	3150001	3200000	50000	*	4731	83624	0.0565746675595523	CHH
Fvb4	3200001	3250000	50000	*	1104	110772	0.00996641750622901	CHH
Fvb4	3250001	3300000	50000	*	1529	92777	0.0164803776798129	CHH
Fvb4	3300001	3350000	50000	*	4696	82522	0.0569060371779647	CHH
Fvb4	3350001	3400000	50000	*	2397	98213	0.0244061376803478	CHH
Fvb4	3400001	3450000	50000	*	2423	88234	0.0274610694290183	CHH
Fvb4	3450001	3500000	50000	*	4036	76853	0.0525158419320001	CHH
Fvb4	3500001	3550000	50000	*	4973	90444	0.0549842996771483	CHH
Fvb4	3550001	3600000	50000	*	2581	92403	0.027931993549993	CHH
Fvb4	3600001	3650000	50000	*	4221	91245	0.0462600690448792	CHH
Fvb4	3650001	3700000	50000	*	4001	91334	0.0438062495894191	CHH
Fvb4	3700001	3750000	50000	*	2984	84647	0.0352522830106206	CHH
