seqnames	start	end	width	strand	sumReadsM	sumReadsN	Proportion	context
Fvb4	1	50000	50000	*	3056	27312	0.111892208553017	CHG
Fvb4	50001	100000	50000	*	4680	14629	0.319912502563401	CHG
Fvb4	100001	150000	50000	*	7848	22244	0.352814242042798	CHG
Fvb4	150001	200000	50000	*	3922	21938	0.178776552101377	CHG
Fvb4	200001	250000	50000	*	3486	27264	0.127860915492958	CHG
Fvb4	250001	300000	50000	*	4903	25769	0.190267375528736	CHG
Fvb4	300001	350000	50000	*	4187	27320	0.153257686676428	CHG
Fvb4	350001	400000	50000	*	1542	20363	0.0757255807101115	CHG
Fvb4	400001	450000	50000	*	1522	22606	0.0673272582500221	CHG
Fvb4	450001	500000	50000	*	1556	28983	0.0536866438946969	CHG
Fvb4	500001	550000	50000	*	224	2269	0.0987219039224328	CHG
Fvb4	550001	600000	50000	*	2260	18113	0.124772263015514	CHG
Fvb4	600001	650000	50000	*	1180	21632	0.0545488165680473	CHG
Fvb4	650001	700000	50000	*	3539	18910	0.187149656266526	CHG
Fvb4	700001	750000	50000	*	2688	26818	0.100231188008054	CHG
Fvb4	750001	800000	50000	*	1492	20186	0.0739126127018726	CHG
Fvb4	800001	850000	50000	*	7485	20608	0.363208462732919	CHG
Fvb4	850001	900000	50000	*	1367	1624	0.841748768472906	CHG
Fvb4	900001	950000	50000	*	1549	2813	0.550657660860292	CHG
Fvb4	950001	1000000	50000	*	2091	24602	0.0849930899926835	CHG
Fvb4	1000001	1050000	50000	*	1827	21119	0.0865097779250912	CHG
Fvb4	1050001	1100000	50000	*	3243	24271	0.133616249845495	CHG
Fvb4	1100001	1150000	50000	*	2130	17922	0.118848342818882	CHG
Fvb4	1150001	1200000	50000	*	4183	14276	0.293009246287475	CHG
Fvb4	1200001	1250000	50000	*	13827	24477	0.564897659026842	CHG
Fvb4	1250001	1300000	50000	*	4349	21883	0.198738746972536	CHG
Fvb4	1300001	1350000	50000	*	4493	17938	0.250473854387334	CHG
Fvb4	1350001	1400000	50000	*	2337	32895	0.0710442316461468	CHG
Fvb4	1400001	1450000	50000	*	3234	28743	0.112514351320321	CHG
Fvb4	1450001	1500000	50000	*	1989	21699	0.0916632102861883	CHG
Fvb4	1500001	1550000	50000	*	1479	21834	0.0677383896674911	CHG
Fvb4	1550001	1600000	50000	*	1152	26936	0.0427680427680428	CHG
Fvb4	1600001	1650000	50000	*	319	6048	0.052744708994709	CHG
Fvb4	1650001	1700000	50000	*	1389	3128	0.444053708439898	CHG
Fvb4	1700001	1750000	50000	*	515	5231	0.0984515389026955	CHG
Fvb4	1750001	1800000	50000	*	1531	24390	0.0627716277162772	CHG
Fvb4	1800001	1850000	50000	*	2400	8827	0.27189305539821	CHG
Fvb4	1850001	1900000	50000	*	1818	2413	0.753418980522172	CHG
Fvb4	1900001	1950000	50000	*	831	1457	0.57035003431709	CHG
Fvb4	1950001	2000000	50000	*	574	951	0.603575184016824	CHG
Fvb4	2000001	2050000	50000	*	1542	15677	0.0983606557377049	CHG
Fvb4	2050001	2100000	50000	*	4470	25499	0.175300992195772	CHG
Fvb4	2100001	2150000	50000	*	4514	27645	0.163284499909568	CHG
Fvb4	2150001	2200000	50000	*	3624	17832	0.203230148048452	CHG
Fvb4	2200001	2250000	50000	*	1181	9578	0.123303403633326	CHG
Fvb4	2250001	2300000	50000	*	1706	22984	0.0742255482074487	CHG
Fvb4	2300001	2350000	50000	*	2901	15596	0.186009233136702	CHG
Fvb4	2350001	2400000	50000	*	4874	20036	0.243262128169295	CHG
Fvb4	2400001	2450000	50000	*	3302	15815	0.208789124249131	CHG
Fvb4	2450001	2500000	50000	*	2665	22099	0.120593692022263	CHG
Fvb4	2500001	2550000	50000	*	1201	26271	0.0457158083057364	CHG
Fvb4	2550001	2600000	50000	*	1474	22299	0.0661016189066774	CHG
Fvb4	2600001	2650000	50000	*	2784	18972	0.14674256799494	CHG
Fvb4	2650001	2700000	50000	*	3722	19747	0.188484326733175	CHG
Fvb4	2700001	2750000	50000	*	3506	11230	0.31219946571683	CHG
Fvb4	2750001	2800000	50000	*	4532	25133	0.180320693908407	CHG
Fvb4	2800001	2850000	50000	*	1808	24652	0.0733409054032127	CHG
Fvb4	2850001	2900000	50000	*	3372	20830	0.161881901104177	CHG
Fvb4	2900001	2950000	50000	*	13468	33360	0.403717026378897	CHG
Fvb4	2950001	3000000	50000	*	7009	13165	0.532396505886821	CHG
Fvb4	3000001	3050000	50000	*	4118	9829	0.418964289347848	CHG
Fvb4	3050001	3100000	50000	*	962	21166	0.0454502504015874	CHG
Fvb4	3100001	3150000	50000	*	6964	15927	0.437244929993094	CHG
Fvb4	3150001	3200000	50000	*	4110	19829	0.207272177114327	CHG
Fvb4	3200001	3250000	50000	*	552	32042	0.0172273890518694	CHG
Fvb4	3250001	3300000	50000	*	699	26267	0.0266113374195759	CHG
Fvb4	3300001	3350000	50000	*	4366	21062	0.207292754724148	CHG
Fvb4	3350001	3400000	50000	*	1470	28219	0.0520925617491761	CHG
Fvb4	3400001	3450000	50000	*	1263	23013	0.0548820232042758	CHG
Fvb4	3450001	3500000	50000	*	4183	21036	0.19884959117703	CHG
Fvb4	3500001	3550000	50000	*	3213	19800	0.162272727272727	CHG
Fvb4	3550001	3600000	50000	*	1858	25874	0.0718095385328902	CHG
